MPN,Manufacturer,Description,Subcategory,Stock,Unit Price,Package,Mounting Type,Status,Datasheet URL,Product URL,Connectivity,Core Processor,Core Size,Data Converters,DigiKey Programmable,EEPROM Size,Grade,Number of I/O,Operating Temperature,Oscillator Type,Peripherals,Program Memory Size,Program Memory Type,Qualification,RAM Size,Series,Speed,Voltage - Supply (Vcc/Vdd)
STM32L011K4T6,STMicroelectronics,IC MCU 32BIT 16KB FLASH 32LQFP,embedded-microcontrollers,1025,1.97,32-LQFP,Surface Mount,Active,https://www.st.com/content/ccc/resource/technical/document/datasheet/42/c0/ab/e5/71/7a/47/0b/DM00206508.pdf/files/DM00206508.pdf/jcr:content/translations/en.DM00206508.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/STM32L011K4T6/6166964,"I2C, IrDA, SPI, UART/USART",ARM® Cortex®-M0+,32-Bit,A/D 10x12b,Not Verified,512 x 8,,26,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, DMA, POR, PWM, WDT",16KB (16K x 8),FLASH,,2K x 8,STM32L0,32MHz,1.65V ~ 3.6V
STM32L021F4U6TR,STMicroelectronics,IC MCU 32BIT 16KB FLASH 20UFQFPN,embedded-microcontrollers,471,1.99,20-UFQFN,Surface Mount,Active,https://www.st.com/content/ccc/resource/technical/document/datasheet/86/a6/5f/95/33/50/4e/d6/DM00206858.pdf/files/DM00206858.pdf/jcr:content/translations/en.DM00206858.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/STM32L021F4U6TR/6166967,"I2C, IrDA, SPI, UART/USART",ARM® Cortex®-M0+,32-Bit,A/D 7x12b,Not Verified,512 x 8,,16,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, DMA, POR, PWM, WDT",16KB (16K x 8),FLASH,,2K x 8,STM32L0,32MHz,1.65V ~ 3.6V
STM32L031C6T6,STMicroelectronics,IC MCU 32BIT 32KB FLASH 48LQFP,embedded-microcontrollers,1461,2.34,48-LQFP,Surface Mount,Active,https://www.st.com/resource/en/datasheet/stm32l031k6.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/STM32L031C6T6/7313346,"I2C, IrDA, LINbus, SPI, UART/USART",ARM® Cortex®-M0+,32-Bit,A/D 10x12b,Not Verified,1K x 8,,38,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, DMA, POR, PWM, WDT",32KB (32K x 8),FLASH,,8K x 8,STM32L0,32MHz,1.8V ~ 3.6V
STM32L031F4P6,STMicroelectronics,IC MCU 32BIT 16KB FLASH 20TSSOP,embedded-microcontrollers,10372,1.88,"20-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,https://www.st.com/resource/en/datasheet/stm32l031k6.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/STM32L031F4P6/6166973,"I2C, IrDA, LINbus, SPI, UART/USART",ARM® Cortex®-M0+,32-Bit,A/D 10x12b,Not Verified,1K x 8,,15,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, DMA, POR, PWM, WDT",16KB (16K x 8),FLASH,,8K x 8,STM32L0,32MHz,1.8V ~ 3.6V
STM32L031F6P6,STMicroelectronics,IC MCU 32BIT 32KB FLASH 20TSSOP,embedded-microcontrollers,2195,2.16,"20-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,https://www.st.com/resource/en/datasheet/stm32l031k6.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/STM32L031F6P6/6166974,"I2C, IrDA, LINbus, SPI, UART/USART",ARM® Cortex®-M0+,32-Bit,A/D 10x12b,Verified,1K x 8,,15,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, DMA, POR, PWM, WDT",32KB (32K x 8),FLASH,,8K x 8,STM32L0,32MHz,1.8V ~ 3.6V
STM32L031F6P6TR,STMicroelectronics,IC MCU 32BIT 32KB FLASH 20TSSOP,embedded-microcontrollers,7326,1.81,"20-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,https://www.st.com/resource/en/datasheet/stm32l031k6.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/STM32L031F6P6TR/8257862,"I2C, IrDA, LINbus, SPI, UART/USART",ARM® Cortex®-M0+,32-Bit,A/D 10x12b,Verified,1K x 8,,15,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, DMA, POR, PWM, WDT",32KB (32K x 8),FLASH,,8K x 8,STM32L0,32MHz,1.8V ~ 3.6V
STM32L031F6P7,STMicroelectronics,IC MCU 32BIT 32KB FLASH 20TSSOP,embedded-microcontrollers,3811,2.17,"20-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,https://www.st.com/resource/en/datasheet/stm32l031k6.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/STM32L031F6P7/6207511,"I2C, IrDA, LINbus, SPI, UART/USART",ARM® Cortex®-M0+,32-Bit,A/D 10x12b,Not Verified,1K x 8,,15,-40°C ~ 105°C (TA),Internal,"Brown-out Detect/Reset, DMA, POR, PWM, WDT",32KB (32K x 8),FLASH,,8K x 8,STM32L0,32MHz,1.8V ~ 3.6V
STM32L031G6U6,STMicroelectronics,IC MCU 32BIT 32KB FLASH 28UFQFPN,embedded-microcontrollers,2689,1.94,28-UFQFN,Surface Mount,Active,https://www.st.com/resource/en/datasheet/stm32l031g6.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/STM32L031G6U6/6166976,"I2C, IrDA, LINbus, SPI, UART/USART",ARM® Cortex®-M0+,32-Bit,A/D 10x12b,Not Verified,1K x 8,,21,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, DMA, POR, PWM, WDT",32KB (32K x 8),FLASH,,8K x 8,STM32L0,32MHz,1.8V ~ 3.6V
STM32L031G6U6TR,STMicroelectronics,IC MCU 32BIT 32KB FLASH 28UFQFPN,embedded-microcontrollers,331,1.94,28-UFQFN,Surface Mount,Active,https://www.st.com/resource/en/datasheet/stm32l031g6.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/STM32L031G6U6TR/7313135,"I2C, IrDA, LINbus, SPI, UART/USART",ARM® Cortex®-M0+,32-Bit,A/D 10x12b,Not Verified,1K x 8,,21,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, DMA, POR, PWM, WDT",32KB (32K x 8),FLASH,,8K x 8,STM32L0,32MHz,1.8V ~ 3.6V
STM32L031K6T6,STMicroelectronics,IC MCU 32BIT 32KB FLASH 32LQFP,embedded-microcontrollers,854,2.55,32-LQFP,Surface Mount,Active,https://www.st.com/resource/en/datasheet/stm32l031k6.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/STM32L031K6T6/6166978,"I2C, IrDA, LINbus, SPI, UART/USART",ARM® Cortex®-M0+,32-Bit,A/D 10x12b,Not Verified,1K x 8,,25,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, DMA, POR, PWM, WDT",32KB (32K x 8),FLASH,,8K x 8,STM32L0,32MHz,1.8V ~ 3.6V
STM32L031K6T6TR,STMicroelectronics,IC MCU 32BIT 32KB FLASH 32LQFP,embedded-microcontrollers,2104,2.41,32-LQFP,Surface Mount,Active,https://www.st.com/resource/en/datasheet/stm32l031k6.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/STM32L031K6T6TR/6621794,"I2C, IrDA, LINbus, SPI, UART/USART",ARM® Cortex®-M0+,32-Bit,A/D 10x12b,Not Verified,1K x 8,,25,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, DMA, POR, PWM, WDT",32KB (32K x 8),FLASH,,8K x 8,STM32L0,32MHz,1.8V ~ 3.6V
STM32L041K6U6,STMicroelectronics,IC MCU 32BIT 32KB FLASH 32UFQFPN,embedded-microcontrollers,766,2.21,32-UFQFN Exposed Pad,Surface Mount,Active,https://www.st.com/content/ccc/resource/technical/document/datasheet/c6/fd/d9/98/8e/95/41/a1/DM00152023.pdf/files/DM00152023.pdf/jcr:content/translations/en.DM00152023.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/STM32L041K6U6/6207518,"I2C, IrDA, LINbus, SPI, UART/USART",ARM® Cortex®-M0+,32-Bit,A/D 10x12b,Not Verified,1K x 8,,25,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, DMA, POR, PWM, WDT",32KB (32K x 8),FLASH,,8K x 8,STM32L0,32MHz,1.8V ~ 3.6V
STM32L051C8T6,STMicroelectronics,IC MCU 32BIT 64KB FLASH 48LQFP,embedded-microcontrollers,1829,3.03,48-LQFP,Surface Mount,Active,https://www.st.com/content/ccc/resource/technical/document/datasheet/9a/75/bd/16/0f/fd/49/19/DM00108219.pdf/files/DM00108219.pdf/jcr:content/translations/en.DM00108219.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/STM32L051C8T6/4935249,"I2C, IrDA, SPI, UART/USART",ARM® Cortex®-M0+,32-Bit,A/D 10x12b,Not Verified,2K x 8,,37,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, DMA, I2S, POR, PWM, WDT",64KB (64K x 8),FLASH,,8K x 8,STM32L0,32MHz,1.65V ~ 3.6V
STM32L051C8U6,STMicroelectronics,IC MCU 32BIT 64KB FLASH 48UFQFPN,embedded-microcontrollers,2339,2.69,48-UFQFN Exposed Pad,Surface Mount,Active,https://www.st.com/resource/en/datasheet/stm32l051c8.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/STM32L051C8U6/9770453,"I2C, IrDA, SPI, UART/USART",ARM® Cortex®-M0+,32-Bit,A/D 10x12b,Not Verified,2K x 8,,37,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, DMA, I2S, POR, PWM, WDT",64KB (64K x 8),FLASH,,8K x 8,STM32L0,32MHz,1.65V ~ 3.6V
STM32L051K8U6,STMicroelectronics,IC MCU 32BIT 64KB FLASH 32UFQFPN,embedded-microcontrollers,495,2.53,32-UFQFN Exposed Pad,Surface Mount,Active,https://www.st.com/content/ccc/resource/technical/document/datasheet/9a/75/bd/16/0f/fd/49/19/DM00108219.pdf/files/DM00108219.pdf/jcr:content/translations/en.DM00108219.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/STM32L051K8U6/5051352,"I2C, IrDA, SPI, UART/USART",ARM® Cortex®-M0+,32-Bit,A/D 10x12b,Not Verified,2K x 8,,27,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, DMA, POR, PWM, WDT",64KB (64K x 8),FLASH,,8K x 8,STM32L0,32MHz,1.65V ~ 3.6V
STM32L051K8U6TR,STMicroelectronics,IC MCU 32BIT 64KB FLASH 32UFQFPN,embedded-microcontrollers,8258,2.45,32-UFQFN Exposed Pad,Surface Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6822/STM32L051.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/STM32L051K8U6TR/5268318,"I2C, IrDA, SPI, UART/USART",ARM® Cortex®-M0+,32-Bit,A/D 10x12b,Verified,2K x 8,,27,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, DMA, POR, PWM, WDT",64KB (64K x 8),FLASH,,8K x 8,STM32L0,32MHz,1.65V ~ 3.6V
STM32L052K8T6,STMicroelectronics,IC MCU 32BIT 64KB FLASH 32LQFP,embedded-microcontrollers,3931,2.85,32-LQFP,Surface Mount,Active,https://www.st.com/content/ccc/resource/technical/document/datasheet/dc/d6/6d/24/86/2a/40/d3/DM00108217.pdf/files/DM00108217.pdf/jcr:content/translations/en.DM00108217.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/STM32L052K8T6/4935253,"I2C, IrDA, SPI, UART/USART, USB",ARM® Cortex®-M0+,32-Bit,A/D 10x12b; D/A 1x12b,Not Verified,2K x 8,,27,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, DMA, POR, PWM, WDT",64KB (64K x 8),FLASH,,8K x 8,STM32L0,32MHz,1.65V ~ 3.6V
STM32L052K8U3TR,STMicroelectronics,IC MCU 32BIT 64KB FLASH 32UFQFPN,embedded-microcontrollers,8784,3.13,32-UFQFN Exposed Pad,Surface Mount,Active,https://www.st.com/content/ccc/resource/technical/document/datasheet/dc/d6/6d/24/86/2a/40/d3/DM00108217.pdf/files/DM00108217.pdf/jcr:content/translations/en.DM00108217.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/STM32L052K8U3TR/7313145,"I2C, IrDA, SPI, UART/USART, USB",ARM® Cortex®-M0+,32-Bit,A/D 10x12b; D/A 1x12b,Not Verified,2K x 8,,27,-40°C ~ 125°C (TA),Internal,"Brown-out Detect/Reset, DMA, POR, PWM, WDT",64KB (64K x 8),FLASH,,8K x 8,STM32L0,32MHz,1.65V ~ 3.6V
STM32L052K8U6TR,STMicroelectronics,IC MCU 32BIT 64KB FLASH 32UFQFPN,embedded-microcontrollers,1330,2.73,32-UFQFN Exposed Pad,Surface Mount,Active,https://www.st.com/content/ccc/resource/technical/document/datasheet/dc/d6/6d/24/86/2a/40/d3/DM00108217.pdf/files/DM00108217.pdf/jcr:content/translations/en.DM00108217.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/STM32L052K8U6TR/5268328,"I2C, IrDA, SPI, UART/USART, USB",ARM® Cortex®-M0+,32-Bit,A/D 10x12b; D/A 1x12b,Not Verified,2K x 8,,27,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, DMA, POR, PWM, WDT",64KB (64K x 8),FLASH,,8K x 8,STM32L0,32MHz,1.65V ~ 3.6V
STM32L071CBT6,STMicroelectronics,IC MCU 32BIT 128KB FLASH 48LQFP,embedded-microcontrollers,357,4.22,48-LQFP,Surface Mount,Active,https://www.st.com/resource/en/datasheet/stm32l071cb.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/STM32L071CBT6/6166982,"I2C, IrDA, SPI, UART/USART",ARM® Cortex®-M0+,32-Bit,A/D 13x12b,Not Verified,6K x 8,,37,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, DMA, I2S, POR, PWM, WDT",128KB (128K x 8),FLASH,,20K x 8,STM32L0,32MHz,1.65V ~ 3.6V
STM32L071CBT6TR,STMicroelectronics,IC MCU 32BIT 128KB FLASH 48LQFP,embedded-microcontrollers,6367,4.22,48-LQFP,Surface Mount,Active,https://www.st.com/resource/en/datasheet/stm32l071cb.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/STM32L071CBT6TR/6621798,"I2C, IrDA, SPI, UART/USART",ARM® Cortex®-M0+,32-Bit,A/D 13x12b,Not Verified,6K x 8,,37,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, DMA, I2S, POR, PWM, WDT",128KB (128K x 8),FLASH,,20K x 8,STM32L0,32MHz,1.65V ~ 3.6V
STM32L071KZT6,STMicroelectronics,IC MCU 32BIT 192KB FLASH 32LQFP,embedded-microcontrollers,325,4.55,32-LQFP,Surface Mount,Active,https://www.st.com/content/ccc/resource/technical/document/datasheet/b5/24/80/11/51/59/47/f7/DM00141136.pdf/files/DM00141136.pdf/jcr:content/translations/en.DM00141136.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/STM32L071KZT6/6166988,"I2C, IrDA, SPI, UART/USART",ARM® Cortex®-M0+,32-Bit,A/D 10x12b,Not Verified,6K x 8,,25,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, DMA, I2S, POR, PWM, WDT",192KB (192K x 8),FLASH,,20K x 8,STM32L0,32MHz,1.65V ~ 3.6V
STM32L071KZU6,STMicroelectronics,IC MCU 32BIT 192KB FLSH 32UFQFPN,embedded-microcontrollers,1985,4.5,32-UFQFN Exposed Pad,Surface Mount,Active,https://www.st.com/content/ccc/resource/technical/document/datasheet/b5/24/80/11/51/59/47/f7/DM00141136.pdf/files/DM00141136.pdf/jcr:content/translations/en.DM00141136.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/STM32L071KZU6/6166989,"I2C, IrDA, SPI, UART/USART",ARM® Cortex®-M0+,32-Bit,A/D 10x12b,Not Verified,6K x 8,,25,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, DMA, I2S, POR, PWM, WDT",192KB (192K x 8),FLASH,,20K x 8,STM32L0,32MHz,1.65V ~ 3.6V
STM32L072KBU6,STMicroelectronics,IC MCU 32BIT 128KB FLSH 32UFQFPN,embedded-microcontrollers,8480,4.44,32-UFQFN Exposed Pad,Surface Mount,Active,https://www.st.com/content/ccc/resource/technical/document/datasheet/98/e1/71/c0/ae/f5/4b/d4/DM00141133.pdf/files/DM00141133.pdf/jcr:content/translations/en.DM00141133.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/STM32L072KBU6/6166999,"I2C, IrDA, SPI, UART/USART, USB",ARM® Cortex®-M0+,32-Bit,A/D 10x12b; D/A 2x12b,Not Verified,6K x 8,,23,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, DMA, POR, PWM, WDT",128KB (128K x 8),FLASH,,20K x 8,STM32L0,32MHz,1.65V ~ 3.6V
STM32L072KZT6,STMicroelectronics,IC MCU 32BIT 192KB FLASH 32LQFP,embedded-microcontrollers,1330,4.93,32-LQFP,Surface Mount,Active,https://www.st.com/content/ccc/resource/technical/document/datasheet/98/e1/71/c0/ae/f5/4b/d4/DM00141133.pdf/files/DM00141133.pdf/jcr:content/translations/en.DM00141133.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/STM32L072KZT6/6167000,"I2C, IrDA, SPI, UART/USART, USB",ARM® Cortex®-M0+,32-Bit,A/D 10x12b; D/A 2x12b,Not Verified,6K x 8,,25,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, DMA, POR, PWM, WDT",192KB (192K x 8),FLASH,,20K x 8,STM32L0,32MHz,1.65V ~ 3.6V
STM32L072KZU6,STMicroelectronics,IC MCU 32BIT 192KB FLSH 32UFQFPN,embedded-microcontrollers,1156,4.88,32-UFQFN Exposed Pad,Surface Mount,Active,https://www.st.com/resource/en/datasheet/stm32l072cz.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/STM32L072KZU6/6167001,"I2C, IrDA, SPI, UART/USART, USB",ARM® Cortex®-M0+,32-Bit,A/D 10x12b; D/A 2x12b,Not Verified,6K x 8,,23,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, DMA, POR, PWM, WDT",192KB (192K x 8),FLASH,,20K x 8,STM32L0,32MHz,1.65V ~ 3.6V
STM32L073CZT6,STMicroelectronics,IC MCU 32BIT 192KB FLASH 48LQFP,embedded-microcontrollers,1910,5.31,48-LQFP,Surface Mount,Active,https://www.st.com/content/ccc/resource/technical/document/datasheet/d8/b3/7b/dc/18/22/44/f5/DM00141036.pdf/files/DM00141036.pdf/jcr:content/translations/en.DM00141036.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/STM32L073CZT6/8024098,"I2C, IrDA, LINbus, SPI, UART/USART, USB",ARM® Cortex®-M0+,32-Bit,A/D 10x12b; D/A 2x12b,Not Verified,6K x 8,,37,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, DMA, I2S, LCD, POR, PWM, WDT",192KB (192K x 8),FLASH,,20K x 8,STM32L0,32MHz,1.65V ~ 3.6V
STM32L151C8T6A,STMicroelectronics,IC MCU 32BIT 64KB FLASH 48LQFP,embedded-microcontrollers,6690,6.0,48-LQFP,Surface Mount,Active,https://www.st.com/resource/en/datasheet/stm32l151c8-a.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/STM32L151C8T6A/5268342,"I2C, IrDA, LINbus, SPI, UART/USART, USB",ARM® Cortex®-M3,32-Bit,A/D 16x12b; D/A 2x12b,Not Verified,4K x 8,,37,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, Cap Sense, DMA, I2S, POR, PWM, WDT",64KB (64K x 8),FLASH,,32K x 8,STM32L1,32MHz,1.8V ~ 3.6V
STM32L151CCT6,STMicroelectronics,IC MCU 32BIT 256KB FLASH 48LQFP,embedded-microcontrollers,1098,7.54,48-LQFP,Surface Mount,Active,https://www.st.com/content/ccc/resource/technical/document/datasheet/2a/6e/97/91/cd/c0/43/8b/DM00048356.pdf/files/DM00048356.pdf/jcr:content/translations/en.DM00048356.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/STM32L151CCT6/4357333,"I2C, IrDA, LINbus, SPI, UART/USART, USB",ARM® Cortex®-M3,32-Bit,A/D 14x12b; D/A 2x12b,Not Verified,8K x 8,,37,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, Cap Sense, DMA, I2S, POR, PWM, WDT",256KB (256K x 8),FLASH,,32K x 8,STM32L1,32MHz,1.8V ~ 3.6V
STM32L152RET6,STMicroelectronics,IC MCU 32BIT 512KB FLASH 64LQFP,embedded-microcontrollers,993,10.43,64-LQFP,Surface Mount,Active,https://www.st.com/content/ccc/resource/technical/document/datasheet/group1/a7/13/6a/ce/1f/f3/40/c1/DM00098321/files/DM00098321.pdf/jcr:content/translations/en.DM00098321.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/STM32L152RET6/5051409,"I2C, IrDA, LINbus, SPI, UART/USART, USB",ARM® Cortex®-M3,32-Bit,A/D 21x12b; D/A 2x12b,Not Verified,16K x 8,,51,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, Cap Sense, DMA, I2S, LCD, POR, PWM, WDT",512KB (512K x 8),FLASH,,80K x 8,STM32L1,32MHz,1.8V ~ 3.6V
STM32L412CBU6,STMicroelectronics,IC MCU 32BIT 128KB FLSH 48UFQFPN,embedded-microcontrollers,227,3.94,48-UFQFN Exposed Pad,Surface Mount,Active,https://www.st.com/resource/en/datasheet/stm32l412kb.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/STM32L412CBU6/9656218,"I2C, Infrared, IrDA, LINbus, Quad SPI, SPI, UART/USART, USB",ARM® Cortex®-M4,32-Bit,A/D 10x12b,Not Verified,,,38,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, DMA, PWM, WDT",128KB (128K x 8),FLASH,,40K x 8,STM32L4,80MHz,1.71V ~ 3.6V
STM32L412K8U6,STMicroelectronics,IC MCU 32BIT 64KB FLASH 32UFQFPN,embedded-microcontrollers,2575,3.35,32-UFQFN Exposed Pad,Surface Mount,Active,https://www.st.com/resource/en/datasheet/stm32l412c8.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/STM32L412K8U6/10414668,"I2C, Infrared, IrDA, LINbus, Quad SPI, SPI, UART/USART, USB",ARM® Cortex®-M4,32-Bit,A/D 10x12b,Not Verified,,,26,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, DMA, PWM, WDT",64KB (64K x 8),FLASH,,40K x 8,STM32L4,80MHz,1.71V ~ 3.6V
STM32L412KBU6,STMicroelectronics,IC MCU 32BIT 128KB FLSH 32UFQFPN,embedded-microcontrollers,4093,3.74,32-UFQFN Exposed Pad,Surface Mount,Active,https://www.st.com/resource/en/datasheet/stm32l412kb.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/STM32L412KBU6/9656220,"I2C, Infrared, IrDA, LINbus, Quad SPI, SPI, UART/USART, USB",ARM® Cortex®-M4,32-Bit,A/D 10x12b,Not Verified,,,26,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, DMA, PWM, WDT",128KB (128K x 8),FLASH,,40K x 8,STM32L4,80MHz,1.71V ~ 3.6V
STM32L431CBT6,STMicroelectronics,IC MCU 32BIT 128KB FLASH 48LQFP,embedded-microcontrollers,6076,4.33,48-LQFP,Surface Mount,Active,https://www.st.com/content/ccc/resource/technical/document/datasheet/group3/83/b3/60/f6/b1/cc/47/7e/DM00257211/files/DM00257211.pdf/jcr:content/translations/en.DM00257211.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/STM32L431CBT6/6621811,"CANbus, I2C, IrDA, LINbus, QSPI, SAI, SPI, SWPMI, UART/USART",ARM® Cortex®-M4,32-Bit,A/D 10x12b; D/A 2x12b,Not Verified,,,39,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, DMA, PWM, WDT",128KB (128K x 8),FLASH,,64K x 8,STM32L4,80MHz,1.71V ~ 3.6V
STM32L431CBU6,STMicroelectronics,IC MCU 32BIT 128KB FLSH 48UFQFPN,embedded-microcontrollers,3459,4.17,48-UFQFN Exposed Pad,Surface Mount,Active,https://www.st.com/content/ccc/resource/technical/document/datasheet/group3/83/b3/60/f6/b1/cc/47/7e/DM00257211/files/DM00257211.pdf/jcr:content/translations/en.DM00257211.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/STM32L431CBU6/6621812,"CANbus, I2C, IrDA, LINbus, QSPI, SAI, SPI, SWPMI, UART/USART",ARM® Cortex®-M4,32-Bit,A/D 10x12b; D/A 2x12b,Not Verified,,,39,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, DMA, PWM, WDT",128KB (128K x 8),FLASH,,64K x 8,STM32L4,80MHz,1.71V ~ 3.6V
STM32L431CCT6TR,STMicroelectronics,IC MCU 32BIT 256KB FLASH 48LQFP,embedded-microcontrollers,8309,4.98,48-LQFP,Surface Mount,Active,https://www.st.com/content/ccc/resource/technical/document/datasheet/group3/83/b3/60/f6/b1/cc/47/7e/DM00257211/files/DM00257211.pdf/jcr:content/translations/en.DM00257211.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/STM32L431CCT6TR/8257907,"CANbus, I2C, IrDA, LINbus, QSPI, SAI, SPI, SWPMI, UART/USART",ARM® Cortex®-M4,32-Bit,A/D 10x12b; D/A 2x12b,Not Verified,,,39,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, DMA, PWM, WDT",256KB (256K x 8),FLASH,,64K x 8,STM32L4,80MHz,1.71V ~ 3.6V
STM32L431CCU6,STMicroelectronics,IC MCU 32BIT 256KB FLSH 48UFQFPN,embedded-microcontrollers,3040,4.82,48-UFQFN Exposed Pad,Surface Mount,Active,https://www.st.com/content/ccc/resource/technical/document/datasheet/group3/83/b3/60/f6/b1/cc/47/7e/DM00257211/files/DM00257211.pdf/jcr:content/translations/en.DM00257211.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/STM32L431CCU6/6621815,"CANbus, I2C, IrDA, LINbus, QSPI, SAI, SPI, SWPMI, UART/USART",ARM® Cortex®-M4,32-Bit,A/D 10x12b; D/A 2x12b,Not Verified,,,39,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, DMA, PWM, WDT",256KB (256K x 8),FLASH,,64K x 8,STM32L4,80MHz,1.71V ~ 3.6V
STM32L431CCU6TR,STMicroelectronics,IC MCU 32BIT 256KB FLSH 48UFQFPN,embedded-microcontrollers,3952,4.82,48-UFQFN Exposed Pad,Surface Mount,Active,https://www.st.com/content/ccc/resource/technical/document/datasheet/group3/83/b3/60/f6/b1/cc/47/7e/DM00257211/files/DM00257211.pdf/jcr:content/translations/en.DM00257211.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/STM32L431CCU6TR/8257908,"CANbus, I2C, IrDA, LINbus, QSPI, SAI, SPI, SWPMI, UART/USART",ARM® Cortex®-M4,32-Bit,A/D 10x12b; D/A 2x12b,Not Verified,,,39,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, DMA, PWM, WDT",256KB (256K x 8),FLASH,,64K x 8,STM32L4,80MHz,1.71V ~ 3.6V
