MPN,Manufacturer,Description,Subcategory,Stock,Unit Price,Package,Mounting Type,Status,Datasheet URL,Product URL,Applications,Grade,Qualification,Series,Type
SI8920AD-IS,Skyworks Solutions Inc.,IC AMP SPECIAL 16-SOIC,interface-controllers,3081,7.64,"16-SOIC (0.295"", 7.50mm Width)",Surface Mount,Not For New Designs,https://www.skyworksinc.com/-/media/Skyworks/SL/documents/public/data-sheets/si8920-datasheet.pdf,https://www.digikey.com/en/products/detail/skyworks-solutions-inc/SI8920AD-IS/5358957,"Inverters, Power Supplies, UPS",,,,Isolation
SI8920AD-ISR,Skyworks Solutions Inc.,IC AMP SPECIAL 16-SOIC,interface-controllers,0,4.3462,"16-SOIC (0.295"", 7.50mm Width)",Surface Mount,Not For New Designs,https://www.skyworksinc.com/-/media/Skyworks/SL/documents/public/data-sheets/si8920-datasheet.pdf,https://www.digikey.com/en/products/detail/skyworks-solutions-inc/SI8920AD-ISR/7201665,"Inverters, Power Supplies, UPS",,,,Isolation
SI8920BC-AP,Skyworks Solutions Inc.,IC AMP SPECIAL 8-DIP GULL WING,interface-controllers,0,4.7926,"8-SMD, Gull Wing",Surface Mount,Not For New Designs,https://www.skyworksinc.com/-/media/SkyWorks/SL/documents/public/data-sheets/si8920-datasheet.pdf,https://www.digikey.com/en/products/detail/skyworks-solutions-inc/SI8920BC-AP/16730927,"Inverters, Power Supplies, UPS",Automotive,AEC-Q100,,Isolation
SI8920BC-APR,Skyworks Solutions Inc.,IC AMP SPECIAL 8-DIP GULL WING,interface-controllers,0,4.62,"8-SMD, Gull Wing",Surface Mount,Not For New Designs,https://www.skyworksinc.com/-/media/SkyWorks/SL/documents/public/data-sheets/si8920-datasheet.pdf,https://www.digikey.com/en/products/detail/skyworks-solutions-inc/SI8920BC-APR/16730950,"Inverters, Power Supplies, UPS",Automotive,AEC-Q100,,Isolation
SI8920BC-IP,Skyworks Solutions Inc.,IC AMP SPECIAL 8-DIP GULL WING,interface-controllers,4211,5.94,"8-SMD, Gull Wing",Surface Mount,Not For New Designs,https://www.skyworksinc.com/-/media/Skyworks/SL/documents/public/data-sheets/si8920-datasheet.pdf,https://www.digikey.com/en/products/detail/skyworks-solutions-inc/SI8920BC-IP/5358956,"Inverters, Power Supplies, UPS",,,,Isolation
SI8920BC-IPR,Skyworks Solutions Inc.,IC AMP SPECIAL 8-DIP GULL WING,interface-controllers,19092,5.94,"8-SMD, Gull Wing",Surface Mount,Not For New Designs,https://www.skyworksinc.com/-/media/Skyworks/SL/documents/public/data-sheets/si8920-datasheet.pdf,https://www.digikey.com/en/products/detail/skyworks-solutions-inc/SI8920BC-IPR/7201666,"Inverters, Power Supplies, UPS",,,,Isolation
SI8920BC-IS,Skyworks Solutions Inc.,IC AMP SPECIAL 16-SOIC,interface-controllers,2909,6.48,"16-SOIC (0.295"", 7.50mm Width)",Surface Mount,Not For New Designs,https://www.skyworksinc.com/-/media/Skyworks/SL/documents/public/data-sheets/si8920-datasheet.pdf,https://www.digikey.com/en/products/detail/skyworks-solutions-inc/SI8920BC-IS/9917480,"Inverters, Power Supplies, UPS",,,,Isolation
SI8920BC-ISR,Skyworks Solutions Inc.,IC OP AMP ISOLATION 16-SOIC,interface-controllers,0,4.0656,-,-,Not For New Designs,,https://www.digikey.com/en/products/detail/skyworks-solutions-inc/SI8920BC-ISR/10263184,,,,*,
SI8920BD-IS,Skyworks Solutions Inc.,IC AMP SPECIAL 16-SOIC,interface-controllers,0,4.26761,"16-SOIC (0.295"", 7.50mm Width)",Surface Mount,Not For New Designs,https://www.skyworksinc.com/-/media/Skyworks/SL/documents/public/data-sheets/si8920-datasheet.pdf,https://www.digikey.com/en/products/detail/skyworks-solutions-inc/SI8920BD-IS/5358958,"Inverters, Power Supplies, UPS",,,,Isolation
SI8920BD-ISR,Skyworks Solutions Inc.,IC AMP SPECIAL 16-SOIC,interface-controllers,0,3.63454,"16-SOIC (0.295"", 7.50mm Width)",Surface Mount,Not For New Designs,https://www.skyworksinc.com/-/media/Skyworks/SL/documents/public/data-sheets/si8920-datasheet.pdf,https://www.digikey.com/en/products/detail/skyworks-solutions-inc/SI8920BD-ISR/7201667,"Inverters, Power Supplies, UPS",,,,Isolation
SI8921AB-AS,Skyworks Solutions Inc.,IC AMP SPECIAL 8-SOIC,interface-controllers,0,4.83563,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.skyworksinc.com/-/media/SkyWorks/SL/documents/public/data-sheets/si8921-22-datasheet.pdf,https://www.digikey.com/en/products/detail/skyworks-solutions-inc/SI8921AB-AS/16730934,"Inverters, Power Supplies, UPS",Automotive,AEC-Q100,,Isolation
SI8921AB-ASR,Skyworks Solutions Inc.,IC AMP SPECIAL 8-SOIC,interface-controllers,0,4.8356,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.skyworksinc.com/-/media/SkyWorks/SL/documents/public/data-sheets/si8921-22-datasheet.pdf,https://www.digikey.com/en/products/detail/skyworks-solutions-inc/SI8921AB-ASR/16730959,"Inverters, Power Supplies, UPS",Automotive,AEC-Q100,,Isolation
SI8921AB-IS,Skyworks Solutions Inc.,IC AMP SPECIAL 8-SOIC,interface-controllers,0,6.19,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.skyworksinc.com/-/media/Skyworks/SL/documents/public/data-sheets/si8921-22-datasheet.pdf,https://www.digikey.com/en/products/detail/skyworks-solutions-inc/SI8921AB-IS/10819031,"Inverters, Power Supplies, UPS",,,,Isolation
SI8921AB-ISR,Skyworks Solutions Inc.,IC AMP SPECIAL 8-SOIC,interface-controllers,0,3.8654,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.skyworksinc.com/-/media/Skyworks/SL/documents/public/data-sheets/si8921-22-datasheet.pdf,https://www.digikey.com/en/products/detail/skyworks-solutions-inc/SI8921AB-ISR/10819442,"Inverters, Power Supplies, UPS",,,,Isolation
SI8921AD-AS4,Skyworks Solutions Inc.,IC AMP SPECIAL 8-SOIC,interface-controllers,0,5.09688,"8-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,https://www.skyworksinc.com/-/media/SkyWorks/SL/documents/public/data-sheets/si8921-22-datasheet.pdf,https://www.digikey.com/en/products/detail/skyworks-solutions-inc/SI8921AD-AS4/16730958,"Inverters, Power Supplies, UPS",Automotive,AEC-Q100,,Isolation
SI8921AD-AS4R,Skyworks Solutions Inc.,IC AMP SPECIAL 8-SOIC,interface-controllers,0,5.082,"8-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,https://www.skyworksinc.com/-/media/SkyWorks/SL/documents/public/data-sheets/si8921-22-datasheet.pdf,https://www.digikey.com/en/products/detail/skyworks-solutions-inc/SI8921AD-AS4R/16730971,"Inverters, Power Supplies, UPS",Automotive,AEC-Q100,,Isolation
SI8921AD-IS4,Skyworks Solutions Inc.,IC AMP SPECIAL 8-SOIC,interface-controllers,125,6.48,"8-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,https://www.skyworksinc.com/-/media/Skyworks/SL/documents/public/data-sheets/si8921-22-datasheet.pdf,https://www.digikey.com/en/products/detail/skyworks-solutions-inc/SI8921AD-IS4/10819071,"Inverters, Power Supplies, UPS",,,,Isolation
SI8921AD-IS4R,Skyworks Solutions Inc.,IC AMP SPECIAL 8-SOIC,interface-controllers,1275,6.48,"8-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,https://www.skyworksinc.com/-/media/Skyworks/SL/documents/public/data-sheets/si8921-22-datasheet.pdf,https://www.digikey.com/en/products/detail/skyworks-solutions-inc/SI8921AD-IS4R/10819251,"Inverters, Power Supplies, UPS",,,,Isolation
SI8921BB-AS,Skyworks Solutions Inc.,IC AMP SPECIAL 8-SOIC,interface-controllers,0,4.38896,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.skyworksinc.com/-/media/SkyWorks/SL/documents/public/data-sheets/si8921-22-datasheet.pdf,https://www.digikey.com/en/products/detail/skyworks-solutions-inc/SI8921BB-AS/16730952,"Inverters, Power Supplies, UPS",Automotive,AEC-Q100,,Isolation
SI8921BB-ASR,Skyworks Solutions Inc.,IC AMP SPECIAL 8-SOIC,interface-controllers,0,4.389,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.skyworksinc.com/-/media/SkyWorks/SL/documents/public/data-sheets/si8921-22-datasheet.pdf,https://www.digikey.com/en/products/detail/skyworks-solutions-inc/SI8921BB-ASR/16730969,"Inverters, Power Supplies, UPS",Automotive,AEC-Q100,,Isolation
SI8921BB-IS,Skyworks Solutions Inc.,IC AMP SPECIAL 8-SOIC,interface-controllers,556,5.67,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.skyworksinc.com/-/media/Skyworks/SL/documents/public/data-sheets/si8921-22-datasheet.pdf,https://www.digikey.com/en/products/detail/skyworks-solutions-inc/SI8921BB-IS/10819164,"Inverters, Power Supplies, UPS",,,,Isolation
SI8921BB-ISR,Skyworks Solutions Inc.,IC AMP SPECIAL 8-SOIC,interface-controllers,0,3.5112,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.skyworksinc.com/-/media/Skyworks/SL/documents/public/data-sheets/si8921-22-datasheet.pdf,https://www.digikey.com/en/products/detail/skyworks-solutions-inc/SI8921BB-ISR/10819129,"Inverters, Power Supplies, UPS",,,,Isolation
SI8921BD-AS4,Skyworks Solutions Inc.,IC AMP SPECIAL 8-SOIC,interface-controllers,0,7.27,"8-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,https://www.skyworksinc.com/-/media/SkyWorks/SL/documents/public/data-sheets/si8921-22-datasheet.pdf,https://www.digikey.com/en/products/detail/skyworks-solutions-inc/SI8921BD-AS4/16730935,"Inverters, Power Supplies, UPS",Automotive,AEC-Q100,,Isolation
SI8921BD-AS4R,Skyworks Solutions Inc.,IC AMP SPECIAL 8-SOIC,interface-controllers,0,4.62,"8-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,https://www.skyworksinc.com/-/media/SkyWorks/SL/documents/public/data-sheets/si8921-22-datasheet.pdf,https://www.digikey.com/en/products/detail/skyworks-solutions-inc/SI8921BD-AS4R/16730977,"Inverters, Power Supplies, UPS",Automotive,AEC-Q100,,Isolation
SI8921BD-IS4,Skyworks Solutions Inc.,IC AMP SPECIAL 8-SOIC,interface-controllers,195,5.94,"8-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,https://www.skyworksinc.com/-/media/Skyworks/SL/documents/public/data-sheets/si8921-22-datasheet.pdf,https://www.digikey.com/en/products/detail/skyworks-solutions-inc/SI8921BD-IS4/10819358,"Inverters, Power Supplies, UPS",,,,Isolation
SI8921BD-IS4R,Skyworks Solutions Inc.,IC AMP SPECIAL 8-SOIC,interface-controllers,1800,5.94,"8-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,https://www.skyworksinc.com/-/media/Skyworks/SL/documents/public/data-sheets/si8921-22-datasheet.pdf,https://www.digikey.com/en/products/detail/skyworks-solutions-inc/SI8921BD-IS4R/10819494,"Inverters, Power Supplies, UPS",,,,Isolation
SI89226ED-IS,Skyworks Solutions Inc.,IC AMP SPECIAL,interface-controllers,0,5.65342,-,-,Active,https://www.skyworksinc.com/-/media/skyworks/sl/documents/public/data-sheets/si570-71.pdf,https://www.digikey.com/en/products/detail/skyworks-solutions-inc/SI89226ED-IS/10819429,,,,,
SI89226ED-ISR,Skyworks Solutions Inc.,IC AMP SPECIAL,interface-controllers,0,5.39,-,-,Active,https://www.skyworksinc.com/-/media/Skyworks/SL/documents/public/data-sheets/si8920-datasheet.pdf,https://www.digikey.com/en/products/detail/skyworks-solutions-inc/SI89226ED-ISR/10819352,,,,,
SI8922AB-AS,Skyworks Solutions Inc.,IC AMP SPECIAL 8-SOIC,interface-controllers,0,4.83563,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.skyworksinc.com/-/media/SkyWorks/SL/documents/public/data-sheets/si8921-22-datasheet.pdf,https://www.digikey.com/en/products/detail/skyworks-solutions-inc/SI8922AB-AS/16730963,"Inverters, Power Supplies, UPS",Automotive,AEC-Q100,,Isolation
SI8922AB-ASR,Skyworks Solutions Inc.,IC AMP SPECIAL 8-SOIC,interface-controllers,0,4.8356,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.skyworksinc.com/-/media/SkyWorks/SL/documents/public/data-sheets/si8921-22-datasheet.pdf,https://www.digikey.com/en/products/detail/skyworks-solutions-inc/SI8922AB-ASR/16730965,"Inverters, Power Supplies, UPS",Automotive,AEC-Q100,,Isolation
SI8922AB-IS,Skyworks Solutions Inc.,IC AMP SPECIAL 8-SOIC,interface-controllers,144,6.19,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.skyworksinc.com/-/media/Skyworks/SL/documents/public/data-sheets/si8921-22-datasheet.pdf,https://www.digikey.com/en/products/detail/skyworks-solutions-inc/SI8922AB-IS/14323727,"Inverters, Power Supplies, UPS",,,,Isolation
SI8922AB-ISR,Skyworks Solutions Inc.,IC AMP SPECIAL 8-SOIC,interface-controllers,0,3.8654,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.skyworksinc.com/-/media/Skyworks/SL/documents/public/data-sheets/si8921-22-datasheet.pdf,https://www.digikey.com/en/products/detail/skyworks-solutions-inc/SI8922AB-ISR/16028300,"Inverters, Power Supplies, UPS",,,,Isolation
SI8922AD-AS4,Skyworks Solutions Inc.,IC AMP SPECIAL 8-SOIC,interface-controllers,0,5.09688,"8-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,https://www.skyworksinc.com/-/media/SkyWorks/SL/documents/public/data-sheets/si8921-22-datasheet.pdf,https://www.digikey.com/en/products/detail/skyworks-solutions-inc/SI8922AD-AS4/16730966,"Inverters, Power Supplies, UPS",Automotive,AEC-Q100,,Isolation
SI8922AD-AS4R,Skyworks Solutions Inc.,IC AMP SPECIAL 8-SOIC,interface-controllers,0,5.082,"8-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,https://www.skyworksinc.com/-/media/SkyWorks/SL/documents/public/data-sheets/si8921-22-datasheet.pdf,https://www.digikey.com/en/products/detail/skyworks-solutions-inc/SI8922AD-AS4R/16730988,"Inverters, Power Supplies, UPS",Automotive,AEC-Q100,,Isolation
SI8922AD-IS4,Skyworks Solutions Inc.,IC AMP SPECIAL 8-SOIC,interface-controllers,68,6.48,"8-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,https://www.skyworksinc.com/-/media/Skyworks/SL/documents/public/data-sheets/si8921-22-datasheet.pdf,https://www.digikey.com/en/products/detail/skyworks-solutions-inc/SI8922AD-IS4/10819516,"Inverters, Power Supplies, UPS",,,,Isolation
SI8922AD-IS4R,Skyworks Solutions Inc.,IC AMP SPECIAL 8-SOIC,interface-controllers,1103,6.48,"8-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,https://www.skyworksinc.com/-/media/Skyworks/SL/documents/public/data-sheets/si8921-22-datasheet.pdf,https://www.digikey.com/en/products/detail/skyworks-solutions-inc/SI8922AD-IS4R/10819106,"Inverters, Power Supplies, UPS",,,,Isolation
SI8922BB-AS,Skyworks Solutions Inc.,IC AMP SPECIAL 8-SOIC,interface-controllers,0,4.38896,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.skyworksinc.com/-/media/SkyWorks/SL/documents/public/data-sheets/si8921-22-datasheet.pdf,https://www.digikey.com/en/products/detail/skyworks-solutions-inc/SI8922BB-AS/16730984,"Inverters, Power Supplies, UPS",Automotive,AEC-Q100,,Isolation
SI8922BB-ASR,Skyworks Solutions Inc.,IC AMP SPECIAL 8-SOIC,interface-controllers,0,4.389,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.skyworksinc.com/-/media/SkyWorks/SL/documents/public/data-sheets/si8921-22-datasheet.pdf,https://www.digikey.com/en/products/detail/skyworks-solutions-inc/SI8922BB-ASR/16730983,"Inverters, Power Supplies, UPS",Automotive,AEC-Q100,,Isolation
SI8922BB-IS,Skyworks Solutions Inc.,IC AMP SPECIAL 8-SOIC,interface-controllers,29,5.67,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.skyworksinc.com/-/media/Skyworks/SL/documents/public/data-sheets/si8921-22-datasheet.pdf,https://www.digikey.com/en/products/detail/skyworks-solutions-inc/SI8922BB-IS/14323724,"Inverters, Power Supplies, UPS",,,,Isolation
SI8922BB-ISR,Skyworks Solutions Inc.,IC AMP SPECIAL 8-SOIC,interface-controllers,0,3.5112,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.skyworksinc.com/-/media/Skyworks/SL/documents/public/data-sheets/si8921-22-datasheet.pdf,https://www.digikey.com/en/products/detail/skyworks-solutions-inc/SI8922BB-ISR/16028304,"Inverters, Power Supplies, UPS",,,,Isolation
SI8922BD-AS4,Skyworks Solutions Inc.,IC AMP SPECIAL 8-SOIC,interface-controllers,0,4.65238,"8-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,https://www.skyworksinc.com/-/media/SkyWorks/SL/documents/public/data-sheets/si8921-22-datasheet.pdf,https://www.digikey.com/en/products/detail/skyworks-solutions-inc/SI8922BD-AS4/16730947,"Inverters, Power Supplies, UPS",Automotive,AEC-Q100,,Isolation
SI8922BD-AS4R,Skyworks Solutions Inc.,IC AMP SPECIAL 8-SOIC,interface-controllers,0,4.62,"8-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,https://www.skyworksinc.com/-/media/SkyWorks/SL/documents/public/data-sheets/si8921-22-datasheet.pdf,https://www.digikey.com/en/products/detail/skyworks-solutions-inc/SI8922BD-AS4R/16730953,"Inverters, Power Supplies, UPS",Automotive,AEC-Q100,,Isolation
SI8922BD-IS4,Skyworks Solutions Inc.,IC AMP SPECIAL 8-SOIC,interface-controllers,26,5.94,"8-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,https://www.skyworksinc.com/-/media/Skyworks/SL/documents/public/data-sheets/si8921-22-datasheet.pdf,https://www.digikey.com/en/products/detail/skyworks-solutions-inc/SI8922BD-IS4/10819256,"Inverters, Power Supplies, UPS",,,,Isolation
SI8922BD-IS4R,Skyworks Solutions Inc.,IC AMP SPECIAL 8-SOIC,interface-controllers,0,3.696,"8-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,https://www.skyworksinc.com/-/media/Skyworks/SL/documents/public/data-sheets/si8921-22-datasheet.pdf,https://www.digikey.com/en/products/detail/skyworks-solutions-inc/SI8922BD-IS4R/10819227,"Inverters, Power Supplies, UPS",,,,Isolation
SI8931B-AS,Skyworks Solutions Inc.,IC AMP SPECIAL 8-SOIC,interface-controllers,0,4.83563,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.skyworksinc.com/-/media/SkyWorks/SL/documents/public/data-sheets/si8931-32-datasheet.pdf,https://www.digikey.com/en/products/detail/skyworks-solutions-inc/SI8931B-AS/16730957,Isolated Voltage Sensing,Automotive,AEC-Q100,,Isolation Amplifier
SI8931B-ASR,Skyworks Solutions Inc.,IC AMP SPECIAL 8-SOIC,interface-controllers,0,4.8356,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.skyworksinc.com/-/media/SkyWorks/SL/documents/public/data-sheets/si8931-32-datasheet.pdf,https://www.digikey.com/en/products/detail/skyworks-solutions-inc/SI8931B-ASR/16730985,Isolated Voltage Sensing,Automotive,AEC-Q100,,Isolation Amplifier
SI8931B-IS,Skyworks Solutions Inc.,IC AMP SPECIAL 8-SOIC,interface-controllers,0,6.19,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.skyworksinc.com/-/media/Skyworks/SL/documents/public/data-sheets/si8931-32-datasheet.pdf,https://www.digikey.com/en/products/detail/skyworks-solutions-inc/SI8931B-IS/10819514,Isolated Voltage Sensing,,,,Isolation Amplifier
SI8931B-ISR,Skyworks Solutions Inc.,IC AMP SPECIAL 8-SOIC,interface-controllers,0,3.8654,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.skyworksinc.com/-/media/Skyworks/SL/documents/public/data-sheets/si8931-32-datasheet.pdf,https://www.digikey.com/en/products/detail/skyworks-solutions-inc/SI8931B-ISR/10819263,Isolated Voltage Sensing,,,,Isolation Amplifier
SI8931D-AS4,Skyworks Solutions Inc.,IC AMP SPECIAL 8-SOIC,interface-controllers,4,7.92,"8-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,https://www.skyworksinc.com/-/media/SkyWorks/SL/documents/public/data-sheets/si8931-32-datasheet.pdf,https://www.digikey.com/en/products/detail/skyworks-solutions-inc/SI8931D-AS4/16730956,Isolated Voltage Sensing,Automotive,AEC-Q100,,Isolation Amplifier
SI8931D-AS4R,Skyworks Solutions Inc.,IC AMP SPECIAL 8-SOIC,interface-controllers,0,5.082,"8-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,https://www.skyworksinc.com/-/media/SkyWorks/SL/documents/public/data-sheets/si8931-32-datasheet.pdf,https://www.digikey.com/en/products/detail/skyworks-solutions-inc/SI8931D-AS4R/16730933,Isolated Voltage Sensing,Automotive,AEC-Q100,,Isolation Amplifier
SI8931D-IS4,Skyworks Solutions Inc.,IC AMP SPECIAL 8-SOIC,interface-controllers,71,6.48,"8-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,https://www.skyworksinc.com/-/media/Skyworks/SL/documents/public/data-sheets/si8931-32-datasheet.pdf,https://www.digikey.com/en/products/detail/skyworks-solutions-inc/SI8931D-IS4/10819467,Isolated Voltage Sensing,,,,Isolation Amplifier
SI8931D-IS4R,Skyworks Solutions Inc.,IC AMP SPECIAL 8-SOIC,interface-controllers,1678,6.48,"8-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,https://www.skyworksinc.com/-/media/Skyworks/SL/documents/public/data-sheets/si8931-32-datasheet.pdf,https://www.digikey.com/en/products/detail/skyworks-solutions-inc/SI8931D-IS4R/10819578,Isolated Voltage Sensing,,,,Isolation Amplifier
SI8932B-AS,Skyworks Solutions Inc.,IC AMP SPECIAL 8-SOIC,interface-controllers,0,4.83563,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.skyworksinc.com/-/media/SkyWorks/SL/documents/public/data-sheets/si8931-32-datasheet.pdf,https://www.digikey.com/en/products/detail/skyworks-solutions-inc/SI8932B-AS/16730982,Isolated Voltage Sensing,Automotive,AEC-Q100,,Isolation Amplifier
SI8932B-ASR,Skyworks Solutions Inc.,IC AMP SPECIAL 8-SOIC,interface-controllers,0,4.8356,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.skyworksinc.com/-/media/SkyWorks/SL/documents/public/data-sheets/si8931-32-datasheet.pdf,https://www.digikey.com/en/products/detail/skyworks-solutions-inc/SI8932B-ASR/16730980,Isolated Voltage Sensing,Automotive,AEC-Q100,,Isolation Amplifier
SI8932B-IS,Skyworks Solutions Inc.,IC AMP SPECIAL 8-SOIC,interface-controllers,0,6.19,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.skyworksinc.com/-/media/Skyworks/SL/documents/public/data-sheets/si8931-32-datasheet.pdf,https://www.digikey.com/en/products/detail/skyworks-solutions-inc/SI8932B-IS/14323731,Isolated Voltage Sensing,,,,Isolation Amplifier
SI8932B-ISR,Skyworks Solutions Inc.,IC AMP SPECIAL 8-SOIC,interface-controllers,0,3.8654,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.skyworksinc.com/-/media/Skyworks/SL/documents/public/data-sheets/si8931-32-datasheet.pdf,https://www.digikey.com/en/products/detail/skyworks-solutions-inc/SI8932B-ISR/16028296,Isolated Voltage Sensing,,,,Isolation Amplifier
SI8932D-AS4,Skyworks Solutions Inc.,IC AMP SPECIAL 8-SOIC,interface-controllers,0,5.09688,"8-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,https://www.skyworksinc.com/-/media/SkyWorks/SL/documents/public/data-sheets/si8931-32-datasheet.pdf,https://www.digikey.com/en/products/detail/skyworks-solutions-inc/SI8932D-AS4/16730978,Isolated Voltage Sensing,Automotive,AEC-Q100,,Isolation Amplifier
SI8932D-AS4R,Skyworks Solutions Inc.,IC AMP SPECIAL 8-SOIC,interface-controllers,648,7.92,"8-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,https://www.skyworksinc.com/-/media/SkyWorks/SL/documents/public/data-sheets/si8931-32-datasheet.pdf,https://www.digikey.com/en/products/detail/skyworks-solutions-inc/SI8932D-AS4R/16730981,Isolated Voltage Sensing,Automotive,AEC-Q100,,Isolation Amplifier
SI8932D-IS4R,Skyworks Solutions Inc.,IC AMP SPECIAL 8-SOIC,interface-controllers,0,4.0656,"8-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,https://www.skyworksinc.com/-/media/Skyworks/SL/documents/public/data-sheets/si8931-32-datasheet.pdf,https://www.digikey.com/en/products/detail/skyworks-solutions-inc/SI8932D-IS4R/10819538,Isolated Voltage Sensing,,,,Isolation Amplifier
SMP04EP,Analog Devices Inc.,IC AMP SPECIAL 16-PDIP,interface-controllers,0,0.0,"16-DIP (0.300"", 7.62mm)",Through Hole,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/SMP04.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/SMP04EP/612747,Data Acquisition,,,,Sample and Hold
SMP04EPZ,Analog Devices Inc.,IC AMP SPECIAL 16-PDIP,interface-controllers,199,25.17,"16-DIP (0.300"", 7.62mm)",Through Hole,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/1172/SMP04.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/SMP04EPZ/936573,Data Acquisition,,,,Sample and Hold
SMP04EQ,Analog Devices Inc.,IC AMP SPECIAL 16-CERDIP,interface-controllers,0,0.0,"16-CDIP (0.300"", 7.62mm)",Through Hole,Discontinued at DigiKey,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/1172/SMP04.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/SMP04EQ/625359,Data Acquisition,,,,Sample and Hold
SMP04ES,Analog Devices Inc.,IC AMP SPECIAL 16-SOIC,interface-controllers,0,0.0,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/SMP04.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/SMP04ES/612748,Data Acquisition,,,,Sample and Hold
SMP04ES-REEL,Analog Devices Inc.,IC AMP SPECIAL 16-SOIC,interface-controllers,0,0.0,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/1172/SMP04.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/SMP04ES-REEL/625360,Data Acquisition,,,,Sample and Hold
SMP04ESZ,Analog Devices Inc.,IC AMP SPECIAL 16-SOIC,interface-controllers,307,22.96,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/SMP04.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/SMP04ESZ/820394,Data Acquisition,,,,Sample and Hold
SMP04ESZ-REEL,Analog Devices Inc.,IC AMP SPECIAL 16-SOIC,interface-controllers,2565,22.96,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/SMP04.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/SMP04ESZ-REEL/994364,Data Acquisition,,,,Sample and Hold
