MPN,Manufacturer,Description,Subcategory,Stock,Unit Price,Package,Mounting Type,Status,Datasheet URL,Product URL,Control Features,Current - Output,Current - Quiescent (Iq),Current - Supply (Max),Grade,Number of Regulators,Operating Temperature,Output Configuration,Output Type,PSRR,Protection Features,Qualification,Series,Voltage - Input (Max),Voltage - Output (Max),Voltage - Output (Min/Fixed),Voltage Dropout (Max)
ADP7182AUJZ-R7,Analog Devices Inc.,IC REG LINEAR NEG ADJ TSOT-23-5,pmic-voltage-regulators-linear,5556,5.2,"SOT-23-5 Thin, TSOT-23-5",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP7182.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP7182AUJZ-R7/4901225,Enable,200mA,53 µA,850 µA,,1,-40°C ~ 125°C,Negative,Adjustable,66dB ~ 45dB (10kHz ~ 1MHz),"Over Current, Over Temperature",,,-28V,-27.64V,-1.22V,0.36V @ 200mA
ADP7183ACPZN-R7,Analog Devices Inc.,IC REG LIN NEG ADJ 300MA 8-LFCSP,pmic-voltage-regulators-linear,5066,5.36,"8-UFDFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP7183.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP7183ACPZN-R7/6490612,Enable,300mA,900 µA,7 mA,,1,-40°C ~ 125°C (TJ),Negative,Adjustable,85dB ~ 40dB (1kHz ~ 1MHz),"Current Limit, Thermal Overload",,,-5.5V,-5V,-0.5V,0.22V @ 300mA
ADP7183ACPZN2.5-R7,Analog Devices Inc.,IC REG LIN -2.5V 300MA 8-LFCSP,pmic-voltage-regulators-linear,4299,5.36,"8-UFDFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP7183.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP7183ACPZN2-5-R7/6490609,Enable,300mA,900 µA,7 mA,,1,-40°C ~ 125°C (TJ),Negative,Fixed,85dB ~ 40dB (1kHz ~ 1MHz),"Current Limit, Thermal Overload",,,-5.5V,,-2.5V,0.22V @ 300mA
ADP7183ACPZN3.3-R7,Analog Devices Inc.,IC REG LIN -3.3V 300MA 8-LFCSP,pmic-voltage-regulators-linear,5093,5.36,"8-UFDFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP7183.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP7183ACPZN3-3-R7/6490611,Enable,300mA,900 µA,7 mA,,1,-40°C ~ 125°C (TJ),Negative,Fixed,85dB ~ 40dB (1kHz ~ 1MHz),"Current Limit, Thermal Overload",,,-5.5V,,-3.3V,0.22V @ 300mA
ADP7185ACPZN-R7,Analog Devices Inc.,IC REG LIN NEG ADJ 500MA 8-LFCSP,pmic-voltage-regulators-linear,515,5.58,"8-UFDFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP7185.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP7185ACPZN-R7/7390054,"Enable, Power On Reset",500mA,900 µA,7 mA,,1,-40°C ~ 125°C (TJ),Negative,Adjustable,80dB ~ 40dB (1kHz ~ 1MHz),Over Current,,,-5.5V,-5V,-0.5V,0.36V @ 500mA
AP2112K-1.2TRG1,Diodes Incorporated,IC REG LINEAR 1.2V 600MA SOT-25,pmic-voltage-regulators-linear,2552,0.23,"SC-74A, SOT-753",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP2112.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP2112K-1-2TRG1/4570636,Enable,600mA,80 µA,,,1,-40°C ~ 85°C,Positive,Fixed,65dB (100Hz ~ 1kHz),"Over Current, Over Temperature",,,6V,,1.2V,1.3V @ 600mA
AP2112K-1.8TRG1,Diodes Incorporated,IC REG LINEAR 1.8V 600MA SOT-25,pmic-voltage-regulators-linear,1375,0.23,"SC-74A, SOT-753",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP2112.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP2112K-1-8TRG1/4470745,Enable,600mA,80 µA,,,1,-40°C ~ 85°C,Positive,Fixed,65dB (100Hz ~ 1kHz),"Over Current, Over Temperature",,,6V,,1.8V,0.7V @ 600mA
AP2112K-3.3TRG1,Diodes Incorporated,IC REG LINEAR 3.3V 600MA SOT-25,pmic-voltage-regulators-linear,31879,0.25,"SC-74A, SOT-753",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP2112.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP2112K-3-3TRG1/4470746,Enable,600mA,80 µA,,,1,-40°C ~ 85°C,Positive,Fixed,65dB (100Hz ~ 1kHz),"Over Current, Over Temperature",,,6V,,3.3V,0.4V @ 600mA
AP2114H-1.2TRG1,Diodes Incorporated,IC REG LINEAR 1.2V 1A SOT-223-3,pmic-voltage-regulators-linear,31851,0.26,"TO-261-4, TO-261AA",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP2114.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP2114H-1-2TRG1/4470753,,1A,75 µA,,,1,-40°C ~ 85°C,Positive,Fixed,68dB (100Hz ~ 1kHz),"Over Current, Over Temperature",,,6V,,1.2V,1.3V @ 1A
AP2114H-1.8TRG1,Diodes Incorporated,IC REG LINEAR 1.8V 1A SOT-223-3,pmic-voltage-regulators-linear,20519,0.26,"TO-261-4, TO-261AA",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP2114.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP2114H-1-8TRG1/4470754,,1A,75 µA,,,1,-40°C ~ 85°C,Positive,Fixed,68dB (100Hz ~ 1kHz),"Over Current, Over Temperature",,,6V,,1.8V,0.7V @ 1A
AP2114H-2.5TRG1,Diodes Incorporated,IC REG LINEAR 2.5V 1A SOT-223-3,pmic-voltage-regulators-linear,1861,0.26,"TO-261-4, TO-261AA",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP2114.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP2114H-2-5TRG1/4470755,,1A,80 µA,,,1,-40°C ~ 85°C,Positive,Fixed,65dB (100Hz ~ 1kHz),"Over Current, Over Temperature",,,6V,,2.5V,0.75V @ 1A
AP2114H-3.3TRG1,Diodes Incorporated,IC REG LINEAR 3.3V 1A SOT-223-3,pmic-voltage-regulators-linear,30359,0.28,"TO-261-4, TO-261AA",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP2114.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP2114H-3-3TRG1/4470756,,1A,90 µA,,,1,-40°C ~ 85°C,Positive,Fixed,65dB (100Hz ~ 1kHz),"Over Current, Over Temperature",,,6V,,3.3V,0.75V @ 1A
AP2114HA-1.2TRG1,Diodes Incorporated,IC REG LINEAR 1.2V 1A SOT-223-3,pmic-voltage-regulators-linear,15593,0.24,"TO-261-4, TO-261AA",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP2114.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP2114HA-1-2TRG1/4470757,,1A,75 µA,,,1,-40°C ~ 85°C,Positive,Fixed,68dB (100Hz ~ 1kHz),"Over Current, Over Temperature",,,6V,,1.2V,1.3V @ 1A
AP2114HA-3.3TRG1,Diodes Incorporated,IC REG LINEAR 3.3V 1A SOT-223-3,pmic-voltage-regulators-linear,21186,0.29,"TO-261-4, TO-261AA",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP2114.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP2114HA-3-3TRG1/4770627,,1A,90 µA,,,1,-40°C ~ 85°C,Positive,Fixed,65dB (100Hz ~ 1kHz),"Over Current, Over Temperature",,,6V,,3.3V,0.75V @ 1A
AP2115M-3.3TRG1,Diodes Incorporated,IC REG LINEAR 3.3V 1A 8-SOIC,pmic-voltage-regulators-linear,5589,0.25,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP2115.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP2115M-3-3TRG1/5305574,Enable,1A,90 µA,,,1,-40°C ~ 85°C,Positive,Fixed,65dB (100Hz ~ 1kHz),"Over Current, Over Temperature",,,6V,,3.3V,0.75V @ 1A
AP2125K-3.3TRG1,Diodes Incorporated,IC REG LINEAR 3.3V 300MA SOT23-5,pmic-voltage-regulators-linear,21960,0.2,"SC-74A, SOT-753",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP2125.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP2125K-3-3TRG1/4470777,Enable,300mA,90 µA,,,1,-40°C ~ 85°C (TA),Positive,Fixed,65dB (100Hz ~ 1kHz),"Over Current, Over Temperature",,,6V,,3.3V,0.3V @ 300mA
AP2125KS-3.3TRG1,Diodes Incorporated,IC REG LINEAR 3.3V 300MA SC-70-5,pmic-voltage-regulators-linear,2232,0.28,"5-TSSOP, SC-70-5, SOT-353",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP2125.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP2125KS-3-3TRG1/5305655,Enable,300mA,90 µA,,,1,-40°C ~ 85°C (TA),Positive,Fixed,65dB (100Hz ~ 1kHz),"Over Current, Over Temperature",,,6V,,3.3V,0.3V @ 300mA
AP2127K-1.2TRG1,Diodes Incorporated,IC REG LINEAR 1.2V 300MA SOT23-5,pmic-voltage-regulators-linear,3795,0.2,"SC-74A, SOT-753",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP2127.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP2127K-1-2TRG1/4470782,,300mA,90 µA,,,1,-40°C ~ 85°C,Positive,Fixed,68dB ~ 54dB (100Hz ~ 10kHz),"Over Current, Over Temperature",,,6V,,1.2V,1.3V @ 300mA
AP2127K-1.8TRG1,Diodes Incorporated,IC REG LINEAR 1.8V 300MA SOT23-5,pmic-voltage-regulators-linear,161993,0.18,"SC-74A, SOT-753",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP2127.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP2127K-1-8TRG1/4470784,,300mA,90 µA,,,1,-40°C ~ 85°C,Positive,Fixed,68dB ~ 54dB (100Hz ~ 10kHz),"Over Current, Over Temperature",,,6V,,1.8V,0.7V @ 300mA
AP2127K-2.8TRG1,Diodes Incorporated,IC REG LINEAR 2.8V 300MA SOT23-5,pmic-voltage-regulators-linear,26150,0.18,"SC-74A, SOT-753",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP2127.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP2127K-2-8TRG1/4570641,,300mA,90 µA,,,1,-40°C ~ 85°C,Positive,Fixed,68dB ~ 54dB (100Hz ~ 10kHz),"Over Current, Over Temperature",,,6V,,2.8V,0.3V @ 300mA
AP2127K-3.3TRG1,Diodes Incorporated,IC REG LINEAR 3.3V 300MA SOT23-5,pmic-voltage-regulators-linear,72460,0.21,"SC-74A, SOT-753",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP2127.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP2127K-3-3TRG1/4470786,,300mA,90 µA,,,1,-40°C ~ 85°C,Positive,Fixed,68dB ~ 54dB (100Hz ~ 10kHz),"Over Current, Over Temperature",,,6V,,3.3V,0.3V @ 300mA
AP2127N-1.8TRG1,Diodes Incorporated,IC REG LINEAR 1.8V 300MA SOT23-3,pmic-voltage-regulators-linear,12187,0.2,"TO-236-3, SC-59, SOT-23-3",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP2127.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP2127N-1-8TRG1/4470789,,300mA,90 µA,,,1,-40°C ~ 85°C,Positive,Fixed,68dB ~ 54dB (100Hz ~ 10kHz),"Over Current, Over Temperature",,,6V,,1.8V,0.7V @ 300mA
AP2127N-3.3TRG1,Diodes Incorporated,IC REG LINEAR 3.3V 300MA SOT23-3,pmic-voltage-regulators-linear,3326,0.18,"TO-236-3, SC-59, SOT-23-3",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP2127.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP2127N-3-3TRG1/4470792,,300mA,90 µA,,,1,-40°C ~ 85°C,Positive,Fixed,68dB ~ 54dB (100Hz ~ 10kHz),"Over Current, Over Temperature",,,6V,,3.3V,0.3V @ 300mA
AP2138N-1.8TRG1,Diodes Incorporated,IC REG LINEAR 1.8V 250MA SOT23-3,pmic-voltage-regulators-linear,2697,0.26,"TO-236-3, SC-59, SOT-23-3",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP2138-9.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP2138N-1-8TRG1/4470802,,250mA,1.5 µA,,,1,-40°C ~ 85°C,Positive,Fixed,,Over Current,,,6V,,1.8V,1.1V @ 250mA
AP2138N-2.5TRG1,Diodes Incorporated,IC REG LINEAR 2.5V 250MA SOT23-3,pmic-voltage-regulators-linear,12681,0.24,"TO-236-3, SC-59, SOT-23-3",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP2138-9.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP2138N-2-5TRG1/4470803,,250mA,1.5 µA,,,1,-40°C ~ 85°C (TA),Positive,Fixed,,Over Current,,,6V,,2.5V,1V @ 250mA
AP2138N-2.8TRG1,Diodes Incorporated,IC REG LINEAR 2.8V 250MA SOT23-3,pmic-voltage-regulators-linear,3009,0.24,"TO-236-3, SC-59, SOT-23-3",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP2138-9.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP2138N-2-8TRG1/4770630,,250mA,1.5 µA,,,1,-40°C ~ 85°C (TA),Positive,Fixed,,Over Current,,,6V,,2.8V,0.8V @ 250mA
AP2138N-3.0TRG1,Diodes Incorporated,IC REG LINEAR 3V 250MA SOT23-3,pmic-voltage-regulators-linear,375475,0.24,"TO-236-3, SC-59, SOT-23-3",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP2138-9.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP2138N-3-0TRG1/4770631,,250mA,1.5 µA,,,1,-40°C ~ 85°C (TA),Positive,Fixed,,Over Current,,,6V,,3V,0.7V @ 250mA
AP2138N-3.3TRG1,Diodes Incorporated,IC REG LINEAR 3.3V 250MA SOT23-3,pmic-voltage-regulators-linear,61608,0.24,"TO-236-3, SC-59, SOT-23-3",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP2138-9.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP2138N-3-3TRG1/4470804,,250mA,1.5 µA,,,1,-40°C ~ 85°C (TA),Positive,Fixed,,Over Current,,,6V,,3.3V,0.6V @ 250mA
AP2139AK-3.3TRG1,Diodes Incorporated,IC REG LINEAR 3.3V 250MA SOT23-5,pmic-voltage-regulators-linear,164626,0.28,"SC-74A, SOT-753",Surface Mount,Last Time Buy,https://www.diodes.com/assets/Datasheets/AP2138-9.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP2139AK-3-3TRG1/4470806,Enable,250mA,1.5 µA,,,1,-40°C ~ 85°C,Positive,Fixed,,Over Current,,,6V,,3.3V,0.6V @ 250mA
AP2202K-3.3TRG1,Diodes Incorporated,IC REG LINEAR 3.3V 150MA SOT23-5,pmic-voltage-regulators-linear,11312,0.24,"SC-74A, SOT-753",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP2202.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP2202K-3-3TRG1/4470807,Enable,150mA,150 µA,2.5 mA,,1,-40°C ~ 125°C,Positive,Fixed,75dB (100Hz),"Over Current, Over Temperature, Reverse Polarity",,,13.2V,,3.3V,0.35V @ 150mA
AP2202K-ADJTRG1,Diodes Incorporated,IC REG LIN POS ADJ 150MA SOT23-5,pmic-voltage-regulators-linear,29200,0.24,"SC-74A, SOT-753",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP2202.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP2202K-ADJTRG1/4470808,Enable,150mA,150 µA,2.5 mA,,1,-40°C ~ 125°C,Positive,Adjustable,75dB (100Hz),"Over Current, Over Temperature, Reverse Polarity",,,13.2V,12.85V,2.3V,0.35V @ 150mA
AP2205-50W5-7,Diodes Incorporated,IC REG LINEAR 5V 250MA SOT-25,pmic-voltage-regulators-linear,1506,0.32,"SC-74A, SOT-753",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP2205.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP2205-50W5-7/10294899,Enable,250mA,,,,1,-40°C ~ 125°C (TJ),Positive,Fixed,60dB (100Hz ~ 1kHz),"Over Current, Over Temperature, Reverse Polarity",,,24V,,5V,0.5V @ 150mA
AP2210K-3.0TRG1,Diodes Incorporated,IC REG LINEAR 3V 300MA SOT23-5,pmic-voltage-regulators-linear,7774,0.21,"SC-74A, SOT-753",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP2210.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP2210K-3-0TRG1/4470817,Enable,300mA,180 µA,15 mA,,1,-40°C ~ 85°C,Positive,Fixed,75dB (100Hz),"Over Current, Over Temperature, Reverse Polarity",,,13.2V,,3V,0.5V @ 300mA
AP2210K-3.3TRG1,Diodes Incorporated,IC REG LINEAR 3.3V 300MA SOT23-5,pmic-voltage-regulators-linear,44608,0.22,"SC-74A, SOT-753",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP2210.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP2210K-3-3TRG1/4470819,Enable,300mA,180 µA,15 mA,,1,-40°C ~ 85°C,Positive,Fixed,75dB (100Hz),"Over Current, Over Temperature, Reverse Polarity",,,13.2V,,3.3V,0.5V @ 300mA
AP2210K-5.0TRG1,Diodes Incorporated,IC REG LINEAR 5V 300MA SOT23-5,pmic-voltage-regulators-linear,1042,0.28,"SC-74A, SOT-753",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP2210.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP2210K-5-0TRG1/4470820,Enable,300mA,180 µA,15 mA,,1,-40°C ~ 85°C,Positive,Fixed,75dB (100Hz),"Over Current, Over Temperature, Reverse Polarity",,,13.2V,,5V,0.5V @ 300mA
AP2210K-ADJTRG1,Diodes Incorporated,IC REG LIN POS ADJ 300MA SOT23-5,pmic-voltage-regulators-linear,129807,0.3,"SC-74A, SOT-753",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP2210.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP2210K-ADJTRG1/4470821,Enable,300mA,180 µA,15 mA,,1,-40°C ~ 85°C,Positive,Adjustable,75dB (100Hz),"Over Current, Over Temperature, Reverse Polarity",,,13.2V,12.7V,1.25V,0.5V @ 300mA
AP2210N-3.0TRG1,Diodes Incorporated,IC REG LINEAR 3V 300MA SOT23-3,pmic-voltage-regulators-linear,9585,0.21,"TO-236-3, SC-59, SOT-23-3",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP2210.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP2210N-3-0TRG1/4570642,,300mA,180 µA,15 mA,,1,-40°C ~ 85°C,Positive,Fixed,75dB (100Hz),"Over Current, Over Temperature, Reverse Polarity",,,13.2V,,3V,0.5V @ 300mA
AP2210N-4.0TRG1,Diodes Incorporated,IC REG LINEAR 4V 300MA SOT23-3,pmic-voltage-regulators-linear,33000,0.21,"TO-236-3, SC-59, SOT-23-3",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP2210.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP2210N-4-0TRG1/5305727,,300mA,180 µA,15 mA,,1,-40°C ~ 85°C,Positive,Fixed,75dB (100Hz),"Over Current, Over Temperature, Reverse Polarity",,,13.2V,,4V,0.5V @ 300mA
AP7179DSKZ20-13,Diodes Incorporated,IC REG LIN POS ADJ 3A W-QFN3535,pmic-voltage-regulators-linear,4957,1.52,20-WFQFN Exposed Pad,Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP7179D.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP7179DSKZ20-13/18674707,"Current Limit, Enable, Power Good, Soft Start",3A,4 mA,5.5 mA,,1,-40°C ~ 125°C (TJ),Positive,Adjustable,42dB ~ 25dB (10kHz ~ 500kHz),"Over Current, Over Temperature, Reverse Current, Short Circuit, Under Voltage Lockout (UVLO)",,,6.5V,5.5V,0.8V,0.18V @ 3A
AP7311-WG-7,Diodes Incorporated,IC REG LIN POS ADJ 150MA SOT-25,pmic-voltage-regulators-linear,1287,0.29,"SC-74A, SOT-753",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP7311.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP7311-WG-7/2182588,Enable,150mA,75 µA,85 µA,,1,-40°C ~ 85°C (TA),Positive,Adjustable,65dB (100Hz),"Over Current, Over Temperature, Short Circuit",,,6V,5V,0.8V,0.3V @ 150mA
AP7313-18SAG-7,Diodes Incorporated,IC REG LINEAR 1.8V 150MA SOT23-3,pmic-voltage-regulators-linear,15014,0.24,"TO-236-3, SC-59, SOT-23-3",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP7313.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP7313-18SAG-7/2270804,,150mA,75 µA,85 µA,,1,-40°C ~ 85°C,Positive,Fixed,65dB (100Hz),"Over Current, Over Temperature, Short Circuit",,,6V,,1.8V,
AP7313-18SRG-7,Diodes Incorporated,IC REG LINEAR 1.8V 150MA SOT23R,pmic-voltage-regulators-linear,2514,0.25,"TO-236-3, SC-59, SOT-23-3",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP7313.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP7313-18SRG-7/2270805,,150mA,75 µA,85 µA,,1,-40°C ~ 85°C,Positive,Fixed,65dB (100Hz),"Over Current, Over Temperature, Short Circuit",,,6V,,1.8V,
AP7313-33SAG-7,Diodes Incorporated,IC REG LINEAR 3.3V 150MA SOT23-3,pmic-voltage-regulators-linear,1771,0.24,"TO-236-3, SC-59, SOT-23-3",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP7313.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP7313-33SAG-7/2270806,,150mA,75 µA,85 µA,,1,-40°C ~ 85°C,Positive,Fixed,65dB (100Hz),"Over Current, Over Temperature, Short Circuit",,,6V,,3.3V,0.3V @ 150mA
AP7313-33SRG-7,Diodes Incorporated,IC REG LINEAR 3.3V 150MA SOT23R,pmic-voltage-regulators-linear,36218,0.26,"TO-236-3, SC-59, SOT-23-3",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP7313.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP7313-33SRG-7/2270807,,150mA,75 µA,85 µA,,1,-40°C ~ 85°C,Positive,Fixed,65dB (100Hz),"Over Current, Over Temperature, Short Circuit",,,6V,,3.3V,0.3V @ 150mA
AP7330-W5-7,Diodes Incorporated,IC REG LIN POS ADJ 300MA SOT-25,pmic-voltage-regulators-linear,15156,0.23,"SC-74A, SOT-753",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP7330.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP7330-W5-7/8111222,EN,300mA,78 µA,,,1,-40°C ~ 85°C (TA),Positive,Adjustable,80dB (1kHz),"Over Current, Over Temperature, Short Circuit",,,5.5V,4.5V,1V,0.31V @ 300mA
AP7331-33WG-7,Diodes Incorporated,IC REG LINEAR 3.3V 300MA SOT-25,pmic-voltage-regulators-linear,10717,0.31,"SC-74A, SOT-753",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP7331.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP7331-33WG-7/3451499,Enable,300mA,75 µA,85 µA,,1,-40°C ~ 85°C,Positive,Fixed,65dB (100Hz),"Over Current, Over Temperature",,,6V,,3.3V,0.55V @ 300mA
AP7333-18SAG-7,Diodes Incorporated,IC REG LINEAR 1.8V 300MA SOT23-3,pmic-voltage-regulators-linear,3256,0.28,"TO-236-3, SC-59, SOT-23-3",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP7333.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP7333-18SAG-7/2270814,,300mA,75 µA,85 µA,,1,-40°C ~ 85°C,Positive,Fixed,65dB (100Hz),"Over Current, Over Temperature, Short Circuit",,,6V,,1.8V,
AP7333-25SAG-7,Diodes Incorporated,IC REG LINEAR 2.5V 300MA SOT23-3,pmic-voltage-regulators-linear,27555,0.28,"TO-236-3, SC-59, SOT-23-3",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP7333.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP7333-25SAG-7/2182606,,300mA,75 µA,85 µA,,1,-40°C ~ 85°C,Positive,Fixed,65dB (100Hz),"Over Current, Over Temperature, Short Circuit",,,6V,,2.5V,0.55V @ 300mA
AP7333-33SAG-7,Diodes Incorporated,IC REG LINEAR 3.3V 300MA SOT23-3,pmic-voltage-regulators-linear,2930,0.28,"TO-236-3, SC-59, SOT-23-3",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP7333.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP7333-33SAG-7/2270818,,300mA,75 µA,85 µA,,1,-40°C ~ 85°C,Positive,Fixed,65dB (100Hz),"Over Current, Over Temperature, Short Circuit",,,6V,,3.3V,0.55V @ 300mA
AP7335-10WG-7,Diodes Incorporated,IC REG LINEAR 1V 300MA SOT-25,pmic-voltage-regulators-linear,9986,0.31,"SC-74A, SOT-753",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP7335.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP7335-10WG-7/4249741,Enable,300mA,80 µA,,,1,-40°C ~ 85°C,Positive,Fixed,65dB (1kHz),"Over Current, Over Temperature",,,6V,,1V,0.3V @ 300mA
AP7335-WG-7,Diodes Incorporated,IC REG LIN POS ADJ 300MA SOT-25,pmic-voltage-regulators-linear,5805,0.28,"SC-74A, SOT-753",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP7335.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP7335-WG-7/4249761,Enable,300mA,80 µA,,,1,-40°C ~ 85°C,Positive,Adjustable,65dB (1kHz),"Over Current, Over Temperature",,,6V,5V,0.8V,0.2V @ 300mA
AP7343DQ-18W5-7,Diodes Incorporated,IC REG LINEAR 1.8V 300MA SOT-25,pmic-voltage-regulators-linear,16665,0.21,"SC-74A, SOT-753",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/AP7343Q.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/AP7343DQ-18W5-7/10294935,Enable,300mA,60 µA,,Automotive,1,-40°C ~ 125°C (TA),Positive,Fixed,75dB (1kHz),"Over Current, Over Temperature, Short Circuit",AEC-Q100,,5.25V,,1.8V,0.41V @ 300mA
