MPN,Manufacturer,Description,Subcategory,Stock,Unit Price,Package,Mounting Type,Status,Datasheet URL,Product URL,Control Features,Current - Output,Current - Quiescent (Iq),Current - Supply (Max),Grade,Number of Regulators,Operating Temperature,Output Configuration,Output Type,PSRR,Protection Features,Qualification,Series,Voltage - Input (Max),Voltage - Output (Max),Voltage - Output (Min/Fixed),Voltage Dropout (Max)
ADP7104ARDZ-R7,Analog Devices Inc.,IC REG LINEAR POS ADJ 8-SOIC-EP,pmic-voltage-regulators-linear,1358,6.08,"8-SOIC (0.154"", 3.90mm Width) Exposed Pad",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP7104.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP7104ARDZ-R7/2793314,"Enable, Power Good, Under Voltage Lockout",500mA,900 µA,1.6 mA,,1,-40°C ~ 125°C,Positive,Adjustable,80dB ~ 50dB (10kHz ~ 100kHz),"Over Temperature, Short Circuit",,,20V,19.45V,1.22V,0.55V @ 500mA
ADP7105ACPZ-3.3-R7,Analog Devices Inc.,IC REG LIN 3.3V 500MA 8-LFCSP-WD,pmic-voltage-regulators-linear,3725,4.5,"8-WFDFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP7105.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP7105ACPZ-3-3-R7/10659634,"Enable, Power Good, Soft Start",500mA,900 µA,1.6 mA,,1,-40°C ~ 125°C,Positive,Fixed,60dB ~ 50dB (10kHz ~ 100kHz),"Over Current, Over Temperature, Reverse Polarity, Under Voltage Lockout (UVLO)",,,20V,,3.3V,0.35V @ 500mA
ADP7105ACPZ-5.0-R7,Analog Devices Inc.,IC REG LIN 5V 500MA 8-LFCSP-WD,pmic-voltage-regulators-linear,1313,5.31,"8-WFDFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP7105.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP7105ACPZ-5-0-R7/4376367,"Enable, Power Good, Under Voltage Lockout",500mA,900 µA,1.6 mA,,1,-40°C ~ 125°C,Positive,Fixed,60dB ~ 50dB (10kHz ~ 100kHz),"Over Current, Over Temperature, Reverse Polarity",,,20V,,5V,0.55V @ 500mA
ADP7105ACPZ-R2,Analog Devices Inc.,IC REG LIN POS ADJ 500MA 8LFCSP,pmic-voltage-regulators-linear,986,4.79,"8-WFDFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP7105.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP7105ACPZ-R2/4376386,"Enable, Power Good, Under Voltage Lockout",500mA,900 µA,1.6 mA,,1,-40°C ~ 125°C,Positive,Adjustable,80dB ~ 50dB (10kHz ~ 100kHz),"Over Current, Over Temperature, Reverse Polarity",,,20V,19V,1.22V,0.55V @ 500mA
ADP7105ACPZ-R7,Analog Devices Inc.,IC REG LIN POS ADJ 500MA 8LFCSP,pmic-voltage-regulators-linear,2731,5.31,"8-WFDFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP7105.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP7105ACPZ-R7/4376368,"Enable, Power Good, Under Voltage Lockout",500mA,900 µA,1.6 mA,,1,-40°C ~ 125°C,Positive,Adjustable,80dB ~ 50dB (10kHz ~ 100kHz),"Over Current, Over Temperature, Reverse Polarity",,,20V,19V,1.22V,0.55V @ 500mA
ADP7112ACBZ-1.2-R7,Analog Devices Inc.,IC REG LIN POS ADJ 200MA 6-WLCSP,pmic-voltage-regulators-linear,1964,2.0,"6-XFBGA, WLCSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP7112.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP7112ACBZ-1-2-R7/5011950,"Enable, Soft Start",200mA,140 µA,320 µA,,1,-40°C ~ 125°C,Positive,Adjustable (Fixed),,"Over Current, Over Temperature",,,20V,19V,1.2V,
ADP7112ACBZ-3.3-R7,Analog Devices Inc.,IC REG LINEAR 3.3V 200MA 6-WLCSP,pmic-voltage-regulators-linear,20624,2.0,"6-XFBGA, WLCSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP7112.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP7112ACBZ-3-3-R7/5011953,"Enable, Soft Start",200mA,140 µA,320 µA,,1,-40°C ~ 125°C,Positive,Fixed,,"Over Current, Over Temperature",,,20V,,3.3V,0.42V @ 200mA
ADP7112ACBZ-5.0-R7,Analog Devices Inc.,IC REG LINEAR 5V 200MA 6-WLCSP,pmic-voltage-regulators-linear,5834,2.0,"6-XFBGA, WLCSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP7112.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP7112ACBZ-5-0-R7/5011954,"Enable, Soft Start",200mA,140 µA,320 µA,,1,-40°C ~ 125°C,Positive,Fixed,88dB ~ 50dB (10kHz ~ 1MHz),"Over Current, Over Temperature",,,20V,,5V,0.42V @ 200mA
ADP7118ACPZN-R7,Analog Devices Inc.,IC REG LINEAR POS ADJ 6-LFCSP-UD,pmic-voltage-regulators-linear,6102,2.83,"6-UDFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP7118.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP7118ACPZN-R7/5056887,"Enable, Soft Start",200mA,140 µA,320 µA,,1,-40°C ~ 125°C (TA),Positive,Adjustable,88dB ~ 50dB (10kHz ~ 1MHz),"Over Current, Over Temperature",,,20V,19.58V,1.2V,0.42V @ 200mA
ADP7118ACPZN1.8-R7,Analog Devices Inc.,IC REG LIN 1.8V 200MA 6-LFCSP-UD,pmic-voltage-regulators-linear,450,2.83,"6-UDFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP7118.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP7118ACPZN1-8-R7/5056883,"Enable, Soft Start",200mA,140 µA,320 µA,,1,-40°C ~ 125°C (TA),Positive,Fixed,88dB ~ 50dB (10kHz ~ 1MHz),"Over Current, Over Temperature",,,20V,,1.8V,0.42V @ 200mA
ADP7118ACPZN2.5-R7,Analog Devices Inc.,IC REG LIN 2.5V 200MA 6-LFCSP-UD,pmic-voltage-regulators-linear,3738,2.83,"6-UDFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP7118.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP7118ACPZN2-5-R7/5056884,"Enable, Soft Start",200mA,140 µA,320 µA,,1,-40°C ~ 125°C (TA),Positive,Fixed,88dB ~ 50dB (10kHz ~ 1MHz),"Over Current, Over Temperature",,,20V,,2.5V,0.42V @ 200mA
ADP7118ACPZN3.3-R7,Analog Devices Inc.,IC REG LIN 3.3V 200MA 6-LFCSP-UD,pmic-voltage-regulators-linear,9935,2.83,"6-UDFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP7118.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP7118ACPZN3-3-R7/5056885,"Enable, Soft Start",200mA,140 µA,320 µA,,1,-40°C ~ 125°C (TA),Positive,Fixed,88dB ~ 50dB (10kHz ~ 1MHz),"Over Current, Over Temperature",,,20V,,3.3V,0.42V @ 200mA
ADP7118ACPZN5.0-R7,Analog Devices Inc.,IC REG LIN 5V 200MA 6-LFCSP-UD,pmic-voltage-regulators-linear,8226,2.83,"6-UDFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP7118.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP7118ACPZN5-0-R7/5056886,"Enable, Soft Start",200mA,140 µA,320 µA,,1,-40°C ~ 125°C (TA),Positive,Fixed,88dB ~ 50dB (10kHz ~ 1MHz),"Over Current, Over Temperature",,,20V,,5V,0.42V @ 200mA
ADP7118ARDZ-5.0-R7,Analog Devices Inc.,IC REG LINEAR 5V 200MA 8-SOIC-EP,pmic-voltage-regulators-linear,942,2.83,"8-SOIC (0.154"", 3.90mm Width) Exposed Pad",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP7118.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP7118ARDZ-5-0-R7/5011958,"Enable, Soft Start",200mA,140 µA,320 µA,,1,-40°C ~ 125°C (TA),Positive,Fixed,88dB ~ 50dB (10kHz ~ 1MHz),"Over Current, Over Temperature",,,20V,,5V,0.42V @ 200mA
ADP7118AUJZ-3.3-R7,Analog Devices Inc.,IC REG LIN 3.3V 200MA TSOT-23-5,pmic-voltage-regulators-linear,4926,3.02,"SOT-23-5 Thin, TSOT-23-5",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP7118.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP7118AUJZ-3-3-R7/5056890,"Enable, Soft Start",200mA,140 µA,320 µA,,1,-40°C ~ 125°C (TA),Positive,Fixed,88dB ~ 50dB (10kHz ~ 1MHz),"Over Current, Over Temperature",,,20V,,3.3V,0.42V @ 200mA
ADP7118AUJZ-5.0-R7,Analog Devices Inc.,IC REG LINEAR 5V 200MA TSOT-23-5,pmic-voltage-regulators-linear,0,3.02,"SOT-23-5 Thin, TSOT-23-5",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP7118.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP7118AUJZ-5-0-R7/5056891,"Enable, Soft Start",200mA,140 µA,320 µA,,1,-40°C ~ 125°C (TA),Positive,Fixed,88dB ~ 50dB (10kHz ~ 1MHz),"Over Current, Over Temperature",,,20V,,5V,0.42V @ 200mA
ADP7118AUJZ-R7,Analog Devices Inc.,IC REG LINEAR POS ADJ TSOT-23-5,pmic-voltage-regulators-linear,0,3.02,"SOT-23-5 Thin, TSOT-23-5",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP7118.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP7118AUJZ-R7/5056892,"Enable, Soft Start",200mA,140 µA,320 µA,,1,-40°C ~ 125°C (TA),Positive,Adjustable,88dB ~ 50dB (10kHz ~ 1MHz),"Over Current, Over Temperature",,,20V,19.58V,1.2V,0.42V @ 200mA
ADP7118WAUJZ-5.0-R7,Analog Devices Inc.,IC REG LINEAR 5V 200MA TSOT-23-5,pmic-voltage-regulators-linear,170,3.02,"SOT-23-5 Thin, TSOT-23-5",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/adp7118.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP7118WAUJZ-5-0-R7/13583337,"Enable, Soft Start",200mA,140 µA,320 µA,,1,-40°C ~ 125°C,Positive,Fixed,88dB ~ 50dB (10kHz ~ 1MHz),"Over Current, Over Temperature",,,20V,,5V,0.42V @ 200mA
ADP7142ACPZN-R7,Analog Devices Inc.,IC REG LINEAR POS ADJ 6-LFCSP-UD,pmic-voltage-regulators-linear,0,3.85,"6-UDFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP7142.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP7142ACPZN-R7/5011964,"Enable, Soft Start",200mA,140 µA,320 µA,,1,-40°C ~ 125°C,Positive,Adjustable,88dB ~ 50dB (10kHz ~ 1MHz),"Over Temperature, Short Circuit",,,40V,39.58V,1.2V,0.42V @ 200mA
ADP7142ACPZN3.3-R7,Analog Devices Inc.,IC REG LIN 3.3V 200MA 6-LFCSP-UD,pmic-voltage-regulators-linear,13520,3.85,"6-UDFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP7142.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP7142ACPZN3-3-R7/5011962,"Enable, Soft Start",200mA,140 µA,320 µA,,1,-40°C ~ 125°C,Positive,Fixed,,"Over Temperature, Short Circuit",,,40V,,3.3V,0.42V @ 200mA
ADP7142ACPZN5.0-R7,Analog Devices Inc.,IC REG LIN 5V 200MA 6-LFCSP-UD,pmic-voltage-regulators-linear,0,3.85,"6-UDFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP7142.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP7142ACPZN5-0-R7/5011963,"Enable, Soft Start",200mA,140 µA,320 µA,,1,-40°C ~ 125°C,Positive,Fixed,88dB ~ 50dB (10kHz ~ 1MHz),"Over Temperature, Short Circuit",,,40V,,5V,0.42V @ 200mA
ADP7142ARDZ-3.3-R7,Analog Devices Inc.,IC REG LIN 3.3V 200MA 8-SOIC-EP,pmic-voltage-regulators-linear,2415,3.85,"8-SOIC (0.154"", 3.90mm Width) Exposed Pad",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP7142.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP7142ARDZ-3-3-R7/5011967,"Enable, Soft Start",200mA,140 µA,320 µA,,1,-40°C ~ 125°C,Positive,Fixed,,"Over Temperature, Short Circuit",,,40V,,3.3V,0.42V @ 200mA
ADP7142ARDZ-5.0-R7,Analog Devices Inc.,IC REG LINEAR 5V 200MA 8-SOIC-EP,pmic-voltage-regulators-linear,713,3.85,"8-SOIC (0.154"", 3.90mm Width) Exposed Pad",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP7142.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP7142ARDZ-5-0-R7/5011968,"Enable, Soft Start",200mA,140 µA,320 µA,,1,-40°C ~ 125°C,Positive,Fixed,88dB ~ 50dB (10kHz ~ 1MHz),"Over Temperature, Short Circuit",,,40V,,5V,0.42V @ 200mA
ADP7142ARDZ-R7,Analog Devices Inc.,IC REG LINEAR POS ADJ 8-SOIC-EP,pmic-voltage-regulators-linear,17992,3.85,"8-SOIC (0.154"", 3.90mm Width) Exposed Pad",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP7142.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP7142ARDZ-R7/5011969,"Enable, Soft Start",200mA,140 µA,320 µA,,1,-40°C ~ 125°C,Positive,Adjustable,88dB ~ 50dB (10kHz ~ 1MHz),"Over Temperature, Short Circuit",,,40V,39.58V,1.2V,0.42V @ 200mA
ADP7142AUJZ-2.5-R7,Analog Devices Inc.,IC REG LIN 2.5V 200MA TSOT-23-5,pmic-voltage-regulators-linear,4131,4.17,"SOT-23-5 Thin, TSOT-23-5",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP7142.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP7142AUJZ-2-5-R7/5056894,Enable,200mA,140 µA,320 µA,,1,-40°C ~ 125°C,Positive,Fixed,,"Over Temperature, Short Circuit",,,40V,,2.5V,
ADP7142AUJZ-3.3-R7,Analog Devices Inc.,IC REG LIN 3.3V 200MA TSOT-23-5,pmic-voltage-regulators-linear,10103,4.17,"SOT-23-5 Thin, TSOT-23-5",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP7142.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP7142AUJZ-3-3-R7/5056895,Enable,200mA,140 µA,320 µA,,1,-40°C ~ 125°C,Positive,Fixed,,"Over Temperature, Short Circuit",,,40V,,3.3V,0.42V @ 200mA
ADP7142AUJZ-5.0-R7,Analog Devices Inc.,IC REG LINEAR 5V 200MA TSOT-23-5,pmic-voltage-regulators-linear,0,4.17,"SOT-23-5 Thin, TSOT-23-5",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP7142.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP7142AUJZ-5-0-R7/5056896,Enable,200mA,140 µA,320 µA,,1,-40°C ~ 125°C,Positive,Fixed,88dB ~ 50dB (10kHz ~ 1MHz),"Over Temperature, Short Circuit",,,40V,,5V,0.42V @ 200mA
ADP7142AUJZ-R7,Analog Devices Inc.,IC REG LINEAR POS ADJ TSOT-23-5,pmic-voltage-regulators-linear,1403,4.17,"SOT-23-5 Thin, TSOT-23-5",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP7142.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP7142AUJZ-R7/5056897,Enable,200mA,140 µA,320 µA,,1,-40°C ~ 125°C,Positive,Adjustable,88dB ~ 50dB (10kHz ~ 1MHz),"Over Temperature, Short Circuit",,,40V,39.58V,1.2V,0.42V @ 200mA
ADP7156ACPZ-1.8-R7,Analog Devices Inc.,IC REG LINEAR 1.8V 1.2A 10LFCSP,pmic-voltage-regulators-linear,10231,9.38,"10-VFDFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP7156.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP7156ACPZ-1-8-R7/5957913,Enable,1.2A,8 mA,12 mA,,1,-40°C ~ 125°C,Positive,Fixed,80dB ~ 60dB (1kHz ~ 1MHz),"Over Current, Over Temperature",,,5.5V,,1.8V,
ADP7156ACPZ-2.5-R7,Analog Devices Inc.,IC REG LINEAR 2.5V 1.2A 10LFCSP,pmic-voltage-regulators-linear,2505,9.38,"10-VFDFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP7156.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP7156ACPZ-2-5-R7/5957915,Enable,1.2A,8 mA,12 mA,,1,-40°C ~ 125°C,Positive,Fixed,,"Over Current, Over Temperature",,,5.5V,,2.5V,
ADP7156ACPZ-3.3-R7,Analog Devices Inc.,IC REG LINEAR 3.3V 1.2A 10LFCSP,pmic-voltage-regulators-linear,4705,9.38,"10-VFDFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP7156.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP7156ACPZ-3-3-R7/5957918,Enable,1.2A,8 mA,12 mA,,1,-40°C ~ 125°C,Positive,Fixed,80dB ~ 60dB (1kHz ~ 1MHz),"Over Current, Over Temperature",,,5.5V,,3.3V,0.17V @ 1.2A
ADP7156ARDZ-3.3-R7,Analog Devices Inc.,IC REG LIN 3.3V 1.2A 8-SOIC-EP,pmic-voltage-regulators-linear,1390,8.68,"8-SOIC (0.154"", 3.90mm Width) Exposed Pad",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP7156.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP7156ARDZ-3-3-R7/5957925,Enable,1.2A,8 mA,12 mA,,1,-40°C ~ 125°C,Positive,Fixed,80dB ~ 60dB (1kHz ~ 1MHz),"Over Current, Over Temperature",,,5.5V,,3.3V,0.17V @ 1.2A
ADP7157ACPZ-04-R7,Analog Devices Inc.,IC REG LIN POS ADJ 1.2A 10LFCSP,pmic-voltage-regulators-linear,0,9.38,"10-VFDFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP7157.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP7157ACPZ-04-R7/5887079,Enable,1.2A,8 mA,12 mA,,1,-40°C ~ 125°C,Positive,Adjustable,82dB ~ 55dB (1kHz ~ 1MHz),"Over Current, Over Temperature",,,5.5V,3.3V,1.2V,0.17V @ 1.2A
ADP7158ACPZ-1.8-R7,Analog Devices Inc.,IC REG LINEAR 1.8V 2A 10LFCSP,pmic-voltage-regulators-linear,1494,10.51,"10-VFDFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP7158.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP7158ACPZ-1-8-R7/5957933,Enable,2A,8 mA,14 mA,,1,-40°C ~ 125°C,Positive,Fixed,70dB ~ 50dB (1kHz ~ 1MHz),"Over Current, Over Temperature, Under Voltage Lockout (UVLO)",,,5.5V,,1.8V,
ADP7158ACPZ-2.0-R7,Analog Devices Inc.,IC REG LINEAR 2V 2A 10LFCSP,pmic-voltage-regulators-linear,2360,10.51,"10-VFDFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP7158.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP7158ACPZ-2-0-R7/5957934,Enable,2A,8 mA,14 mA,,1,-40°C ~ 125°C,Positive,Fixed,,"Over Current, Over Temperature, Under Voltage Lockout (UVLO)",,,5.5V,,2V,
ADP7158ACPZ-3.3-R7,Analog Devices Inc.,IC REG LINEAR 3.3V 2A 10LFCSP,pmic-voltage-regulators-linear,5411,10.51,"10-VFDFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP7158.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP7158ACPZ-3-3-R7/5957938,Enable,2A,8 mA,14 mA,,1,-40°C ~ 125°C,Positive,Fixed,70dB ~ 50dB (1kHz ~ 1MHz),"Over Current, Over Temperature, Under Voltage Lockout (UVLO)",,,5.5V,,3.3V,0.28V @ 2A
ADP7158ARDZ-3.3-R7,Analog Devices Inc.,IC REG LINEAR 3.3V 2A 8-SOIC-EP,pmic-voltage-regulators-linear,2430,9.73,"8-SOIC (0.154"", 3.90mm Width) Exposed Pad",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP7158.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP7158ARDZ-3-3-R7/5957945,Enable,2A,8 mA,14 mA,,1,-40°C ~ 125°C,Positive,Fixed,70dB ~ 50dB (1kHz ~ 1MHz),"Over Current, Over Temperature, Under Voltage Lockout (UVLO)",,,5.5V,,3.3V,0.28V @ 2A
ADP7159ACPZ-01-R7,Analog Devices Inc.,IC REG LINEAR POS ADJ 2A 10LFCSP,pmic-voltage-regulators-linear,1573,10.51,"10-VFDFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP7159.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP7159ACPZ-01-R7/5887080,Enable,2A,8 mA,14 mA,,1,-40°C ~ 125°C,Positive,Adjustable,55dB ~ 40dB (1kHz ~ 1MHz),"Over Current, Over Temperature, Under Voltage Lockout (UVLO)",,,5.5V,1.8V,1.2V,0.28V @ 2A
ADP7159ACPZ-04-R7,Analog Devices Inc.,IC REG LINEAR POS ADJ 2A 10LFCSP,pmic-voltage-regulators-linear,5534,10.51,"10-VFDFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP7159.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP7159ACPZ-04-R7/5887083,Enable,2A,8 mA,14 mA,,1,-40°C ~ 125°C (TJ),Positive,Adjustable,68dB ~ 45dB (1kHz ~ 1MHz),"Over Current, Over Temperature, Under Voltage Lockout (UVLO)",,,5.5V,3.3V,1.2V,0.28V @ 2A
ADP7159ARDZ-04-R7,Analog Devices Inc.,IC REG LIN POS ADJ 2A 8-SOIC-EP,pmic-voltage-regulators-linear,1773,9.73,"8-SOIC (0.154"", 3.90mm Width) Exposed Pad",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP7159.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP7159ARDZ-04-R7/5957952,Enable,2A,8 mA,14 mA,,1,-40°C ~ 125°C,Positive,Adjustable,68dB ~ 45dB (1kHz ~ 1MHz),"Over Current, Over Temperature, Under Voltage Lockout (UVLO)",,,5.5V,3.3V,1.2V,0.28V @ 2A
ADP7182ACPZ-R7,Analog Devices Inc.,IC REG LINEAR NEG ADJ 8-LFCSP-WD,pmic-voltage-regulators-linear,3272,5.36,"8-WFDFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP7182.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP7182ACPZ-R7/4171710,Enable,200mA,53 µA,850 µA,,1,-40°C ~ 125°C,Negative,Adjustable,66dB ~ 45dB (10kHz ~ 1MHz),"Over Current, Over Temperature",,,-28V,-27.64V,-1.22V,0.36V @ 200mA
ADP7182ACPZN-2.5R7,Analog Devices Inc.,IC REG LINEAR -2.5V 6-LFCSP-UD,pmic-voltage-regulators-linear,2863,4.84,"6-UDFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP7182.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP7182ACPZN-2-5R7/5011551,Enable,200mA,53 µA,850 µA,,1,-40°C ~ 125°C,Negative,Fixed,,"Over Current, Over Temperature",,,-28V,,-2.5V,
ADP7182ACPZN-R7,Analog Devices Inc.,IC REG LINEAR NEG ADJ 6-LFCSP-UD,pmic-voltage-regulators-linear,2801,4.84,"6-UDFN Exposed Pad, CSP",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP7182.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP7182ACPZN-R7/5011553,Enable,200mA,53 µA,850 µA,,1,-40°C ~ 125°C,Negative,Adjustable,66dB ~ 45dB (10kHz ~ 1MHz),"Over Current, Over Temperature",,,-28V,-27.64V,-1.22V,0.36V @ 200mA
ADP7182AUJZ-2.5-R7,Analog Devices Inc.,IC REG LIN -2.5V 200MA TSOT-23-5,pmic-voltage-regulators-linear,0,5.2,"SOT-23-5 Thin, TSOT-23-5",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP7182.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP7182AUJZ-2-5-R7/4901222,Enable,200mA,53 µA,850 µA,,1,-40°C ~ 125°C,Negative,Fixed,,"Over Current, Over Temperature",,,-28V,,-2.5V,
ADP7182AUJZ-3.0-R7,Analog Devices Inc.,IC REG LIN -3V 200MA TSOT-23-5,pmic-voltage-regulators-linear,4052,5.2,"SOT-23-5 Thin, TSOT-23-5",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP7182.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP7182AUJZ-3-0-R7/4901223,Enable,200mA,53 µA,850 µA,,1,-40°C ~ 125°C,Negative,Fixed,66dB ~ 45dB (10kHz ~ 1MHz),"Over Current, Over Temperature",,,-28V,,-3V,0.36V @ 200mA
ADP7182AUJZ-5.0-R7,Analog Devices Inc.,IC REG LIN -5V 200MA TSOT-23-5,pmic-voltage-regulators-linear,15270,5.2,"SOT-23-5 Thin, TSOT-23-5",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ADP7182.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/ADP7182AUJZ-5-0-R7/4901224,Enable,200mA,53 µA,850 µA,,1,-40°C ~ 125°C,Negative,Fixed,66dB ~ 32dB (10kHz ~ 1MHz),"Over Current, Over Temperature",,,-28V,,-5V,0.36V @ 200mA
