MPN,Manufacturer,Description,Subcategory,Stock,Unit Price,Package,Mounting Type,Status,Datasheet URL,Product URL,Data Interface,Data Rate,Duplex,"Dynamic Range, ADCs / DACs (db) Typ",Function,Grade,Logic Type,Number of ADCs / DACs,Number of Bits per Element,Number of Drivers/Receivers,Number of Elements,Operating Temperature,Output Type,Protocol,Qualification,Receiver Hysteresis,Resolution (Bits),"S/N Ratio, ADCs / DACs (db) Typ",Series,Sigma Delta,Type,Voltage - Supply,"Voltage - Supply, Analog","Voltage - Supply, Digital"
MAX1480BEPI+,Analog Devices Inc./Maxim Integrated,IC TRANSCEIVER HALF 1/1 28PDIP,logic-buffers-drivers-receivers-transceivers,454,57.06,"28-DIP (0.600"", 15.24mm)",Through Hole,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX1480A-MAX1490B.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX1480BEPI/947750,,250kbps,Half,,,,,,,1/1,,-40°C ~ 85°C,,"RS422, RS485",,70 mV,,,,,Transceiver,4.5V ~ 5.5V,,
MAX1483ESA+T,Analog Devices Inc./Maxim Integrated,IC TRANSCEIVER HALF 1/1 8SOIC,logic-buffers-drivers-receivers-transceivers,5914,5.7,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/max1482-max1483.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX1483ESA-T/1475845,,250kbps,Half,,,,,,,1/1,,-40°C ~ 85°C,,"RS422, RS485",,75 mV,,,,,Transceiver,4.75V ~ 5.25V,,
MAX14840EASA+T,Analog Devices Inc./Maxim Integrated,IC TRANSCEIVER HALF 1/1 8SOIC,logic-buffers-drivers-receivers-transceivers,5199,7.0,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://datasheets.maximintegrated.com/en/ds/MAX14840E-MAX14841E.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX14840EASA-T/2238701,,40Mbps,Half,,,,,,,1/1,,-40°C ~ 125°C,,"RS422, RS485",,50 mV,,,,,Transceiver,3V ~ 3.6V,,
MAX14840EATA+T,Analog Devices Inc./Maxim Integrated,IC TRANSCEIVER HALF 1/1 8TDFN,logic-buffers-drivers-receivers-transceivers,7563,7.0,8-WDFN Exposed Pad,Surface Mount,Active,https://datasheets.maximintegrated.com/en/ds/MAX14840E-MAX14841E.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX14840EATA-T/2279773,,40Mbps,Half,,,,,,,1/1,,-40°C ~ 125°C,,"RS422, RS485",,50 mV,,,,,Transceiver,3V ~ 3.6V,,
MAX14841EATA+T,Analog Devices Inc./Maxim Integrated,IC TRANSCEIVER HALF 1/1 8TDFN,logic-buffers-drivers-receivers-transceivers,7644,8.12,8-WDFN Exposed Pad,Surface Mount,Active,https://datasheets.maximintegrated.com/en/ds/MAX14840E-MAX14841E.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX14841EATA-T/2279779,,40Mbps,Half,,,,,,,1/1,,-40°C ~ 125°C,,"RS422, RS485",,50 mV,,,,,Transceiver,3V ~ 3.6V,,
MAX1484CUB+,Analog Devices Inc./Maxim Integrated,IC TRANSCEIVER FULL 1/1 10UMAX,logic-buffers-drivers-receivers-transceivers,2270,5.94,"10-TFSOP, 10-MSOP (0.118"", 3.00mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/max1481-max1486.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX1484CUB/1474995,,12Mbps,Full,,,,,,,1/1,,0°C ~ 70°C,,"RS422, RS485",,70 mV,,,,,Transceiver,4.75V ~ 5.25V,,
MAX14852GWE+,Analog Devices Inc./Maxim Integrated,IC TRANSCEIVER FULL 1/1 16SOIC,logic-buffers-drivers-receivers-transceivers,416,9.94,"16-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/max14852-max14854.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX14852GWE/5880596,,500kbps,Full,,,,,,,1/1,,-40°C ~ 105°C,,"RS422, RS485",,20 mV,,,,,Transceiver,1.71V ~ 5.5V,,
MAX14854GWE+,Analog Devices Inc./Maxim Integrated,IC TRANSCEIVER FULL 1/1 16SOIC,logic-buffers-drivers-receivers-transceivers,1857,12.52,"16-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/max14852-max14854.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX14854GWE/5880598,,25Mbps,Full,,,,,,,1/1,,-40°C ~ 105°C,,"RS422, RS485",,20 mV,,,,,Transceiver,1.71V ~ 5.5V,,
MAX14878AWE+,Analog Devices Inc./Maxim Integrated,IC TRANSCEIVER 1/1 16SOIC,logic-buffers-drivers-receivers-transceivers,0,10.21,"16-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX14878-MAX14880.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX14878AWE/7691012,,1Mbps,,,,,,,,1/1,,-40°C ~ 125°C,,CANbus,,125 mV,,,,,"Transceiver, Isolated",1.71V ~ 5.5V,,
MAX14882AWE+T,Analog Devices Inc./Maxim Integrated,IC TRANSCEIVER 1/1 16SOIC,logic-buffers-drivers-receivers-transceivers,977,8.05,"16-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX14882.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX14882AWE-T/9833429,,1Mbps,,,,,,,,1/1,,-40°C ~ 125°C,,CANbus,,125 mV,,,,,"Transceiver, Isolated",3V ~ 5.5V,,
MAX14890EATJ+T,Analog Devices Inc./Maxim Integrated,IC TRANSCEIVER 0/4 32TQFN,logic-buffers-drivers-receivers-transceivers,2063,11.06,32-WFQFN Exposed Pad,Surface Mount,Active,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX14890EATJ-T/5232975,,35Mbps,,,,,,,,0/4,,-40°C ~ 125°C,,"RS422, RS485",,,,,,,Receiver,4.5V ~ 5.5V,,
MAX202CPE+,Analog Devices Inc./Maxim Integrated,IC TRANSCEIVER FULL 2/2 16PDIP,logic-buffers-drivers-receivers-transceivers,5376,8.88,"16-DIP (0.300"", 7.62mm)",Through Hole,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/max200-max213.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX202CPE/947806,,120Kbps,Full,,,,,,,2/2,,0°C ~ 70°C,,RS232,,500 mV,,,,,Transceiver,4.5V ~ 5.5V,,
MAX202CSE+,Analog Devices Inc./Maxim Integrated,IC TRANSCEIVER FULL 2/2 16SOIC,logic-buffers-drivers-receivers-transceivers,1901,6.81,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/max200-max213.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX202CSE/947807,,120Kbps,Full,,,,,,,2/2,,0°C ~ 70°C,,RS232,,500 mV,,,,,Transceiver,4.5V ~ 5.5V,,
MAX202CSE+T,Analog Devices Inc./Maxim Integrated,IC TRANSCEIVER FULL 2/2 16SOIC,logic-buffers-drivers-receivers-transceivers,5546,6.52,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/max200-max213.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX202CSE-T/1516403,,120Kbps,Full,,,,,,,2/2,,0°C ~ 70°C,,RS232,,500 mV,,,,,Transceiver,4.5V ~ 5.5V,,
MAX202ECPE+,Analog Devices Inc./Maxim Integrated,IC TRANSCEIVER FULL 2/2 16PDIP,logic-buffers-drivers-receivers-transceivers,715,11.26,"16-DIP (0.300"", 7.62mm)",Through Hole,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/max202e-max241e.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX202ECPE/947809,,120Kbps,Full,,,,,,,2/2,,0°C ~ 70°C,,RS232,,500 mV,,,,,Transceiver,4.5V ~ 5.5V,,
MAX202ECSE+,Analog Devices Inc./Maxim Integrated,IC TRANSCEIVER FULL 2/2 16SOIC,logic-buffers-drivers-receivers-transceivers,2110,8.61,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/max202e-max241e.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX202ECSE/947810,,120Kbps,Full,,,,,,,2/2,,0°C ~ 70°C,,RS232,,500 mV,,,,,Transceiver,4.5V ~ 5.5V,,
MAX202ECSE+T,Analog Devices Inc./Maxim Integrated,IC TRANSCEIVER FULL 2/2 16SOIC,logic-buffers-drivers-receivers-transceivers,5685,8.38,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/max202e-max241e.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX202ECSE-T/1516489,,120Kbps,Full,,,,,,,2/2,,0°C ~ 70°C,,RS232,,500 mV,,,,,Transceiver,4.5V ~ 5.5V,,
MAX202EESE+T,Analog Devices Inc./Maxim Integrated,IC TRANSCEIVER FULL 2/2 16SOIC,logic-buffers-drivers-receivers-transceivers,4375,10.26,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/max202e-max241e.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX202EESE-T/1516526,,120Kbps,Full,,,,,,,2/2,,-40°C ~ 85°C,,RS232,,500 mV,,,,,Transceiver,4.5V ~ 5.5V,,
MAX202IDR,Texas Instruments,IC TRANSCEIVER FULL 2/2 16SOIC,logic-buffers-drivers-receivers-transceivers,4214,1.62,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://rocelec.widen.net/view/pdf/epgpb1snf8/max202.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/texas-instruments/MAX202IDR/809766,,120Kbps,Full,,,,,,,2/2,,-40°C ~ 85°C,,RS232,,500 mV,,,,,Transceiver,4.5V ~ 5.5V,,
MAX202IDWR,Texas Instruments,IC TRANSCEIVER FULL 2/2 16SOIC,logic-buffers-drivers-receivers-transceivers,1372,1.62,"16-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,https://rocelec.widen.net/view/pdf/epgpb1snf8/max202.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/texas-instruments/MAX202IDWR/809767,,120Kbps,Full,,,,,,,2/2,,-40°C ~ 85°C,,RS232,,500 mV,,,,,Transceiver,4.5V ~ 5.5V,,
MAX202IPWR,Texas Instruments,IC TRANSCEIVER FULL 2/2 16TSSOP,logic-buffers-drivers-receivers-transceivers,1493,1.62,"16-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,https://rocelec.widen.net/view/pdf/epgpb1snf8/max202.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/texas-instruments/MAX202IPWR/809768,,120Kbps,Full,,,,,,,2/2,,-40°C ~ 85°C,,RS232,,500 mV,,,,,Transceiver,4.5V ~ 5.5V,,
MAX203CPP+G36,Analog Devices Inc./Maxim Integrated,IC TRANSCEIVER FULL 2/2 20PDIP,logic-buffers-drivers-receivers-transceivers,379,16.88,"20-DIP (0.300"", 7.62mm)",Through Hole,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/max200-max213.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX203CPP-G36/1091236,,120Kbps,Full,,,,,,,2/2,,0°C ~ 70°C,,RS232,,500 mV,,,,,Transceiver,4.75V ~ 5.25V,,
MAX211IDBR,Texas Instruments,IC TRANSCEIVER FULL 4/5 28SSOP,logic-buffers-drivers-receivers-transceivers,2044,3.4,"28-SSOP (0.209"", 5.30mm Width)",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/MAX211IDBR/565788,,120Kbps,Full,,,,,,,4/5,,-40°C ~ 85°C,,RS232,,500 mV,,,,,Transceiver,4.5V ~ 5.5V,,
MAX22025AWA+,Analog Devices Inc./Maxim Integrated,IC TRANSCEIVER HALF 1/1 8SOIC,logic-buffers-drivers-receivers-transceivers,3983,5.52,"8-SOIC (0.209"", 5.30mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX22025-MAX22028F.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX22025AWA/11503484,,500kbps,Half,,,,,,,1/1,,-40°C ~ 85°C,,"RS422, RS485",,410 mV,,,,,Transceiver,"1.71V ~ 5.5V, 4.75V ~ 5.25V",,
MAX22025FAWA+,Analog Devices Inc./Maxim Integrated,IC TRANSCEIVER HALF 1/1 8SOIC,logic-buffers-drivers-receivers-transceivers,2758,5.7,"8-SOIC (0.209"", 5.30mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX22025-MAX22028F.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX22025FAWA/12441662,,16Mbps,Half,,,,,,,1/1,,-40°C ~ 85°C (TA),,"RS422, RS485",,410 mV,,,,,Transceiver,"1.71V ~ 5.25V, 4.75V ~ 5.5V",,
MAX22027FAWA+,Analog Devices Inc./Maxim Integrated,IC TRANSCEIVER HALF 1/1 8SOIC,logic-buffers-drivers-receivers-transceivers,1334,5.52,"8-SOIC (0.209"", 5.30mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX22025-MAX22028F.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX22027FAWA/15652900,,500kbps,Half,,,,,,,1/1,,-40°C ~ 85°C (TA),,"RS422, RS485",,25 mV,,,,,"Transceiver, Isolated","1.71V ~ 5.25V, 4.75V ~ 5.5V",,
MAX22028AWA+,Analog Devices Inc./Maxim Integrated,IC TRANSCEIVER HALF 1/1 8SOIC,logic-buffers-drivers-receivers-transceivers,0,5.52,"8-SOIC (0.209"", 5.30mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX22025-MAX22028F.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX22028AWA/11503422,,16Mbps,Half,,,,,,,1/1,,-40°C ~ 85°C,,"RS422, RS485",,410 mV,,,,,Transceiver,"1.71V ~ 5.5V, 4.75V ~ 5.25V",,
MAX22028FAWA+,Analog Devices Inc./Maxim Integrated,IC TRANSCEIVER HALF 1/1 8SOIC,logic-buffers-drivers-receivers-transceivers,0,5.52,"8-SOIC (0.209"", 5.30mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX22025-MAX22028F.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX22028FAWA/15652899,,16Mbps,Half,,,,,,,1/1,,-40°C ~ 85°C (TA),,"RS422, RS485",,25 mV,,,,,"Transceiver, Isolated","1.71V ~ 5.25V, 4.75V ~ 5.5V",,
MAX22088GTG+,Analog Devices Inc./Maxim Integrated,IC TRANSCEIVER 24TQFN,logic-buffers-drivers-receivers-transceivers,0,8.63,24-WFQFN Exposed Pad,Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX22088.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX22088GTG/12155161,,200kbps,,,,,,,,,,-40°C ~ 105°C,,,,,,,,,Transceiver,4.6V ~ 24V,,
MAX22500EATB+,Analog Devices Inc./Maxim Integrated,IC TRANSCEIVER HALF 1/1 10TDFN,logic-buffers-drivers-receivers-transceivers,3606,12.15,10-WFDFN Exposed Pad,Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/max22500e-max22501e.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX22500EATB/7688073,,100Mbps,Half,,,,,,,1/1,,-40°C ~ 125°C,,"RS422, RS485",,250 mV,,,,,Transceiver,3V ~ 5.5V,,
MAX22501EATA+T,Analog Devices Inc./Maxim Integrated,IC TRANSCEIVER HALF 1/1 8TDFN,logic-buffers-drivers-receivers-transceivers,8869,6.59,8-WDFN Exposed Pad,Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/max22500e-max22501e.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX22501EATA-T/7804046,,100Mbps,Half,,,,,,,1/1,,-40°C ~ 125°C,,"RS422, RS485",,250 mV,,,,,Transceiver,3V ~ 5.5V,,
MAX22502EATC+,Analog Devices Inc./Maxim Integrated,IC TRANSCEIVER FULL 1/1 12TDFN,logic-buffers-drivers-receivers-transceivers,1207,13.52,12-WFDFN Exposed Pad,Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX22502E.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX22502EATC/7794581,,100Mbps,Full,,,,,,,1/1,,-40°C ~ 125°C,,"RS422, RS485",,250 mV,,,,,Transceiver,3V ~ 5.5V,,
MAX22502EATC+T,Analog Devices Inc./Maxim Integrated,IC TRANSCEIVER FULL 1/1 12TDFN,logic-buffers-drivers-receivers-transceivers,7456,13.52,12-WFDFN Exposed Pad,Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX22502E.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX22502EATC-T/7804047,,100Mbps,Full,,,,,,,1/1,,-40°C ~ 125°C,,"RS422, RS485",,250 mV,,,,,Transceiver,3V ~ 5.5V,,
MAX22503EASD+,Analog Devices Inc./Maxim Integrated,IC TRANSCEIVER FULL 1/1 14SOIC,logic-buffers-drivers-receivers-transceivers,1939,13.52,"14-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX22503E.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX22503EASD/10314078,,100Mbps,Full,,,,,,,1/1,,-40°C ~ 125°C (TA),,"RS422, RS485",,250 mV,,,,,Transceiver,3V ~ 5.5V,,
MAX22508EASA+,Analog Devices Inc./Maxim Integrated,IC TRANSCEIVER FULL 1/1 8SOIC,logic-buffers-drivers-receivers-transceivers,93,5.72,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/max22507e-max22508e.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX22508EASA/15189097,,50Mbps,Full,,,,,,,1/1,,-40°C ~ 125°C,,"RS422, RS485",,250 mV,,,,,Transceiver,3V ~ 5.5V,,
MAX22508EASA+T,Analog Devices Inc./Maxim Integrated,IC TRANSCEIVER FULL 1/1 8SOIC,logic-buffers-drivers-receivers-transceivers,3533,5.72,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/max22507e-max22508e.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX22508EASA-T/21413175,,50Mbps,Full,,,,,,,1/1,,-40°C ~ 125°C,,"RS422, RS485",,250 mV,,,,,Transceiver,3V ~ 5.5V,,
MAX232ACPE+,Analog Devices Inc./Maxim Integrated,IC TRANSCEIVER FULL 2/2 16PDIP,logic-buffers-drivers-receivers-transceivers,1933,14.87,"16-DIP (0.300"", 7.62mm)",Through Hole,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/max220-max249.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX232ACPE/947829,,200kbps,Full,,,,,,,2/2,,0°C ~ 70°C,,RS232,,500 mV,,,,,Transceiver,4.5V ~ 5.5V,,
MAX232ACSE+,Analog Devices Inc./Maxim Integrated,IC TRANSCEIVER FULL 2/2 16SOIC,logic-buffers-drivers-receivers-transceivers,2647,11.34,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/max220-max249.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX232ACSE/947830,,200kbps,Full,,,,,,,2/2,,0°C ~ 70°C,,RS232,,500 mV,,,,,Transceiver,4.5V ~ 5.5V,,
MAX232ACSE+T,Analog Devices Inc./Maxim Integrated,IC TRANSCEIVER FULL 2/2 16SOIC,logic-buffers-drivers-receivers-transceivers,9639,11.12,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/max220-max249.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX232ACSE-T/1515268,,200kbps,Full,,,,,,,2/2,,0°C ~ 70°C,,RS232,,500 mV,,,,,Transceiver,4.5V ~ 5.5V,,
MAX232ACWE+T,Analog Devices Inc./Maxim Integrated,IC TRANSCEIVER FULL 2/2 16SOIC,logic-buffers-drivers-receivers-transceivers,2142,11.0,"16-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/max220-max249.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX232ACWE-T/1514499,,200kbps,Full,,,,,,,2/2,,0°C ~ 70°C,,RS232,,500 mV,,,,,Transceiver,4.5V ~ 5.5V,,
MAX232AEPE+,Analog Devices Inc./Maxim Integrated,IC TRANSCEIVER FULL 2/2 16PDIP,logic-buffers-drivers-receivers-transceivers,510,17.87,"16-DIP (0.300"", 7.62mm)",Through Hole,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/max220-max249.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX232AEPE/1512684,,200kbps,Full,,,,,,,2/2,,-40°C ~ 85°C,,RS232,,500 mV,,,,,Transceiver,4.5V ~ 5.5V,,
MAX232AESE+,Analog Devices Inc./Maxim Integrated,IC TRANSCEIVER FULL 2/2 16SOIC,logic-buffers-drivers-receivers-transceivers,1713,13.89,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/max220-max249.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX232AESE/947832,,200kbps,Full,,,,,,,2/2,,-40°C ~ 85°C,,RS232,,500 mV,,,,,Transceiver,4.5V ~ 5.5V,,
MAX232AESE+T,Analog Devices Inc./Maxim Integrated,IC TRANSCEIVER FULL 2/2 16SOIC,logic-buffers-drivers-receivers-transceivers,6560,13.6,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/max220-max249.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX232AESE-T/1515287,,200kbps,Full,,,,,,,2/2,,-40°C ~ 85°C,,RS232,,500 mV,,,,,Transceiver,4.5V ~ 5.5V,,
MAX232CPE+,Analog Devices Inc./Maxim Integrated,IC TRANSCEIVER FULL 2/2 16PDIP,logic-buffers-drivers-receivers-transceivers,3661,10.06,"16-DIP (0.300"", 7.62mm)",Through Hole,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/max220-max249.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX232CPE/947834,,120Kbps,Full,,,,,,,2/2,,0°C ~ 70°C,,RS232,,500 mV,,,,,Transceiver,4.5V ~ 5.5V,,
MAX232CSE+,Analog Devices Inc./Maxim Integrated,IC TRANSCEIVER FULL 2/2 16SOIC,logic-buffers-drivers-receivers-transceivers,736,7.62,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/max220-max249.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX232CSE/1513858,,120Kbps,Full,,,,,,,2/2,,0°C ~ 70°C,,RS232,,500 mV,,,,,Transceiver,4.5V ~ 5.5V,,
MAX232CSE+T,Analog Devices Inc./Maxim Integrated,IC TRANSCEIVER FULL 2/2 16SOIC,logic-buffers-drivers-receivers-transceivers,2682,7.4,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/max220-max249.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX232CSE-T/1515282,,120Kbps,Full,,,,,,,2/2,,0°C ~ 70°C,,RS232,,500 mV,,,,,Transceiver,4.5V ~ 5.5V,,
MAX232CWE+,Analog Devices Inc./Maxim Integrated,IC TRANSCEIVER FULL 2/2 16SOIC,logic-buffers-drivers-receivers-transceivers,1921,7.66,"16-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/max220-max249.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX232CWE/947835,,120Kbps,Full,,,,,,,2/2,,0°C ~ 70°C,,RS232,,500 mV,,,,,Transceiver,4.5V ~ 5.5V,,
MAX232CWE+T,Analog Devices Inc./Maxim Integrated,IC TRANSCEIVER FULL 2/2 16SOIC,logic-buffers-drivers-receivers-transceivers,1044,7.4,"16-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/max220-max249.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX232CWE-T/1514514,,120Kbps,Full,,,,,,,2/2,,0°C ~ 70°C,,RS232,,500 mV,,,,,Transceiver,4.5V ~ 5.5V,,
MAX232DR,Texas Instruments,IC TRANSCEIVER FULL 2/2 16SOIC,logic-buffers-drivers-receivers-transceivers,19638,1.34,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/MAX232DR/555684,,120Kbps,Full,,,,,,,2/2,,0°C ~ 70°C,,RS232,,500 mV,,,,,Transceiver,4.5V ~ 5.5V,,
MAX232ECDR,Texas Instruments,IC TRANSCEIVER FULL 2/2 16SOIC,logic-buffers-drivers-receivers-transceivers,932,1.28,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/MAX232ECDR/1511007,,250kbps,Full,,,,,,,2/2,,0°C ~ 70°C,,RS232,,500 mV,,,,,Transceiver,4.5V ~ 5.5V,,
MAX232ECPE+,Analog Devices Inc./Maxim Integrated,IC TRANSCEIVER FULL 2/2 16PDIP,logic-buffers-drivers-receivers-transceivers,1621,10.95,"16-DIP (0.300"", 7.62mm)",Through Hole,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/max202e-max241e.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX232ECPE/947836,,120Kbps,Full,,,,,,,2/2,,0°C ~ 70°C,,RS232,,500 mV,,,,,Transceiver,4.5V ~ 5.5V,,
MAX232ECSE+,Analog Devices Inc./Maxim Integrated,IC TRANSCEIVER FULL 2/2 16SOIC,logic-buffers-drivers-receivers-transceivers,779,8.55,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/max202e-max241e.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX232ECSE/947837,,120Kbps,Full,,,,,,,2/2,,0°C ~ 70°C,,RS232,,500 mV,,,,,Transceiver,4.5V ~ 5.5V,,
