MPN,Manufacturer,Description,Subcategory,Stock,Unit Price,Package,Mounting Type,Status,Datasheet URL,Product URL,Configuration,Current - Supply,DigiKey Programmable,Features,Function,Interface,Memory Size,Memory Type,Number of Circuits,Number of Taps,Operating Temperature,Power (Watts),Programmable Type,Resistance (Ohms),Resistance - Wiper (Ohms) (Typ),Series,Taper,Temperature Coefficient (Typ),Tolerance,Voltage - Supply
82P2281PFG,Renesas Electronics Corporation,IC TELECOM INTERFACE 80TQFP,display-drivers,138,49.37,80-LQFP,Surface Mount,Active,https://www.renesas.com/us/en/document/dst/82p2281-datasheet,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/82P2281PFG/2018375,,1.15A,,,,SPI,,,1,,-40°C ~ 85°C,,,,,,,,,3V ~ 3.6V
82P2282PFG,Renesas Electronics Corporation,IC TELECOM INTERFACE 100TQFP,display-drivers,95,65.5,100-LQFP,Surface Mount,Active,https://www.renesas.com/us/en/document/dst/82p2282-datasheet,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/82P2282PFG/2018378,,,,,Transceiver,SPI,,,2,,-40°C ~ 85°C,,,,,,,,,3V ~ 3.6V
AD5227BUJZ10-RL7,Analog Devices Inc.,IC DIG POT 10K TSOT-23-8,video-ics,7954,1.92,"SOT-23-8 Thin, TSOT-23-8",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/AD5227.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD5227BUJZ10-RL7/750887,Potentiometer,,Not Verified,,,"Up/Down (U/D, CS)",,Volatile,1,64,-40°C ~ 105°C,,,10k,100,,Linear,35ppm/°C,±20%,2.7V ~ 5.5V
AD5228BUJZ10-RL7,Analog Devices Inc.,IC DIG POT 10K TSOT-23-8,video-ics,1280,1.77,"SOT-23-8 Thin, TSOT-23-8",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/AD5228.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/AD5228BUJZ10-RL7/750889,Potentiometer,,Not Verified,,,Pushbutton,,Volatile,1,32,-40°C ~ 105°C,,,10k,100,,Linear,35ppm/°C,±20%,2.7V ~ 5.5V
AT17C65-10CC,Microchip Technology,IC SRL CONFIG EEPROM 64K 8LAP,embedded-system-design-specific,0,3.34553,8-TDFN,Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2471/AT17C%28LV%2965%2C%20128%2C%20256.pdf,https://www.digikey.com/en/products/detail/microchip-technology/AT17C65-10CC/465247,,,Not Verified,,,,64kb,,,,0°C ~ 70°C,,Serial EEPROM,,,,,,,4.75V ~ 5.25V
AT17C65-10JC,Microchip Technology,IC SERIAL CONFIG PROM 64K 20PLCC,embedded-system-design-specific,0,3.74392,20-LCC (J-Lead),Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2471/AT17C%28LV%2965%2C%20128%2C%20256.pdf,https://www.digikey.com/en/products/detail/microchip-technology/AT17C65-10JC/354772,,,Not Verified,,,,64kb,,,,0°C ~ 70°C,,Serial EEPROM,,,,,,,4.75V ~ 5.25V
AT17C65-10NC,Microchip Technology,IC EEPROM FPGA 64KB 8-SOIC,embedded-system-design-specific,0,4.1413,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2471/AT17C%28LV%2965%2C%20128%2C%20256.pdf,https://www.digikey.com/en/products/detail/microchip-technology/AT17C65-10NC/383040,,,Not Verified,,,,64kb,,,,0°C ~ 70°C,,Serial EEPROM,,,,,,,4.75V ~ 5.25V
AT17C65-10PC,Microchip Technology,IC SERIAL CONFIG PROM 64K 8DIP,embedded-system-design-specific,0,3.15616,"8-DIP (0.300"", 7.62mm)",Through Hole,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2471/AT17C%28LV%2965%2C%20128%2C%20256.pdf,https://www.digikey.com/en/products/detail/microchip-technology/AT17C65-10PC/354773,,,Not Verified,,,,64kb,,,,0°C ~ 70°C,,Serial EEPROM,,,,,,,4.75V ~ 5.25V
AT17F040A-30JC,Atmel,"CONFIG MEMORY, 4MX1, SERIAL",embedded-system-design-specific,53,8.31,20-LCC (J-Lead),Surface Mount,Obsolete,https://rocelec.widen.net/view/pdf/dnwd18rezg/ATMLS06358-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/AT17F040A-30JC/11546064,,,Not Verified,,,,4Mb,,,,0°C ~ 70°C,,FLASH,,,,,,,2.97V ~ 3.63V
AT17F080A-30JU,Microchip Technology,IC FLASH CONFIG 8M 20PLCC,embedded-system-design-specific,44,17.54,20-LCC (J-Lead),Surface Mount,Obsolete,https://ww1.microchip.com/downloads/en/DeviceDoc/Atmel-2823-CNFG-AT17F040A-080A-Datasheet.pdf,https://www.digikey.com/en/products/detail/microchip-technology/AT17F080A-30JU/1008592,,,Not Verified,,,,8Mb,,,,-40°C ~ 85°C,,FLASH,,,,,,,2.97V ~ 3.63V
AT17F080A-30QC,Microchip Technology,IC FLASH CONFIG 8M 32TQFP,embedded-system-design-specific,127,18.15,32-TQFP,Surface Mount,Obsolete,https://ww1.microchip.com/downloads/en/DeviceDoc/Atmel-2823-CNFG-AT17F040A-080A-Datasheet.pdf,https://www.digikey.com/en/products/detail/microchip-technology/AT17F080A-30QC/660322,,,Not Verified,,,,8Mb,,,,0°C ~ 70°C,,FLASH,,,,,,,2.97V ~ 3.63V
AT17F16-30TQC,Microchip Technology,IC FLASH CONFIG 16M 44TQFP,embedded-system-design-specific,68,33.26,44-TQFP,Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/392/AT17F16.pdf,https://www.digikey.com/en/products/detail/microchip-technology/AT17F16-30TQC/660330,,,Not Verified,,,,16Mb,,,,0°C ~ 70°C,,FLASH,,,,,,,2.97V ~ 3.63V
AT17LV002-10CU,Microchip Technology,IC SRL CONFIG EEPROM 2M 8-LAP,embedded-system-design-specific,166,22.87,8-TDFN,Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/Atmel-2321-FPGA-AT17LV-Datasheet.pdf,https://www.digikey.com/en/products/detail/microchip-technology/AT17LV002-10CU/1008586,,,Not Verified,,,,2Mb,,,,-40°C ~ 85°C,,Serial EEPROM,,,,,,,"3V ~ 3.6V, 4.5V ~ 5.5V"
AT17LV002-10JC,Atmel,"CONFIG MEMORY, 2MX1, SERIAL",embedded-system-design-specific,86,21.61,20-LCC (J-Lead),Surface Mount,Obsolete,https://rocelec.widen.net/view/pdf/t0axmljgzf/ATMLS04722-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/AT17LV002-10JC/11542115,,,Not Verified,,,,2Mb,,,,0°C ~ 70°C,,Serial EEPROM,,,,,,,"3V ~ 3.6V, 4.75V ~ 5.25V"
AT17LV002-10JU,Microchip Technology,IC SRL CONFIG EEPROM 2M 20-PLCC,embedded-system-design-specific,37,22.87,20-LCC (J-Lead),Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/Atmel-2321-FPGA-AT17LV-Datasheet.pdf,https://www.digikey.com/en/products/detail/microchip-technology/AT17LV002-10JU/1008531,,,Not Verified,,,,2Mb,,,,-40°C ~ 85°C,,Serial EEPROM,,,,,,,"3V ~ 3.6V, 4.5V ~ 5.5V"
AT17LV002-10SU,Microchip Technology,IC EEPROM SRL CONFG 2M LV 20SOIC,embedded-system-design-specific,465,25.16,"20-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/Atmel-2321-FPGA-AT17LV-Datasheet.pdf,https://www.digikey.com/en/products/detail/microchip-technology/AT17LV002-10SU/1008539,,,Not Verified,,,,2Mb,,,,-40°C ~ 85°C,,Serial EEPROM,,,,,,,"3V ~ 3.6V, 4.5V ~ 5.5V"
AT17LV002-10TQI,Microchip Technology,IC SRL CONFIG EEPROM 2M 44TQFP,embedded-system-design-specific,84,40.36,44-TQFP,Surface Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/951/AT17C%28LV%29002.pdf,https://www.digikey.com/en/products/detail/microchip-technology/AT17LV002-10TQI/465213,,,Verified,,,,2Mb,,,,-40°C ~ 85°C,,Serial EEPROM,,,,,,,"3V ~ 3.6V, 4.5V ~ 5.5V"
AT17LV002A-10JU,Microchip Technology,IC SRL CONFIG EEPROM 2M 20-PLCC,embedded-system-design-specific,59,19.06,20-LCC (J-Lead),Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/Atmel-2321-FPGA-AT17LV-Datasheet.pdf,https://www.digikey.com/en/products/detail/microchip-technology/AT17LV002A-10JU/1008528,,,Not Verified,,,,2Mb,,,,-40°C ~ 85°C,,Serial EEPROM,,,,,,,"3V ~ 3.6V, 4.5V ~ 5.5V"
AT17LV010-10CU,Microchip Technology,IC SRL CONFIG EEPROM 1M 8-LAP,embedded-system-design-specific,0,17.16,8-TDFN,Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/Atmel-2321-FPGA-AT17LV-Datasheet.pdf,https://www.digikey.com/en/products/detail/microchip-technology/AT17LV010-10CU/1008527,,,Not Verified,,,,1Mb,,,,-40°C ~ 85°C,,Serial EEPROM,,,,,,,3V ~ 3.6V
AT17LV010-10JU,Microchip Technology,IC SRL CONFIG EEPROM 1M 20-PLCC,embedded-system-design-specific,70,17.16,20-LCC (J-Lead),Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/Atmel-2321-FPGA-AT17LV-Datasheet.pdf,https://www.digikey.com/en/products/detail/microchip-technology/AT17LV010-10JU/1008588,,,Not Verified,,,,1Mb,,,,-40°C ~ 85°C,,Serial EEPROM,,,,,,,3V ~ 3.6V
AT17LV010-10PU,Microchip Technology,IC SRL CONFIG EEPROM 1M 8-DIP,embedded-system-design-specific,1126,17.16,"8-DIP (0.300"", 7.62mm)",Through Hole,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/Atmel-2321-FPGA-AT17LV-Datasheet.pdf,https://www.digikey.com/en/products/detail/microchip-technology/AT17LV010-10PU/1008589,,,Verified,,,,1Mb,,,,-40°C ~ 85°C,,Serial EEPROM,,,,,,,3V ~ 3.6V
AT17LV010A-10JU,Microchip Technology,IC CONFIG SEEPROM 1M 3.3V 20PLCC,embedded-system-design-specific,356,15.25,20-LCC (J-Lead),Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/Atmel-2321-FPGA-AT17LV-Datasheet.pdf,https://www.digikey.com/en/products/detail/microchip-technology/AT17LV010A-10JU/1008603,,,Not Verified,,,,1Mb,,,,-40°C ~ 85°C,,Serial EEPROM,,,,,,,"3V ~ 3.6V, 4.5V ~ 5.5V"
AT17LV010A-10PU,Microchip Technology,IC FPGA EEPROM 1M ALTERA 8DIP,embedded-system-design-specific,1386,11.43,"8-DIP (0.300"", 7.62mm)",Through Hole,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/Atmel-2322-FPGA-AT17LV_A-Datasheet.pdf,https://www.digikey.com/en/products/detail/microchip-technology/AT17LV010A-10PU/1914158,,,Not Verified,,,,1Mb,,,,-40°C ~ 85°C,,Serial EEPROM,,,,,,,"3V ~ 3.6V, 4.5V ~ 5.5V"
AT17LV040-10TQU,Microchip Technology,IC CONFIG SEEPROM 4M 3.3V 44TQFP,embedded-system-design-specific,106,19.4,44-TQFP,Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/Atmel-2321-FPGA-AT17LV-Datasheet.pdf,https://www.digikey.com/en/products/detail/microchip-technology/AT17LV040-10TQU/1008370,,,Not Verified,,,,4Mb,,,,-40°C ~ 85°C,,Serial EEPROM,,,,,,,"3V ~ 3.6V, 4.5V ~ 5.5V"
AT17LV128-10CI,Microchip Technology,IC SRL CONFIG EEPROM 128K 8-LAP,embedded-system-design-specific,142,9.54,8-TDFN,Surface Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/967/AT17LV%2865%2C128%2C256%2C512%2C0xx%29_Rev2006.pdf,https://www.digikey.com/en/products/detail/microchip-technology/AT17LV128-10CI/465223,,,Not Verified,,,,128kb,,,,-40°C ~ 85°C,,Serial EEPROM,,,,,,,"3V ~ 3.6V, 4.5V ~ 5.5V"
AT17LV128-10NC,Atmel,"CONFIG MEMORY, 128KX1",embedded-system-design-specific,2389,10.73,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://rocelec.widen.net/view/pdf/t0axmljgzf/ATMLS04722-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/AT17LV128-10NC/11540940,,,Not Verified,,,,128kb,,,,0°C ~ 70°C,,Serial EEPROM,,,,,,,"3V ~ 3.6V, 4.75V ~ 5.25V"
AT17LV128-10SC,Atmel,"CONFIG MEMORY, 128KX1",embedded-system-design-specific,3172,10.73,"20-SOIC (0.295"", 7.50mm Width)",Surface Mount,Obsolete,https://rocelec.widen.net/view/pdf/t0axmljgzf/ATMLS04722-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/AT17LV128-10SC/11541492,,,Not Verified,,,,128kb,,,,0°C ~ 70°C,,Serial EEPROM,,,,,,,"3V ~ 3.6V, 4.75V ~ 5.25V"
AT17LV128-10SI,Atmel,"CONFIG MEMORY, 128KX1",embedded-system-design-specific,1345,13.18,"20-SOIC (0.295"", 7.50mm Width)",Surface Mount,Obsolete,https://rocelec.widen.net/view/pdf/t0axmljgzf/ATMLS04722-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/AT17LV128-10SI/11546018,,,Not Verified,,,,128kb,,,,-40°C ~ 85°C,,Serial EEPROM,,,,,,,"3V ~ 3.6V, 4.5V ~ 5.5V"
AT17LV256-10JI,Atmel,"CONFIG MEMORY, 256KX1",embedded-system-design-specific,961,9.6,20-LCC (J-Lead),Surface Mount,Obsolete,https://rocelec.widen.net/view/pdf/t0axmljgzf/ATMLS04722-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/AT17LV256-10JI/11540526,,,Not Verified,,,,256Kb,,,,-40°C ~ 85°C,,Serial EEPROM,,,,,,,"3V ~ 3.6V, 4.5V ~ 5.5V"
AT17LV256-10JU,Microchip Technology,IC SRL CONFG EEPROM 256K 20-PLCC,embedded-system-design-specific,6,10.67,20-LCC (J-Lead),Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/Atmel-2321-FPGA-AT17LV-Datasheet.pdf,https://www.digikey.com/en/products/detail/microchip-technology/AT17LV256-10JU/1008606,,,Verified,,,,256Kb,,,,-40°C ~ 85°C,,Serial EEPROM,,,,,,,"3V ~ 3.6V, 4.5V ~ 5.5V"
AT17LV256-10NU,Microchip Technology,IC EEPROM FPGA 256KB 8-SOIC,embedded-system-design-specific,271,10.67,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/Atmel-2321-FPGA-AT17LV-Datasheet.pdf,https://www.digikey.com/en/products/detail/microchip-technology/AT17LV256-10NU/1008488,,,Verified,,,,256Kb,,,,-40°C ~ 85°C,,Serial EEPROM,,,,,,,"3V ~ 3.6V, 4.5V ~ 5.5V"
AT17LV256-10PU,Microchip Technology,IC SRL CONFIG EEPROM 256K 8-DIP,embedded-system-design-specific,1113,10.67,"8-DIP (0.300"", 7.62mm)",Through Hole,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/Atmel-2321-FPGA-AT17LV-Datasheet.pdf,https://www.digikey.com/en/products/detail/microchip-technology/AT17LV256-10PU/1008487,,,Verified,,,,256Kb,,,,-40°C ~ 85°C,,Serial EEPROM,,,,,,,"3V ~ 3.6V, 4.5V ~ 5.5V"
AT17LV256-10SU,Microchip Technology,IC SRL CONFG EEPROM 256K 20SOIC,embedded-system-design-specific,80,13.83,"20-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/Atmel-2321-FPGA-AT17LV-Datasheet.pdf,https://www.digikey.com/en/products/detail/microchip-technology/AT17LV256-10SU/1008483,,,Not Verified,,,,256Kb,,,,-40°C ~ 85°C,,Serial EEPROM,,,,,,,"3V ~ 3.6V, 4.5V ~ 5.5V"
AT17LV512-10CC,Microchip Technology,IC SRL CONFG EEPROM 512K LV 8LAP,embedded-system-design-specific,25,11.79,8-TDFN,Surface Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/967/AT17LV%2865%2C128%2C256%2C512%2C0xx%29_Rev2006.pdf,https://www.digikey.com/en/products/detail/microchip-technology/AT17LV512-10CC/465256,,,Not Verified,,,,512kb,,,,0°C ~ 70°C,,Serial EEPROM,,,,,,,"3V ~ 3.6V, 4.75V ~ 5.25V"
AT17LV512-10CU,Microchip Technology,IC SRL CONFIG EEPROM 512K 8-LAP,embedded-system-design-specific,83,14.3,8-TDFN,Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/Atmel-2321-FPGA-AT17LV-Datasheet.pdf,https://www.digikey.com/en/products/detail/microchip-technology/AT17LV512-10CU/1769522,,,Not Verified,,,,512kb,,,,-40°C ~ 85°C,,Serial EEPROM,,,,,,,"3V ~ 3.6V, 4.5V ~ 5.5V"
AT17LV512-10JU,Microchip Technology,IC SRL CONFG EEPROM 512K 20-PLCC,embedded-system-design-specific,48,14.3,20-LCC (J-Lead),Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/Atmel-2321-FPGA-AT17LV-Datasheet.pdf,https://www.digikey.com/en/products/detail/microchip-technology/AT17LV512-10JU/1008492,,,Verified,,,,512kb,,,,-40°C ~ 85°C,,Serial EEPROM,,,,,,,"3V ~ 3.6V, 4.5V ~ 5.5V"
AT17LV512-10SI,Microchip Technology,IC CONFIG SEEPROM 512K 20SOIC,embedded-system-design-specific,23,16.26,"20-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/916/AT17LVzzz.pdf,https://www.digikey.com/en/products/detail/microchip-technology/AT17LV512-10SI/523429,,,Not Verified,,,,512kb,,,,-40°C ~ 85°C,,Serial EEPROM,,,,,,,"3V ~ 3.6V, 4.5V ~ 5.5V"
AT17LV512A-10JC,Atmel,"CONFIG MEMORY, 512KX1, SERIAL",embedded-system-design-specific,447,5.81,20-LCC (J-Lead),Surface Mount,Obsolete,https://rocelec.widen.net/view/pdf/j3vipofsn9/ATMLS03641-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/AT17LV512A-10JC/11538967,,,Not Verified,,,,512kb,,,,0°C ~ 70°C,,Serial EEPROM,,,,,,,"3V ~ 3.6V, 4.75V ~ 5.25V"
AT17LV512A-10JU,Microchip Technology,IC CONFIG SEEPROM 512K 20PLCC,embedded-system-design-specific,178,7.15,20-LCC (J-Lead),Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/Atmel-2321-FPGA-AT17LV-Datasheet.pdf,https://www.digikey.com/en/products/detail/microchip-technology/AT17LV512A-10JU/1008498,,,Verified,,,,512kb,,,,-40°C ~ 85°C,,Serial EEPROM,,,,,,,"3V ~ 3.6V, 4.5V ~ 5.5V"
AT17LV512A-10PC,Atmel,"CONFIG MEMORY, 512KX1, SERIAL",embedded-system-design-specific,292,5.81,"8-DIP (0.300"", 7.62mm)",Through Hole,Obsolete,https://rocelec.widen.net/view/pdf/j3vipofsn9/ATMLS03641-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/AT17LV512A-10PC/11543238,,,Not Verified,,,,512kb,,,,0°C ~ 70°C,,Serial EEPROM,,,,,,,"3V ~ 3.6V, 4.75V ~ 5.25V"
AT17LV512A-10PU,Microchip Technology,IC FPGA EEPROM 512K ALTERA 8DIP,embedded-system-design-specific,1158,7.15,"8-DIP (0.300"", 7.62mm)",Through Hole,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/Atmel-2321-FPGA-AT17LV-Datasheet.pdf,https://www.digikey.com/en/products/detail/microchip-technology/AT17LV512A-10PU/1914159,,,Verified,,,,512kb,,,,-40°C ~ 85°C,,Serial EEPROM,,,,,,,"3V ~ 3.6V, 4.5V ~ 5.5V"
AT17LV65-10CC,Microchip Technology,IC SRL CONFIG EEPROM 64K LV 8LAP,embedded-system-design-specific,113,4.87,8-TDFN,Surface Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/967/AT17LV%2865%2C128%2C256%2C512%2C0xx%29_Rev2006.pdf,https://www.digikey.com/en/products/detail/microchip-technology/AT17LV65-10CC/465258,,,Not Verified,,,,64kb,,,,0°C ~ 70°C,,Serial EEPROM,,,,,,,"3V ~ 3.6V, 4.75V ~ 5.25V"
AT17LV65-10CI,Microchip Technology,IC SRL CONFIG EEPROM 64K 8-LAP,embedded-system-design-specific,106,6.07,8-TDFN,Surface Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/967/AT17LV%2865%2C128%2C256%2C512%2C0xx%29_Rev2006.pdf,https://www.digikey.com/en/products/detail/microchip-technology/AT17LV65-10CI/465229,,,Not Verified,,,,64kb,,,,-40°C ~ 85°C,,Serial EEPROM,,,,,,,"3V ~ 3.6V, 4.5V ~ 5.5V"
AT17LV65-10JI,Atmel,"CONFIG MEMORY, 64KX1, SERIAL",embedded-system-design-specific,2161,5.14,20-LCC (J-Lead),Surface Mount,Obsolete,https://rocelec.widen.net/view/pdf/t0axmljgzf/ATMLS04722-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/AT17LV65-10JI/11538557,,,Not Verified,,,,64kb,,,,-40°C ~ 85°C,,Serial EEPROM,,,,,,,"3V ~ 3.6V, 4.5V ~ 5.5V"
AT17LV65-10SI,Microchip Technology,IC SRL CONFIG EEPROM 64K 20SOIC,embedded-system-design-specific,35,6.72,"20-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/916/AT17LVzzz.pdf,https://www.digikey.com/en/products/detail/microchip-technology/AT17LV65-10SI/397953,,,Not Verified,,,,64kb,,,,-40°C ~ 85°C,,Serial EEPROM,,,,,,,"3V ~ 3.6V, 4.5V ~ 5.5V"
AT17LV65A-10JC,Microchip Technology,IC SRL CONFIG EEPROM 64K 20-PLCC,embedded-system-design-specific,0,3.93525,20-LCC (J-Lead),Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/1128/AT17LVzzzA.pdf,https://www.digikey.com/en/products/detail/microchip-technology/AT17LV65A-10JC/482795,,,Not Verified,,,,64kb,,,,0°C ~ 70°C,,Serial EEPROM,,,,,,,"3V ~ 3.6V, 4.75V ~ 5.25V"
AT17N512-10PI,Atmel,"CONFIG MEMORY, 512KX1, SERIAL",embedded-system-design-specific,395,5.93,"8-DIP (0.300"", 7.62mm)",Through Hole,Obsolete,https://rocelec.widen.net/view/pdf/yap3nyqefa/ATMLS03695-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/AT17N512-10PI/11538949,,,Not Verified,,,,512kb,,,,-40°C ~ 85°C,,Serial EEPROM,,,,,,,3V ~ 3.6V
CAT5171TBI-50GT3,onsemi,IC DIG POT 50K SOT-23-8,video-ics,24130,0.87,SOT-23-8,Surface Mount,Active,,https://www.digikey.com/en/products/detail/onsemi/CAT5171TBI-50GT3/2401168,Potentiometer,,Not Verified,Selectable Address,,I2C,,Volatile,1,256,-40°C ~ 85°C,,,50k,50,,Linear,±100ppm/°C,±20%,2.7V ~ 5.5V
CMX618Q3,CML Micro,IC TELECOM INTERFACE 48VQFN,display-drivers,1788,15.98,48-VFQFN Exposed Pad,Surface Mount,Active,https://www.cmlmicro.com/wp-content/uploads/2017/06/CMX608-data-sheet.pdf,https://www.digikey.com/en/products/detail/cml-micro/CMX618Q3/9989930,,17.5mA,,,RALCWI Vocoders,C-Bus,,,1,,-40°C ~ 85°C,1.75 W,,,,,,,,3V ~ 3.6V
CMX683E4,CML Micro,IC TELECOM INTERFACE 16TSSOP,display-drivers,163,7.94,"16-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,https://www.cmlmicro.com/wp-content/uploads/2017/06/CMX683_ds.pdf,https://www.digikey.com/en/products/detail/cml-micro/CMX683E4/9989944,,1.5mA,,,Tone Detector,Parallel,,,1,,-40°C ~ 85°C,300 mW,,,,,,,,2.7V ~ 5.5V
CMX7261L9-TR1K,CML Micro,IC TELECOM INTERFACE 64LQFP,display-drivers,1046,18.12,64-LQFP,Surface Mount,Active,https://www.cmlmicro.com/wp-content/uploads/2017/06/CMX7261ProductPreview.pdf,https://www.digikey.com/en/products/detail/cml-micro/CMX7261L9-TR1K/13543478,,670µA,,,Transcoder,C-Bus,,,1,,-40°C ~ 85°C,1.69 W,,,,,,,,3V ~ 3.6V
CPC5712U,IXYS Integrated Circuits Division,IC TELECOM INTERFACE 16SOP,display-drivers,480,3.08,"16-SSOP (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.littelfuse.com/assetdocs/littelfuse-integrated-circuits-cpc5712-datasheet?assetguid=91539ba9-45d3-4bd9-a930-bfcc550262d9,https://www.digikey.com/en/products/detail/ixys-integrated-circuits-division/CPC5712U/1843980,,1.72mA,,,Phone Line Monitor with Detectors (PLMD),,,,1,,-40°C ~ 85°C,50 mW,,,,,,,,3V ~ 5.5V
CPC7514Z,IXYS Integrated Circuits Division,IC TELECOM INTERFACE 20SOIC,display-drivers,4025,18.6,"20-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,https://www.littelfuse.com/assetdocs/littelfuse-tvs-diode-array-aqw05c-01ftg-datasheet?assetguid=80ae0bbb-a157-46a1-97eb-84c82c82e9e5,https://www.digikey.com/en/products/detail/ixys-integrated-circuits-division/CPC7514Z/2769214,,4.5mA,,,Line Card Access Switch,,,,2,,-40°C ~ 110°C,,,,,,,,,3V ~ 3.6V
DS21348T+,Analog Devices Inc./Maxim Integrated,IC TELECOM INTERFACE 44TQFP,display-drivers,270,31.46,44-TQFP,Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ds21348-ds21q348.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/DS21348T/1017719,,66mA,,,Line Interface Unit (LIU),,,,1,,0°C ~ 70°C,,,,,,,,,3.135V ~ 3.465V
DS21348TN+,Analog Devices Inc./Maxim Integrated,IC TELECOM INTERFACE 44TQFP,display-drivers,495,35.53,44-TQFP,Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ds21348-ds21q348.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/DS21348TN/1017720,,66mA,,,Line Interface Unit (LIU),,,,1,,-40°C ~ 85°C,,,,,,,,,3.135V ~ 3.465V
DS21352LN+,Analog Devices Inc./Maxim Integrated,IC TELECOM INTERFACE 100LQFP,display-drivers,165,71.01,100-LQFP,Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/ds21352-ds21552.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/DS21352LN/1084495,,75mA,,,Single-Chip Transceiver,"HDLC, T1",,,1,,-40°C ~ 85°C,,,,,,,,,3.14V ~ 3.47V
