MPN,Manufacturer,Description,Category,Subcategory,Stock,Unit Price,Package,Mounting Type,Status,Datasheet URL,Product URL,Access Time,Accuracy - Highest (Lowest),Applications,Battery Chemistry,Bidirectional Channels,Capacitance @ Frequency,Clock Frequency,"Coded, Keyed",Color,Configuration,Connectivity,Contents,Control Features,Core Processor,Core Size,Count Rate,Current - Output,Current - Output (Max),"Current - Output High, Low",Current - Output Source/Sink,Current - Peak Pulse (10/1000µs),Current - Quiescent (Iq),Current - Supply,Current - Supply (Max),Data Converters,Data Interface,Data Rate,DigiKey Programmable,Direction,Duplex,"Dynamic Range, ADCs / DACs (db) Typ",EEPROM Size,Fault Protection,Features,Filter Order,Filter Type,For Use With/Related Products,Frequency - Cutoff or Center,Function,Gender,Grade,Includes,Input Type,Interface,Internal Switch(s),Interrupt Output,Logic Type,Memory Format,Memory Interface,Memory Organization,Memory Size,Memory Type,Number of ADCs / DACs,Number of Bits,Number of Bits per Element,Number of Bits/Stages,Number of Channels,Number of Circuits,Number of Drivers/Receivers,Number of Elements,Number of Filters,Number of I/O,Number of Inputs,Number of Outputs,Number of Positions,Number of Regulators,Number of Taps,Operating Temperature,Oscillator Type,Output,Output Configuration,Output Type,PSRR,Peripherals,Power (Watts),Power - Peak Pulse,Power - Rated,Power Line Protection,Program Memory Size,Program Memory Type,Programmable Features,Programmable Type,Protection Features,Protocol,Qualification,RAM Size,Ratio - Input:Output,Rds On (Typ),Receiver Hysteresis,Reset,Resistance (Ohms),Resistance - Wiper (Ohms) (Typ),Resolution,Resolution (Bits),"S/N Ratio, ADCs / DACs (db) Typ",Schmitt Trigger Input,Sensing Range,Sensing Temperature - Local,Sensing Temperature - Remote,Sensitivity,Sensor Type,Series,Sigma Delta,Size,Speed,Stacking Direction,Standards,Style,Supply Voltage,Switch Type,Taper,Technology,Temperature Coefficient (Typ),Terminal Size,Terminal Type,Termination,Termination Style,Test Condition,Thread Size,Timing,Tolerance,Trigger Type,Type,Unidirectional Channels,Voltage - Breakdown (Min),Voltage - Clamping (Max) @ Ipp,Voltage - Input,Voltage - Input (Max),Voltage - Load,Voltage - Output,Voltage - Output (Max),Voltage - Output (Min/Fixed),Voltage - Reverse Standoff (Typ),Voltage - Supply,Voltage - Supply (Vcc/Vdd),"Voltage - Supply, Analog","Voltage - Supply, Digital",Voltage Dropout (Max),"Write Cycle Time - Word, Page"
"PCA8574AN,112",NXP USA Inc.,IC XPNDR 400KHZ I2C 16DIP,dcdc_converter,pmic-voltage-regulators-dc-dc-switching-regulators,0,0.0,"16-DIP (0.300"", 7.62mm)",Through Hole,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/44/PCA8574%28A%29.pdf,https://www.digikey.com/en/products/detail/nxp-usa-inc/PCA8574AN-112/1642388,,,,,,,400 kHz,,,,,,,,,,,,,"100µA, 25mA",,,,,,,,Not Verified,,,,,,POR,,,,,,,,,,I2C,,Yes,,,,,,,,,,,,,,,,8,,,,,,-40°C ~ 85°C,,,,Push-Pull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3V ~ 5.5V,,,,,
"PCA8574APW,112",NXP USA Inc.,IC XPNDR 400KHZ I2C 16TSSOP,dcdc_converter,pmic-voltage-regulators-dc-dc-switching-regulators,0,0.0,"16-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/44/PCA8574%28A%29.pdf,https://www.digikey.com/en/products/detail/nxp-usa-inc/PCA8574APW-112/1642389,,,,,,,400 kHz,,,,,,,,,,,,,"100µA, 25mA",,,,,,,,Not Verified,,,,,,POR,,,,,,,,,,I2C,,Yes,,,,,,,,,,,,,,,,8,,,,,,-40°C ~ 85°C,,,,Push-Pull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3V ~ 5.5V,,,,,
"PCA8574APW,118",NXP USA Inc.,IC XPNDR 400KHZ I2C 16TSSOP,dcdc_converter,pmic-voltage-regulators-dc-dc-switching-regulators,7,1.53,"16-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Obsolete,https://www.nxp.com/docs/en/data-sheet/PCA8574_PCA8574A.pdf,https://www.digikey.com/en/products/detail/nxp-usa-inc/PCA8574APW-118/1692857,,,,,,,400 kHz,,,,,,,,,,,,,"100µA, 25mA",,,,,,,,Not Verified,,,,,,POR,,,,,,,,,,I2C,,Yes,,,,,,,,,,,,,,,,8,,,,,,-40°C ~ 85°C,,,,Push-Pull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3V ~ 5.5V,,,,,
"PCA8574ATS,112",NXP USA Inc.,IC XPNDR 400KHZ I2C 20SSOP,dcdc_converter,pmic-voltage-regulators-dc-dc-switching-regulators,0,0.0,"20-LSSOP (0.173"", 4.40mm Width)",Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/44/PCA8574%28A%29.pdf,https://www.digikey.com/en/products/detail/nxp-usa-inc/PCA8574ATS-112/1642390,,,,,,,400 kHz,,,,,,,,,,,,,"100µA, 25mA",,,,,,,,Not Verified,,,,,,POR,,,,,,,,,,I2C,,Yes,,,,,,,,,,,,,,,,8,,,,,,-40°C ~ 85°C,,,,Push-Pull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3V ~ 5.5V,,,,,
"PCA8574ATS,118",NXP USA Inc.,IC XPNDR 400KHZ I2C 20SSOP,dcdc_converter,pmic-voltage-regulators-dc-dc-switching-regulators,0,0.0,"20-LSSOP (0.173"", 4.40mm Width)",Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/44/PCA8574%28A%29.pdf,https://www.digikey.com/en/products/detail/nxp-usa-inc/PCA8574ATS-118/1692858,,,,,,,400 kHz,,,,,,,,,,,,,"100µA, 25mA",,,,,,,,Not Verified,,,,,,POR,,,,,,,,,,I2C,,Yes,,,,,,,,,,,,,,,,8,,,,,,-40°C ~ 85°C,,,,Push-Pull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3V ~ 5.5V,,,,,
"PCA8574D,512",NXP USA Inc.,IC XPNDR 400KHZ I2C 16SO,dcdc_converter,pmic-voltage-regulators-dc-dc-switching-regulators,0,0.0,"16-SOIC (0.295"", 7.50mm Width)",Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/44/PCA8574%28A%29.pdf,https://www.digikey.com/en/products/detail/nxp-usa-inc/PCA8574D-512/1642391,,,,,,,400 kHz,,,,,,,,,,,,,"100µA, 25mA",,,,,,,,Not Verified,,,,,,POR,,,,,,,,,,I2C,,Yes,,,,,,,,,,,,,,,,8,,,,,,-40°C ~ 85°C,,,,Push-Pull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3V ~ 5.5V,,,,,
"PCA8574D,518",NXP USA Inc.,IC XPNDR 400KHZ I2C 16SO,dcdc_converter,pmic-voltage-regulators-dc-dc-switching-regulators,0,0.0,"16-SOIC (0.295"", 7.50mm Width)",Surface Mount,Obsolete,https://www.nxp.com/docs/en/data-sheet/PCA8574_PCA8574A.pdf,https://www.digikey.com/en/products/detail/nxp-usa-inc/PCA8574D-518/1692859,,,,,,,400 kHz,,,,,,,,,,,,,"100µA, 25mA",,,,,,,,Not Verified,,,,,,POR,,,,,,,,,,I2C,,Yes,,,,,,,,,,,,,,,,8,,,,,,-40°C ~ 85°C,,,,Push-Pull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3V ~ 5.5V,,,,,
"PCA8574N,112",NXP USA Inc.,IC XPNDR 400KHZ I2C 16DIP,dcdc_converter,pmic-voltage-regulators-dc-dc-switching-regulators,0,0.0,"16-DIP (0.300"", 7.62mm)",Through Hole,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/44/PCA8574%28A%29.pdf,https://www.digikey.com/en/products/detail/nxp-usa-inc/PCA8574N-112/1642392,,,,,,,400 kHz,,,,,,,,,,,,,"100µA, 25mA",,,,,,,,Not Verified,,,,,,POR,,,,,,,,,,I2C,,Yes,,,,,,,,,,,,,,,,8,,,,,,-40°C ~ 85°C,,,,Push-Pull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3V ~ 5.5V,,,,,
"PCA8574PW,112",NXP USA Inc.,IC XPNDR 400KHZ I2C 16TSSOP,dcdc_converter,pmic-voltage-regulators-dc-dc-switching-regulators,0,0.0,"16-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/44/PCA8574%28A%29.pdf,https://www.digikey.com/en/products/detail/nxp-usa-inc/PCA8574PW-112/1642393,,,,,,,400 kHz,,,,,,,,,,,,,"100µA, 25mA",,,,,,,,Not Verified,,,,,,POR,,,,,,,,,,I2C,,Yes,,,,,,,,,,,,,,,,8,,,,,,-40°C ~ 85°C,,,,Push-Pull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3V ~ 5.5V,,,,,
"PCA8574PW,118",NXP USA Inc.,IC XPNDR 400KHZ I2C 16TSSOP,dcdc_converter,pmic-voltage-regulators-dc-dc-switching-regulators,0,0.0,"16-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Obsolete,https://www.nxp.com/docs/en/data-sheet/PCA8574_PCA8574A.pdf,https://www.digikey.com/en/products/detail/nxp-usa-inc/PCA8574PW-118/1692860,,,,,,,400 kHz,,,,,,,,,,,,,"100µA, 25mA",,,,,,,,Not Verified,,,,,,POR,,,,,,,,,,I2C,,Yes,,,,,,,,,,,,,,,,8,,,,,,-40°C ~ 85°C,,,,Push-Pull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3V ~ 5.5V,,,,,
"PCA8574TS,112",NXP USA Inc.,IC XPNDR 400KHZ I2C 20SSOP,dcdc_converter,pmic-voltage-regulators-dc-dc-switching-regulators,0,0.0,"20-LSSOP (0.173"", 4.40mm Width)",Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/44/PCA8574%28A%29.pdf,https://www.digikey.com/en/products/detail/nxp-usa-inc/PCA8574TS-112/1642394,,,,,,,400 kHz,,,,,,,,,,,,,"100µA, 25mA",,,,,,,,Not Verified,,,,,,POR,,,,,,,,,,I2C,,Yes,,,,,,,,,,,,,,,,8,,,,,,-40°C ~ 85°C,,,,Push-Pull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3V ~ 5.5V,,,,,
"PCA8574TS,118",NXP USA Inc.,IC XPNDR 400KHZ I2C 20SSOP,dcdc_converter,pmic-voltage-regulators-dc-dc-switching-regulators,0,0.0,"20-LSSOP (0.173"", 4.40mm Width)",Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/44/PCA8574%28A%29.pdf,https://www.digikey.com/en/products/detail/nxp-usa-inc/PCA8574TS-118/1692861,,,,,,,400 kHz,,,,,,,,,,,,,"100µA, 25mA",,,,,,,,Not Verified,,,,,,POR,,,,,,,,,,I2C,,Yes,,,,,,,,,,,,,,,,8,,,,,,-40°C ~ 85°C,,,,Push-Pull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3V ~ 5.5V,,,,,
"PCA8575BQ,118",NXP USA Inc.,IC XPNDR 400KHZ I2C 24DHVQFN,dcdc_converter,pmic-voltage-regulators-dc-dc-switching-regulators,0,0.0,24-VFQFN Exposed Pad,Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2141/PCA8575.pdf,https://www.digikey.com/en/products/detail/nxp-usa-inc/PCA8575BQ-118/1692862,,,,,,,400 kHz,,,,,,,,,,,,,"100µA, 25mA",,,,,,,,Not Verified,,,,,,POR,,,,,,,,,,I2C,,Yes,,,,,,,,,,,,,,,,16,,,,,,-40°C ~ 85°C,,,,Push-Pull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3V ~ 5.5V,,,,,
"PCA8575BS,118",NXP USA Inc.,IC XPNDR 400KHZ I2C 24HVQFN,dcdc_converter,pmic-voltage-regulators-dc-dc-switching-regulators,5204,2.39,24-VFQFN Exposed Pad,Surface Mount,Obsolete,https://www.nxp.com/docs/en/data-sheet/PCA8575.pdf,https://www.digikey.com/en/products/detail/nxp-usa-inc/PCA8575BS-118/1770362,,,,,,,400 kHz,,,,,,,,,,,,,"100µA, 25mA",,,,,,,,Not Verified,,,,,,POR,,,,,,,,,,I2C,,Yes,,,,,,,,,,,,,,,,16,,,,,,-40°C ~ 85°C,,,,Push-Pull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3V ~ 5.5V,,,,,
"PCA8575D,112",NXP USA Inc.,IC XPNDR 400KHZ I2C 24SO,dcdc_converter,pmic-voltage-regulators-dc-dc-switching-regulators,0,0.0,"24-SOIC (0.295"", 7.50mm Width)",Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2141/PCA8575.pdf,https://www.digikey.com/en/products/detail/nxp-usa-inc/PCA8575D-112/1300961,,,,,,,400 kHz,,,,,,,,,,,,,"100µA, 25mA",,,,,,,,Not Verified,,,,,,POR,,,,,,,,,,I2C,,Yes,,,,,,,,,,,,,,,,16,,,,,,-40°C ~ 85°C,,,,Push-Pull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3V ~ 5.5V,,,,,
"PCA8575D,118",NXP USA Inc.,REMOTE 16-BIT I/O EXPANDER FOR I,dcdc_converter,pmic-voltage-regulators-dc-dc-switching-regulators,0,0.0,"24-SOIC (0.295"", 7.50mm Width)",Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2141/PCA8575.pdf,https://www.digikey.com/en/products/detail/nxp-usa-inc/PCA8575D-118/1300962,,,,,,,400 kHz,,,,,,,,,,,,,"100µA, 25mA",,,,,,,,Not Verified,,,,,,POR,,,,,,,,,,I2C,,Yes,,,,,,,,,,,,,,,,16,,,,,,-40°C ~ 85°C,,,,Push-Pull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3V ~ 5.5V,,,,,
"PCA8575DB,112",NXP USA Inc.,IC XPNDR 400KHZ I2C 24SSOP,dcdc_converter,pmic-voltage-regulators-dc-dc-switching-regulators,0,0.0,"24-SSOP (0.209"", 5.30mm Width)",Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2141/PCA8575.pdf,https://www.digikey.com/en/products/detail/nxp-usa-inc/PCA8575DB-112/1300963,,,,,,,400 kHz,,,,,,,,,,,,,"100µA, 25mA",,,,,,,,Not Verified,,,,,,POR,,,,,,,,,,I2C,,Yes,,,,,,,,,,,,,,,,16,,,,,,-40°C ~ 85°C,,,,Push-Pull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3V ~ 5.5V,,,,,
"PCA8575DB,118",NXP USA Inc.,IC XPNDR 400KHZ I2C 24SSOP,dcdc_converter,pmic-voltage-regulators-dc-dc-switching-regulators,0,0.0,"24-SSOP (0.209"", 5.30mm Width)",Surface Mount,Obsolete,https://www.nxp.com/docs/en/data-sheet/PCA8575.pdf,https://www.digikey.com/en/products/detail/nxp-usa-inc/PCA8575DB-118/1300964,,,,,,,400 kHz,,,,,,,,,,,,,"100µA, 25mA",,,,,,,,Not Verified,,,,,,POR,,,,,,,,,,I2C,,Yes,,,,,,,,,,,,,,,,16,,,,,,-40°C ~ 85°C,,,,Push-Pull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3V ~ 5.5V,,,,,
"PCA8575DK,118",NXP USA Inc.,IC XPNDR 400KHZ I2C 24SSOP,dcdc_converter,pmic-voltage-regulators-dc-dc-switching-regulators,0,0.94493,"24-SSOP (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2141/PCA8575.pdf,https://www.digikey.com/en/products/detail/nxp-usa-inc/PCA8575DK-118/1300965,,,,,,,400 kHz,,,,,,,,,,,,,"100µA, 25mA",,,,,,,,Not Verified,,,,,,POR,,,,,,,,,,I2C,,Yes,,,,,,,,,,,,,,,,16,,,,,,-40°C ~ 85°C,,,,Push-Pull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3V ~ 5.5V,,,,,
"PCA8575PW,112",NXP USA Inc.,IC XPNDR 400KHZ I2C 24TSSOP,dcdc_converter,pmic-voltage-regulators-dc-dc-switching-regulators,0,0.0,"24-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2141/PCA8575.pdf,https://www.digikey.com/en/products/detail/nxp-usa-inc/PCA8575PW-112/1300966,,,,,,,400 kHz,,,,,,,,,,,,,"100µA, 25mA",,,,,,,,Not Verified,,,,,,POR,,,,,,,,,,I2C,,Yes,,,,,,,,,,,,,,,,16,,,,,,-40°C ~ 85°C,,,,Push-Pull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3V ~ 5.5V,,,,,
"PCA8575PW,118",NXP USA Inc.,IC XPNDR 400KHZ I2C 24TSSOP,dcdc_converter,pmic-voltage-regulators-dc-dc-switching-regulators,0,0.0,"24-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Obsolete,https://www.nxp.com/docs/en/data-sheet/PCA8575.pdf,https://www.digikey.com/en/products/detail/nxp-usa-inc/PCA8575PW-118/1300967,,,,,,,400 kHz,,,,,,,,,,,,,"100µA, 25mA",,,,,,,,Not Verified,,,,,,POR,,,,,,,,,,I2C,,Yes,,,,,,,,,,,,,,,,16,,,,,,-40°C ~ 85°C,,,,Push-Pull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3V ~ 5.5V,,,,,
"PCA9500BS,118",NXP USA Inc.,IC XPND 400KHZ I2C SMBUS 16HVQFN,dcdc_converter,pmic-voltage-regulators-dc-dc-switching-regulators,7864,2.94,16-VQFN Exposed Pad,Surface Mount,Active,https://www.nxp.com/docs/en/data-sheet/PCA9500.pdf,https://www.digikey.com/en/products/detail/nxp-usa-inc/PCA9500BS-118/1125664,,,,,,,400 kHz,,,,,,,,,,,,,"100µA, 25mA",,,,,,,,Not Verified,,,,,,"EEPROM, POR",,,,,,,,,,"I2C, SMBus",,No,,,,,,,,,,,,,,,,8,,,,,,-40°C ~ 85°C,,,,Push-Pull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5V ~ 3.6V,,,,,
PCA9500BSHP,NXP USA Inc.,IC XPND 400KHZ I2C SMBUS 16HVQFN,dcdc_converter,pmic-voltage-regulators-dc-dc-switching-regulators,0,0.0,16-VQFN Exposed Pad,Surface Mount,Obsolete,https://www.nxp.com/docs/en/data-sheet/PCA9500.pdf,https://www.digikey.com/en/products/detail/nxp-usa-inc/PCA9500BSHP/4020469,,,,,,,400 kHz,,,,,,,,,,,,,"100µA, 25mA",,,,,,,,Not Verified,,,,,,"EEPROM, POR",,,,,,,,,,"I2C, SMBus",,No,,,,,,,,,,,,,,,,8,,,,,,-40°C ~ 85°C,,,,Push-Pull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5V ~ 3.6V,,,,,
PCA9500D,NXP USA Inc.,IC I/O EXPANDER I2C 8B 16SOIC,dcdc_converter,pmic-voltage-regulators-dc-dc-switching-regulators,416,1.59,"16-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,https://rocelec.widen.net/view/pdf/agkdaytcdb/PHGL-S-A0003205095-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/PCA9500D/12605305,,,,,,,400 kHz,,,,,,,,,,,,,"300µA, 25mA",,,,,,,,,,,,,,"EEPROM, POR",,,,,,,,,,"I2C, SMBus",,Yes,,,,,,,,,,,,,,,,8,,,,,,-40°C ~ 85°C,,,,Push-Pull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5V ~ 3.6V,,,,,
"PCA9500D,112",NXP Semiconductors,IC XPNDR 400KHZ I2C SMBUS 16SO,dcdc_converter,pmic-voltage-regulators-dc-dc-switching-regulators,2197,1.39,"16-SOIC (0.295"", 7.50mm Width)",Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/804/PCA9500.pdf,https://www.digikey.com/en/products/detail/rochester-electronics-llc/PCA9500D-112/11536241,,,,,,,400 kHz,,,,,,,,,,,,,"100µA, 25mA",,,,,,,,Not Verified,,,,,,"EEPROM, POR",,,,,,,,,,"I2C, SMBus",,No,,,,,,,,,,,,,,,,8,,,,,,-40°C ~ 85°C,,,,Push-Pull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5V ~ 3.6V,,,,,
"PCA9500D,118",NXP Semiconductors,IC XPNDR 400KHZ I2C SMBUS 16SO,dcdc_converter,pmic-voltage-regulators-dc-dc-switching-regulators,1474,1.39,"16-SOIC (0.295"", 7.50mm Width)",Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/804/PCA9500.pdf,https://www.digikey.com/en/products/detail/rochester-electronics-llc/PCA9500D-118/11537700,,,,,,,400 kHz,,,,,,,,,,,,,"100µA, 25mA",,,,,,,,Not Verified,,,,,,"EEPROM, POR",,,,,,,,,,"I2C, SMBus",,No,,,,,,,,,,,,,,,,8,,,,,,-40°C ~ 85°C,,,,Push-Pull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5V ~ 3.6V,,,,,
"PCA9500PW,112",NXP USA Inc.,IC XPND 400KHZ I2C SMBUS 16TSSOP,dcdc_converter,pmic-voltage-regulators-dc-dc-switching-regulators,0,0.0,"16-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/804/PCA9500.pdf,https://www.digikey.com/en/products/detail/nxp-usa-inc/PCA9500PW-112/735639,,,,,,,400 kHz,,,,,,,,,,,,,"100µA, 25mA",,,,,,,,Not Verified,,,,,,"EEPROM, POR",,,,,,,,,,"I2C, SMBus",,No,,,,,,,,,,,,,,,,8,,,,,,-40°C ~ 85°C,,,,Push-Pull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5V ~ 3.6V,,,,,
"PCA9500PW,118",NXP USA Inc.,IC XPND 400KHZ I2C SMBUS 16TSSOP,dcdc_converter,pmic-voltage-regulators-dc-dc-switching-regulators,7982,2.55,"16-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,https://www.nxp.com/docs/en/data-sheet/PCA9500.pdf,https://www.digikey.com/en/products/detail/nxp-usa-inc/PCA9500PW-118/1157012,,,,,,,400 kHz,,,,,,,,,,,,,"100µA, 25mA",,,,,,,,Not Verified,,,,,,"EEPROM, POR",,,,,,,,,,"I2C, SMBus",,No,,,,,,,,,,,,,,,,8,,,,,,-40°C ~ 85°C,,,,Push-Pull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5V ~ 3.6V,,,,,
"PCA9501BS,118",NXP USA Inc.,IC XPND 400KHZ I2C SMBUS 20HVQFN,dcdc_converter,pmic-voltage-regulators-dc-dc-switching-regulators,0,0.0,20-VQFN Exposed Pad,Surface Mount,Obsolete,https://www.nxp.com/docs/en/data-sheet/PCA9501.pdf,https://www.digikey.com/en/products/detail/nxp-usa-inc/PCA9501BS-118/1125665,,,,,,,400 kHz,,,,,,,,,,,,,"100µA, 25mA",,,,,,,,Not Verified,,,,,,"EEPROM, POR",,,,,,,,,,"I2C, SMBus",,Yes,,,,,,,,,,,,,,,,8,,,,,,-40°C ~ 85°C,,,,Push-Pull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5V ~ 3.6V,,,,,
"PCA9501D,112",NXP USA Inc.,IC XPNDR 400KHZ I2C SMBUS 20SO,dcdc_converter,pmic-voltage-regulators-dc-dc-switching-regulators,0,0.0,"20-SOIC (0.295"", 7.50mm Width)",Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/883/PCA9501.pdf,https://www.digikey.com/en/products/detail/nxp-usa-inc/PCA9501D-112/1125666,,,,,,,400 kHz,,,,,,,,,,,,,"100µA, 25mA",,,,,,,,Not Verified,,,,,,"EEPROM, POR",,,,,,,,,,"I2C, SMBus",,Yes,,,,,,,,,,,,,,,,8,,,,,,-40°C ~ 85°C,,,,Push-Pull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5V ~ 3.6V,,,,,
"PCA9501D,118",NXP USA Inc.,IC XPNDR 400KHZ I2C SMBUS 20SO,dcdc_converter,pmic-voltage-regulators-dc-dc-switching-regulators,19840,1.79,"20-SOIC (0.295"", 7.50mm Width)",Surface Mount,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/883/PCA9501.pdf,https://www.digikey.com/en/products/detail/flip-electronics/PCA9501D-118/13167464,,,,,,,400 kHz,,,,,,,,,,,,,"100µA, 25mA",,,,,,,,Not Verified,,,,,,"EEPROM, POR",,,,,,,,,,"I2C, SMBus",,Yes,,,,,,,,,,,,,,,,8,,,,,,-40°C ~ 85°C,,,,Push-Pull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5V ~ 3.6V,,,,,
