MPN,Manufacturer,Description,Subcategory,Stock,Unit Price,Package,Mounting Type,Status,Datasheet URL,Product URL,Applications,Bidirectional Channels,Capacitance @ Frequency,Current - Peak Pulse (10/1000µs),Grade,Operating Temperature,Power - Peak Pulse,Power Line Protection,Qualification,Series,Type,Unidirectional Channels,Voltage - Breakdown (Min),Voltage - Clamping (Max) @ Ipp,Voltage - Reverse Standoff (Typ)
SD05C-7,Diodes Incorporated,TVS DIODE 5.5VWM 16VC SOD323,tvs-diodes,22287,0.25,"SC-76, SOD-323",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/SD05C.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/SD05C-7/7354175,,1,200pF @ 1MHz,40A (8/20µs),,-65°C ~ 150°C (TJ),640W,No,,,Zener,,6V,16V,5.5V (Max)
SD05C.TCT,Semtech Corporation,TVS DIODE 5VWM 14.5VC SOD323,tvs-diodes,39950,1.52,"SC-76, SOD-323",Surface Mount,Active,,https://www.digikey.com/en/products/detail/semtech-corporation/SD05C-TCT/1000923,General Purpose,1,200pF @ 1MHz,24A (8/20µs),,-55°C ~ 125°C (TJ),350W,No,,,Zener,,6V,14.5V,5V (Max)
SD09C-7,Diodes Incorporated,TVS DIODE 9VWM 20VC SOD323,tvs-diodes,6000,0.23,"SC-76, SOD-323",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/SD09C.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/SD09C-7/10295727,General Purpose,1,68pF @ 1MHz,20A (8/20µs),,-65°C ~ 150°C (TJ),400W,No,,,Zener,,10V,20V,9V (Max)
SD09CQ-7,Diodes Incorporated,TVS DIODE 9VWM 20VC SOD323,tvs-diodes,4380,0.31,"SC-76, SOD-323",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/SD09CQ.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/SD09CQ-7/16547529,,1,68pF @ 1MHz,20A (8/20µs),Automotive,-65°C ~ 150°C (TJ),400W,No,AEC-Q101,,Zener,,10V,20V,9V (Max)
SD12,SMC Diode Solutions,TVS DIODE 12VWM 25VC SOD323,tvs-diodes,12569,0.27,"SC-76, SOD-323",Surface Mount,Active,https://www.smc-diodes.com/propdf/SD03%20THRU%20SD36%20N1787%20REV.E.pdf?833,https://www.digikey.com/en/products/detail/smc-diode-solutions/SD12/15822297,General Purpose,,150pF @ 1MHz (Max),15A (8/20µs),,-55°C ~ 125°C (TJ),350W,No,,SDxx,Zener,1,13.3V,25V,12V (Max)
SD12C.TCT,Semtech Corporation,TVS DIODE 12VWM 24VC SOD323,tvs-diodes,5432,1.52,"SC-76, SOD-323",Surface Mount,Active,,https://www.digikey.com/en/products/detail/semtech-corporation/SD12C-TCT/5113647,General Purpose,1,100pF @ 1MHz,15A (8/20µs),,-55°C ~ 125°C (TJ),350W,No,,,Zener,,13.3V,24V,12V (Max)
SD12CT1G,onsemi,TVS DIODE 12VWM 19VC SOD323,tvs-diodes,31425,0.59,"SC-76, SOD-323",Surface Mount,Not For New Designs,https://www.onsemi.com/pdf/datasheet/sd12ct1-d.pdf,https://www.digikey.com/en/products/detail/onsemi/SD12CT1G/725762,,1,64pF @ 1MHz,5A (8/20µs),,-65°C ~ 150°C (TJ),350W,No,,,Zener,,13.3V,19V,12V (Max)
SD15-01FTG,Littelfuse Inc.,TVS DIODE 15VWM 30VC SOD323,tvs-diodes,3827,0.61,"SC-76, SOD-323",Surface Mount,Active,https://www.littelfuse.com/assetdocs/littelfuse_tvs_diode_array_sd_datasheet.pdf?assetguid=29052267-c8b0-44bb-a4b5-aff4938da06c,https://www.digikey.com/en/products/detail/littelfuse-inc/SD15-01FTG/5019597,General Purpose,,100pF @ 1MHz,12A (8/20µs),Automotive,-40°C ~ 125°C (TJ),450W,No,AEC-Q101,"SD, SPA®",Zener,1,,30V,15V (Max)
SD15C-01FTG,Littelfuse Inc.,TVS DIODE 15VWM 31VC SOD323,tvs-diodes,25057,0.66,"SC-76, SOD-323",Surface Mount,Active,https://www.littelfuse.com/assetdocs/littelfuse_tvs_diode_array_sd_c_datasheet.pdf?assetguid=b682d4fa-3733-4cd6-9f7f-7cf1a490030b,https://www.digikey.com/en/products/detail/littelfuse-inc/SD15C-01FTG/5019599,,1,75pF @ 1MHz,12A (8/20µs),Automotive,-40°C ~ 125°C (TJ),450W,No,AEC-Q101,"SD-C, SPA®",Zener,,,31V,15V (Max)
SD15C.TCT,Semtech Corporation,TVS DIODE 15VWM 29VC SOD323,tvs-diodes,13194,1.52,"SC-76, SOD-323",Surface Mount,Active,,https://www.digikey.com/en/products/detail/semtech-corporation/SD15C-TCT/5113648,General Purpose,1,75pF @ 1MHz,12A (8/20µs),,-55°C ~ 125°C (TJ),350W,No,,,Zener,,16.7V,29V,15V (Max)
SD15Q-7,Diodes Incorporated,TVS DIODE 15VWM 27VC SOD323,tvs-diodes,4002,0.27,"SC-76, SOD-323",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/SD15Q.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/SD15Q-7/17840289,,,88pF @ 1MHz,12A (8/20µs),Automotive,-65°C ~ 150°C (TJ),320W,No,AEC-Q101,,Zener,1,16V,27V,15V (Max)
SD24,SMC Diode Solutions,TVS DIODE 24VWM 44VC SOD323,tvs-diodes,2592,0.27,"SC-76, SOD-323",Surface Mount,Active,https://www.smc-diodes.com/propdf/SD03%20THRU%20SD36%20N1787%20REV.E.pdf?833,https://www.digikey.com/en/products/detail/smc-diode-solutions/SD24/15822303,General Purpose,,100pF @ 1MHz (Max),24A (8/20µs),,-55°C ~ 125°C (TJ),350W,No,,SDxx,Zener,1,26.7V,44V,24V (Max)
SD24-01FTG,Littelfuse Inc.,TVS DIODE 24VWM 42VC SOD323,tvs-diodes,1514,0.61,"SC-76, SOD-323",Surface Mount,Active,https://www.littelfuse.com/assetdocs/littelfuse_tvs_diode_array_sd_datasheet.pdf?assetguid=29052267-c8b0-44bb-a4b5-aff4938da06c,https://www.digikey.com/en/products/detail/littelfuse-inc/SD24-01FTG/5019601,General Purpose,,65pF @ 1MHz,7A (8/20µs),Automotive,-40°C ~ 125°C (TJ),450W,No,AEC-Q101,"SD, SPA®",Zener,1,,42V,24V (Max)
SD24C-01FTG,Littelfuse Inc.,TVS DIODE 24VWM 42VC SOD323,tvs-diodes,15064,0.66,"SC-76, SOD-323",Surface Mount,Active,https://www.littelfuse.com/assetdocs/littelfuse_tvs_diode_array_sd_c_datasheet.pdf?assetguid=b682d4fa-3733-4cd6-9f7f-7cf1a490030b,https://www.digikey.com/en/products/detail/littelfuse-inc/SD24C-01FTG/5019603,,1,50pF @ 1MHz,7A (8/20µs),Automotive,-40°C ~ 125°C (TJ),450W,No,AEC-Q101,"SD-C, SPA®",Zener,,,42V,24V (Max)
SD24C.TCT,Semtech Corporation,TVS DIODE 24VWM 44VC SOD323,tvs-diodes,9841,1.43,"SC-76, SOD-323",Surface Mount,Active,,https://www.digikey.com/en/products/detail/semtech-corporation/SD24C-TCT/1000924,General Purpose,1,50pF @ 1MHz,8A (8/20µs),,-55°C ~ 125°C (TJ),350W,No,,,Zener,,26.7V,44V,24V (Max)
SD32305,SMC Diode Solutions,TVS DIODE 5VWM 9.8VC SOD323,tvs-diodes,3947,0.39,"SC-76, SOD-323",Surface Mount,Active,https://www.smc-diodes.com/propdf/SD32303%20THRU%20SD32324%20N0428%20REV.B.pdf,https://www.digikey.com/en/products/detail/smc-diode-solutions/SD32305/6022618,General Purpose,,600pF @ 1MHz,1A (8/20µs),,-55°C ~ 125°C (TJ),300W,No,,,Zener,1,6V,9.8V,5V (Max)
SDA4AK,Diotec Semiconductor,TVS DIODE 1VWM 4VC DO213AB,tvs-diodes,4295,0.55,"DO-213AB, MELF",Surface Mount,Active,https://diotec.com/request/datasheet/sda2ak.pdf,https://www.digikey.com/en/products/detail/diotec-semiconductor/SDA4AK/22190661,General Purpose,,,40A,,-50°C ~ 150°C (TJ),300W,No,,,Zener,2,1.6V,4V,1V
SESD0201X1BN-0010-098,Littelfuse Inc.,TVS DIODE 7VWM 10VC 0201,tvs-diodes,252802,1.1,0201 (0603 Metric),Surface Mount,Active,https://www.littelfuse.com/assetdocs/littelfuse-tvs-diode-array-sesd-ultra-low-capacitance-discrete-tvs-datasheet?assetguid=645e7b6b-8305-497f-b62b-24df676c444e,https://www.digikey.com/en/products/detail/littelfuse-inc/SESD0201X1BN-0010-098/5233511,HDMI,1,0.1pF @ 3GHz,2A (8/20µs),Automotive,-55°C ~ 125°C (TJ),,No,AEC-Q101,"SESD, SPA®",Zener,,9.8V (Typ),10V (Typ),7V (Max)
SESD0402X1BN-0010-098,Littelfuse Inc.,TVS DIODE 7VWM 10VC 0402,tvs-diodes,228174,1.05,2-XDFN,Surface Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/375/SESD0402X1BN-0010-098_Spec.pdf,https://www.digikey.com/en/products/detail/littelfuse-inc/SESD0402X1BN-0010-098/5233544,HDMI,1,0.1pF @ 3GHz,2A (8/20µs),Automotive,-55°C ~ 125°C (TJ),,No,AEC-Q101,"SESD, SPA®",Zener,,9.8V (Typ),10V (Typ),7V (Max)
SESD0402X1BN-0015-096,Littelfuse Inc.,TVS DIODE 7VWM 14VC 0402,tvs-diodes,15750,0.94,2-XDFN,Surface Mount,Active,https://www.littelfuse.com/assetdocs/littelfuse-tvs-diode-array-sesd-enhanced-esd-discrete-tvs-datasheet?assetguid=09000f99-6237-42d5-99eb-c8beabec16ab,https://www.digikey.com/en/products/detail/littelfuse-inc/SESD0402X1BN-0015-096/5233518,HDMI,1,0.15pF @ 3GHz,2.5A (8/20µs),Automotive,-55°C ~ 125°C (TA),,No,AEC-Q101,"SESD, SPA®",Zener,,9.6V (Typ),14V (Typ),7V (Max)
SESD0402X1UN-0020-090,Littelfuse Inc.,TVS DIODE 7VWM 9.2VC 0402/2DFN,tvs-diodes,61714,0.94,0402 (1006 Metric),Surface Mount,Active,https://www.littelfuse.com/assetdocs/littelfuse-tvs-diode-array-sesd-ultra-low-capacitance-discrete-tvs-datasheet?assetguid=645e7b6b-8305-497f-b62b-24df676c444e,https://www.digikey.com/en/products/detail/littelfuse-inc/SESD0402X1UN-0020-090/5233545,HDMI,,0.2pF @ 3GHz,2A (8/20µs),Automotive,-55°C ~ 125°C (TJ),,No,AEC-Q101,"SESD, SPA®",Zener,1,9V (Typ),9.2V (Typ),7V (Max)
SESD7L5.0DT5G,onsemi,TVS DIODE 5VWM 10.4VC SOT723,tvs-diodes,26474,1.26,SOT-723,Surface Mount,Active,https://www.onsemi.com/pdf/datasheet/esd7l-d.pdf,https://www.digikey.com/en/products/detail/onsemi/SESD7L5-0DT5G/3062711,USB,,0.25pF @ 1MHz,,Automotive,-55°C ~ 150°C (TJ),,No,AEC-Q101,,Zener,2,5.4V,10.4V,5V (Max)
SESD9L5.0ST5G,onsemi,TVS DIODE 5VWM 9.8VC SOD923,tvs-diodes,6162,0.35,SOD-923,Surface Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/778/ESD9L_SESD9L_Series_Rev5_Oct2012.pdf,https://www.digikey.com/en/products/detail/onsemi/SESD9L5-0ST5G/3198061,General Purpose,,0.5pF @ 1MHz,1A (8/20µs),,-55°C ~ 150°C (TJ),,No,,,Zener,1,5.4V,9.8V,5V (Max)
SESDONCAN1LT1G,onsemi,TVS DIODE 24VWM 50VC SOT233,tvs-diodes,39230,0.66,"TO-236-3, SC-59, SOT-23-3",Surface Mount,Active,https://www.onsemi.com/pdf/datasheet/esdoncan1-d.pdf,https://www.digikey.com/en/products/detail/onsemi/SESDONCAN1LT1G/5258165,CAN,2,10pF @ 1MHz,3A (8/20µs),Automotive,-55°C ~ 150°C (TJ),,No,AEC-Q101,,Zener,,26.2V,50V,24V (Min)
SESDONCAN1LT3G,onsemi,TVS DIODE 24VWM 50VC SOT233,tvs-diodes,8972,0.66,"TO-236-3, SC-59, SOT-23-3",Surface Mount,Active,https://www.onsemi.com/pdf/datasheet/esdoncan1-d.pdf,https://www.digikey.com/en/products/detail/onsemi/SESDONCAN1LT3G/5257449,CAN,2,10pF @ 1MHz,3A (8/20µs),Automotive,-55°C ~ 150°C (TJ),,No,AEC-Q101,,Zener,,26.2V,50V,24V (Min)
SL05.TCT,Semtech Corporation,TVS DIODE 5VWM 11VC SOT23-3,tvs-diodes,17150,1.66,"TO-236-3, SC-59, SOT-23-3",Surface Mount,Active,,https://www.digikey.com/en/products/detail/semtech-corporation/SL05-TCT/1833989,General Purpose,,5pF @ 1MHz,5A (8/20µs),,-55°C ~ 125°C (TJ),300W,No,,SL,Zener,1,6V,11V,5V (Max)
SLD16-018,Littelfuse Inc.,TVS DIODE 16VWM 26VC P600,tvs-diodes,3545,3.83,"P600, Axial",Through Hole,Active,https://www.littelfuse.com/assetdocs/littelfuse_tvs_diode_sld_datasheet.pdf?assetguid=fce36256-f340-4c99-9aec-ae774cb2d1d8,https://www.digikey.com/en/products/detail/littelfuse-inc/SLD16-018/688263,,1,,196.2A,Automotive,-55°C ~ 175°C (TJ),5000W (5kW),No,AEC-Q101,SLD,Zener,,18V,26V,16V
SLD33-018,Littelfuse Inc.,TVS DIODE 33VWM 53.3VC P600,tvs-diodes,13073,3.83,"P600, Axial",Through Hole,Active,https://www.littelfuse.com/assetdocs/littelfuse_tvs_diode_sld_datasheet.pdf?assetguid=fce36256-f340-4c99-9aec-ae774cb2d1d8,https://www.digikey.com/en/products/detail/littelfuse-inc/SLD33-018/4556577,,1,,95.7A,Automotive,-55°C ~ 175°C (TJ),5000W (5kW),No,AEC-Q101,SLD,Zener,,36.7V,53.3V,33V
SLD8S28A,Littelfuse Inc.,TVS DIODE 28VWM 45.4VC SMTO-263,tvs-diodes,619,4.53,Nonstandard SMD,Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-sld8s-datasheet?assetguid=e72d4532-03e6-43ae-af1e-73b2cd0bb1ff,https://www.digikey.com/en/products/detail/littelfuse-inc/SLD8S28A/6235048,,,,154A,Automotive,-55°C ~ 175°C (TJ),7000W (7kW),No,AEC-Q101,SLD8S,Zener,1,31.1V,45.4V,28V
SLD8S33A,Littelfuse Inc.,TVS DIODE 33VWM 53.3VC SMTO-263,tvs-diodes,4662,4.53,Nonstandard SMD,Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-sld8s-datasheet?assetguid=e72d4532-03e6-43ae-af1e-73b2cd0bb1ff,https://www.digikey.com/en/products/detail/littelfuse-inc/SLD8S33A/6235034,,,,132A,Automotive,-55°C ~ 175°C (TJ),7000W (7kW),No,AEC-Q101,SLD8S,Zener,1,36.7V,53.3V,33V
SLD8S36A,Littelfuse Inc.,TVS DIODE 36.5VWM 58.1V SMTO-263,tvs-diodes,1736,4.53,Nonstandard SMD,Surface Mount,Active,https://www.littelfuse.com/assetdocs/tvs-diodes-sld8s-datasheet?assetguid=e72d4532-03e6-43ae-af1e-73b2cd0bb1ff,https://www.digikey.com/en/products/detail/littelfuse-inc/SLD8S36A/6235035,,,,121A,Automotive,-55°C ~ 175°C (TJ),7000W (7kW),No,AEC-Q101,SLD8S,Zener,1,40V,58.1V,36.5V
SLVU2.8-4.TBT,Semtech Corporation,TVS DIODE 2.8VWM 15VC 8-SO,tvs-diodes,3056,5.38,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,,https://www.digikey.com/en/products/detail/semtech-corporation/SLVU2-8-4-TBT/1000926,General Purpose,,5pF @ 1MHz,24A (8/20µs),,-55°C ~ 125°C (TJ),400W,No,,SLV,Zener,4,3V,15V,2.8V (Max)
SLVU2.8.TCT,Semtech Corporation,TVS DIODE 2.8VWM 12.5VC SOT23-3,tvs-diodes,6572,2.74,"TO-236-3, SC-59, SOT-23-3",Surface Mount,Active,,https://www.digikey.com/en/products/detail/semtech-corporation/SLVU2-8-TCT/5113653,Ethernet,,5pF @ 1MHz,24A (8/20µs),,-55°C ~ 125°C (TJ),400W,No,,SLV,Zener,1,3V,12.5V,2.8V (Max)
SLVU2.8HTG,Littelfuse Inc.,TVS DIODE 2.8VWM 15VC SOT23-3,tvs-diodes,2332,1.82,"TO-236-3, SC-59, SOT-23-3",Surface Mount,Active,,https://www.digikey.com/en/products/detail/littelfuse-inc/SLVU2-8HTG/3130463,General Purpose,1,2pF @ 1MHz,40A (8/20µs),,-40°C ~ 125°C (TJ),600W,No,,"SLVU2.8, SPA®",Zener,,3V,15V,2.8V (Max)
SM05-TP,MCC (Micro Commercial Components),TVS DIODE 5VWM 9.8VC SOT23,tvs-diodes,4031,0.31,"TO-236-3, SC-59, SOT-23-3",Surface Mount,Active,https://www.mccsemi.com/pdf/Products/SM05_SM12(SOT-23).pdf,https://www.digikey.com/en/products/detail/mcc-micro-commercial-components/SM05-TP/1777002,General Purpose,,110pF @ 1MHz,12A (8/20µs),,-55°C ~ 150°C (TJ),300W,No,,,Zener,2,6.2V,9.8V,5V (Max)
SM05.TCT,Semtech Corporation,TVS DIODE 5VWM 9.8VC SOT23-3,tvs-diodes,9474,1.09,"TO-236-3, SC-59, SOT-23-3",Surface Mount,Active,,https://www.digikey.com/en/products/detail/semtech-corporation/SM05-TCT/1000928,General Purpose,,400pF @ 1MHz,17A (8/20µs),,-55°C ~ 125°C (TJ),300W,No,,,Zener,2,6V,9.8V,5V (Max)
SM05T1G,onsemi,TVS DIODE 5VWM 9.8VC SOT23-3,tvs-diodes,7899,0.36,"TO-236-3, SC-59, SOT-23-3",Surface Mount,Active,https://www.onsemi.com/pdf/datasheet/sm05t1-d.pdf,https://www.digikey.com/en/products/detail/onsemi/SM05T1G/920305,General Purpose,,,17A (8/20µs),,-55°C ~ 150°C (TJ),300W,No,,,Zener,2,6.2V,9.8V,5V
SM12-7,Diodes Incorporated,TVS DIODE 12VWM 19VC SOT233,tvs-diodes,3148,0.31,"TO-236-3, SC-59, SOT-23-3",Surface Mount,Active,https://www.diodes.com/assets/Datasheets/SM12.pdf,https://www.digikey.com/en/products/detail/diodes-incorporated/SM12-7/3829353,,,95pF @ 1MHz,12A (8/20µs),Automotive,-65°C ~ 150°C (TJ),300W,No,AEC-Q101,,Zener,2,13.3V,19V,12V (Max)
SM12.TCT,Semtech Corporation,TVS DIODE 12VWM 19VC SOT23-3,tvs-diodes,10382,1.09,"TO-236-3, SC-59, SOT-23-3",Surface Mount,Active,,https://www.digikey.com/en/products/detail/semtech-corporation/SM12-TCT/1000929,General Purpose,,150pF @ 1MHz,12A (8/20µs),,-55°C ~ 125°C (TJ),300W,No,,,Zener,2,13.3V,19V,12V (Max)
SM12T1G,onsemi,TVS DIODE 12VWM 19VC SOT233,tvs-diodes,23500,0.28,"TO-236-3, SC-59, SOT-23-3",Surface Mount,Active,https://www.onsemi.com/pdf/datasheet/sm05t1-d.pdf,https://www.digikey.com/en/products/detail/onsemi/SM12T1G/920306,General Purpose,,,12A (8/20µs),,-55°C ~ 150°C (TJ),300W,No,,,Zener,2,13.3V,19V,12V
SM24.TCT,Semtech Corporation,TVS DIODE 24VWM 43VC SOT23-3,tvs-diodes,58493,1.09,"TO-236-3, SC-59, SOT-23-3",Surface Mount,Active,,https://www.digikey.com/en/products/detail/semtech-corporation/SM24-TCT/1000931,General Purpose,,60pF @ 1MHz,5A (8/20µs),,-55°C ~ 125°C (TJ),300W,No,,,Zener,2,26.7V,43V,24V (Max)
SM24CANA-02HTG,Littelfuse Inc.,TVS DIODE 24VWM 50VC SOT23-3,tvs-diodes,8035,1.07,"TO-236-3, SC-59, SOT-23-3",Surface Mount,Active,https://www.littelfuse.com/assetdocs/littelfuse_tvs_diode_array_sm24cana_datasheet.pdf?assetguid=05f33b44-d017-48d5-acc4-a497e0fcdbe2,https://www.digikey.com/en/products/detail/littelfuse-inc/SM24CANA-02HTG/5019609,CAN,2,11pF @ 1MHz,3A (8/20µs),Automotive,-40°C ~ 125°C (TJ),200W,No,AEC-Q101,"SM24CANA, SPA®",Zener,,26.7V,50V,24V (Max)
SM24CANB-02HTG,Littelfuse Inc.,TVS DIODE 24VWM 50VC SOT23-3,tvs-diodes,813,1.26,"TO-236-3, SC-59, SOT-23-3",Surface Mount,Active,https://www.littelfuse.com/assetdocs/littelfuse_tvs_diode_array_sm24canb_datasheet.pdf?assetguid=09dc84a6-1ff8-409f-a80f-5e92aedec8fe,https://www.digikey.com/en/products/detail/littelfuse-inc/SM24CANB-02HTG/5048174,CAN,2,30pF @ 1MHz,10A (8/20µs),Automotive,-40°C ~ 125°C (TJ),500W,No,AEC-Q101,"SM24CANB, SPA®",Zener,,26.7V,50V,24V (Max)
SM24T1G,onsemi,TVS DIODE 24VWM 43VC SOT233,tvs-diodes,17658,0.36,"TO-236-3, SC-59, SOT-23-3",Surface Mount,Active,https://www.onsemi.com/pdf/datasheet/sm05t1-d.pdf,https://www.digikey.com/en/products/detail/onsemi/SM24T1G/2512613,General Purpose,,,5A (8/20µs),,-55°C ~ 150°C (TJ),300W,No,,,Zener,2,26.7V,43V,24V
SM2T3V3A,STMicroelectronics,TVS DIODE 3.3VWM 6.8VC DO216AA,tvs-diodes,49495,0.88,DO-216AA,Surface Mount,Active,https://www.st.com/resource/en/datasheet/cd00070945.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/SM2T3V3A/1039060,General Purpose,,2500pF @ 1MHz,30A,,,200W,No,,"SM2T, TRANSIL™",Zener,1,3.6V,6.8V,3.3V
SM2T6V8A,STMicroelectronics,TVS DIODE 5VWM 9.2VC DO216AA,tvs-diodes,41562,0.88,DO-216AA,Surface Mount,Active,https://www.st.com/resource/en/datasheet/cd00002910.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/SM2T6V8A/1039061,General Purpose,,,19.6A,,,200W,No,,"SM2T, TRANSIL™",Zener,1,6.4V,9.2V,5V
SM3.3H-TP,MCC (Micro Commercial Components),TVS DIODE 3.3VWM 12.5VC SOT23,tvs-diodes,6179,0.49,"TO-236-3, SC-59, SOT-23-3",Surface Mount,Active,https://www.mccsemi.com/pdf/Products/SM3.3H(SOT-23).pdf,https://www.digikey.com/en/products/detail/mcc-micro-commercial-components/SM3-3H-TP/12177181,General Purpose,,260pF @ 1MHz,40A (8/20µs),,-55°C ~ 125°C (TJ),500W,No,,,Zener,2,3.5V,12.5V,3.3V (Max)
SM30T30CAY,STMicroelectronics,TVS DIODE 26VWM 42.1VC SMC,tvs-diodes,7165,2.11,"DO-214AB, SMC",Surface Mount,Active,https://www.st.com/content/ccc/resource/technical/document/datasheet/90/0c/ab/be/9d/d1/49/bd/DM00035136.pdf/files/DM00035136.pdf/jcr:content/translations/en.DM00035136.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/SM30T30CAY/2826949,,1,,71.3A,Automotive,-55°C ~ 175°C (TJ),3000W (3kW),No,AEC-Q101,"SM30TY, TRANSIL™",Zener,,28.9V,42.1V,26V
SM30T42CAY,STMicroelectronics,TVS DIODE 36VWM 58.1VC SMC,tvs-diodes,4993,2.11,"DO-214AB, SMC",Surface Mount,Active,https://www.st.com/content/ccc/resource/technical/document/datasheet/90/0c/ab/be/9d/d1/49/bd/DM00035136.pdf/files/DM00035136.pdf/jcr:content/translations/en.DM00035136.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/SM30T42CAY/5848367,,1,,48.4A,Automotive,-55°C ~ 175°C (TJ),3000W (3kW),No,AEC-Q101,"SM30TY, TRANSIL™",Zener,,40V,58.1V,36V
SM36.TCT,Semtech Corporation,TVS DIODE 36VWM 60VC SOT23-3,tvs-diodes,32945,1.09,"TO-236-3, SC-59, SOT-23-3",Surface Mount,Active,,https://www.digikey.com/en/products/detail/semtech-corporation/SM36-TCT/1000932,General Purpose,,45pF @ 1MHz,4A (8/20µs),,-55°C ~ 125°C (TJ),300W,No,,,Zener,2,40V,60V,36V (Max)
SM36T1G,onsemi,TVS DIODE 36VWM 60VC SOT23-3,tvs-diodes,24725,0.48,"TO-236-3, SC-59, SOT-23-3",Surface Mount,Active,https://www.onsemi.com/pdf/datasheet/sm05t1-d.pdf,https://www.digikey.com/en/products/detail/onsemi/SM36T1G/2797334,General Purpose,,,4A (8/20µs),,-55°C ~ 150°C (TJ),300W,No,,,Zener,2,40V,60V,36V
SM6T6V8A,STMicroelectronics,TVS DIODE 5.8VWM 10.5VC SMB,tvs-diodes,27463,0.52,"DO-214AA, SMB",Surface Mount,Active,https://www.st.com/resource/en/datasheet/cd00000725.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/SM6T6V8A/1039097,General Purpose,,,57A,,-55°C ~ 150°C (TJ),600W,No,,"SM6T, TRANSIL™",Zener,1,6.45V,10.5V,5.8V
SM6T6V8CA,STMicroelectronics,TVS DIODE 5.8VWM 10.5VC SMB,tvs-diodes,27829,0.56,"DO-214AA, SMB",Surface Mount,Active,https://www.st.com/resource/en/datasheet/cd00000725.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/SM6T6V8CA/634759,General Purpose,1,,57A,,-55°C ~ 150°C (TJ),600W,No,,"SM6T, TRANSIL™",Zener,,6.45V,10.5V,5.8V
SM712,SMC Diode Solutions,TVS DIODE 12VWM 7VWM SOT23-3,tvs-diodes,76180,0.3,"TO-236-3, SC-59, SOT-23-3",Surface Mount,Active,https://www.smc-diodes.com/propdf/SM712%20N2270%20REV.A.pdf,https://www.digikey.com/en/products/detail/smc-diode-solutions/SM712/16584910,General Purpose,2,75pF @ 1MHz,17A (8/20µs),,-55°C ~ 125°C (TJ),400W,No,,,Zener,,"13.3V, 7.5V","26V, 12V","12V (Max), 7V (Max)"
SM712-TP,MCC (Micro Commercial Components),TVS DIODE 12VWM 21VC SOT23,tvs-diodes,80365,0.69,"TO-236-3, SC-59, SOT-23-3",Surface Mount,Active,https://www.mccsemi.com/pdf/Products/SM712(SOT-23).pdf,https://www.digikey.com/en/products/detail/mcc-micro-commercial-components/SM712-TP/2783868,General Purpose,2,45pF @ 1MHz,5A (8/20µs),,-55°C ~ 150°C (TJ),400W,No,,,Zener,,13.3V,21V,12V (Max)
SM712.TCT,Semtech Corporation,TVS DIODE 12VWM 7VWM SOT233,tvs-diodes,76620,2.66,"TO-236-3, SC-59, SOT-23-3",Surface Mount,Active,,https://www.digikey.com/en/products/detail/semtech-corporation/SM712-TCT/1000933,RS-485,2,75pF @ 1MHz,17A (8/20µs),,-55°C ~ 125°C (TJ),400W,No,,,Zener,,"13.3V, 7.5V","26V, 12V","12V (Max), 7V (Max)"
SM712H-TP,MCC (Micro Commercial Components),TVS DIODE 12VWM 28VC SOT23,tvs-diodes,40793,0.87,"TO-236-3, SC-59, SOT-23-3",Surface Mount,Active,https://www.mccsemi.com/pdf/Products/SM712H(SOT-23).pdf,https://www.digikey.com/en/products/detail/mcc-micro-commercial-components/SM712H-TP/12177158,General Purpose,2,75pF @ 1MHz (Max),36A (8/20µs),,-55°C ~ 125°C (TJ),1000W (1kW),No,,,Zener,,13.3V,28V,12V (Max)
SM8S24AHE3_A/I,Vishay General Semiconductor - Diodes Division,TVS DIODE 24VWM 38.9VC DO218AB,tvs-diodes,13931,5.13,DO-218AB,Surface Mount,Active,https://www.vishay.com/docs/88387/sm8s.pdf,https://www.digikey.com/en/products/detail/vishay-general-semiconductor-diodes-division/SM8S24AHE3-A-I/6709961,,,,170A,Automotive,-55°C ~ 175°C (TJ),6600W (6.6kW),No,AEC-Q101,PAR®,Zener,1,26.7V,38.9V,24V
