MPN,Manufacturer,Description,Subcategory,Stock,Unit Price,Package,Mounting Type,Status,Datasheet URL,Product URL,Applications,Bidirectional Channels,Capacitance @ Frequency,Current - Peak Pulse (10/1000µs),Grade,Operating Temperature,Power - Peak Pulse,Power Line Protection,Qualification,Series,Type,Unidirectional Channels,Voltage - Breakdown (Min),Voltage - Clamping (Max) @ Ipp,Voltage - Reverse Standoff (Typ)
ESDA5-1F4,STMicroelectronics,TVS DIODE 5.5VWM 9VC 0201,tvs-diodes,5641,0.22,0201 (0603 Metric),Surface Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2149/ESDA5-1F4_DS.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/ESDA5-1F4/7313246,General Purpose,,110pF @ 1MHz,11A,,-55°C ~ 150°C (TJ),110W,No,,,Zener,1,5.8V,9V,5.5V
ESDA5V3L,STMicroelectronics,TVS DIODE 3VWM SOT23-3,tvs-diodes,256345,0.36,"TO-236-3, SC-59, SOT-23-3",Surface Mount,Active,https://www.st.com/resource/en/datasheet/cd00002057.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/ESDA5V3L/1037978,General Purpose,,,25A (8/20µs),,-40°C ~ 150°C (TJ),300W,No,,"ESDA, TRANSIL™",Zener,2,5.3V,,3V
ESDA5V3SC6,STMicroelectronics,TVS DIODE 3VWM SOT23-6,tvs-diodes,33977,0.53,SOT-23-6,Surface Mount,Active,https://www.st.com/resource/en/datasheet/cd00002055.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/ESDA5V3SC6/1037980,General Purpose,,,,,-40°C ~ 125°C (TA),500W,No,,"ESDA, TRANSIL™",Zener,4,5.3V,,3V
ESDA5WY,STMicroelectronics,TVS DIODE 5.5VWM 14.5V SOT3233,tvs-diodes,14640,0.14,"SC-70, SOT-323",Surface Mount,Active,https://www.st.com/resource/en/datasheet/esda5wy.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/ESDA5WY/24788152,Telecom,,4pF @ 1MHz,12A (8/20µs),Automotive,-55°C ~ 175°C (TJ),175W,No,AEC-Q101,,Zener,2,6V,14.5V,5.5V (Max)
ESDA6V1-5SC6,STMicroelectronics,TVS DIODE 3VWM SOT23-6,tvs-diodes,8734,0.56,SOT-23-6,Surface Mount,Active,https://www.st.com/resource/en/datasheet/cd00005102.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/ESDA6V1-5SC6/1037983,General Purpose,,,,,-40°C ~ 125°C (TA),100W,No,,"ESDA, TRANSIL™",Zener,5,6.1V,,3V
ESDA6V1-5SC6Y,STMicroelectronics,TVS DIODE 5.2VWM 11.4VC SOT23-6,tvs-diodes,36779,0.57,SOT-23-6,Surface Mount,Active,https://www.st.com/content/ccc/resource/technical/document/datasheet/group3/cf/58/f6/44/dc/90/4f/72/DM00342426/files/DM00342426.pdf/jcr:content/translations/en.DM00342426.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/ESDA6V1-5SC6Y/7348312,,,,7A (8/20µs),Automotive,-40°C ~ 150°C (TJ),80W,No,AEC-Q101,ESDA,Zener,5,6.1V,11.4V,5.2V
ESDA6V1-5W6,STMicroelectronics,TVS DIODE 3VWM SOT3236L,tvs-diodes,2604,0.6,"6-TSSOP, SC-88, SOT-363",Surface Mount,Active,https://www.st.com/resource/en/datasheet/cd00064033.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/ESDA6V1-5W6/1037984,General Purpose,,,,,-40°C ~ 125°C (TJ),100W,No,,"ESDA, TRANSIL™",Zener,5,6.1V,,3V
ESDA6V1BC6,STMicroelectronics,TVS DIODE 5VWM SOT23-6,tvs-diodes,16420,0.52,SOT-23-6,Surface Mount,Active,https://www.st.com/resource/en/datasheet/cd00001906.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/ESDA6V1BC6/1037985,General Purpose,4,,,,-40°C ~ 125°C (TA),80W,No,,"ESDA, TRANSIL™",Zener,,6.1V,,5V
ESDA6V1L,STMicroelectronics,TVS DIODE 5.25VWM SOT23-3,tvs-diodes,68849,0.36,"TO-236-3, SC-59, SOT-23-3",Surface Mount,Active,https://www.st.com/resource/en/datasheet/cd00002057.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/ESDA6V1L/634694,General Purpose,,,18A (8/20µs),,-40°C ~ 150°C (TJ),300W,No,,"ESDA, TRANSIL™",Zener,2,6.1V,,5.25V
ESDA6V1LY,STMicroelectronics,TVS DIODE 5.2VWM 16VC SOT23-3,tvs-diodes,53813,0.54,"TO-236-3, SC-59, SOT-23-3",Surface Mount,Active,https://www.st.com/resource/en/datasheet/dm00035279.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/ESDA6V1LY/3661705,,,,18A (8/20µs),Automotive,-40°C ~ 150°C (TJ),300W,No,AEC-Q101,"ESDAY, TRANSIL™",Zener,2,6.1V,16V,5.2V
ESDA6V1SC6,STMicroelectronics,TVS DIODE 5.25VWM SOT23-6,tvs-diodes,2578,0.56,SOT-23-6,Surface Mount,Active,https://www.st.com/resource/en/datasheet/cd00002055.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/ESDA6V1SC6/1037991,General Purpose,,,,,-40°C ~ 125°C (TA),400W,No,,"ESDA, TRANSIL™",Zener,4,6.1V,,5.25V
ESDA6V1W5,STMicroelectronics,TVS DIODE 3VWM SOT3235,tvs-diodes,2268,0.41,"5-TSSOP, SC-70-5, SOT-353",Surface Mount,Active,https://www.st.com/resource/en/datasheet/cd00064033.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/ESDA6V1W5/1037992,General Purpose,,,,,-40°C ~ 125°C (TJ),150W,No,,"ESDA, TRANSIL™",Zener,4,6.1V,,3V
ESDA7P120-1U1M,STMicroelectronics,TVS DIODE 5.5VWM 11.5VC 1610,tvs-diodes,71943,0.62,2-UDFN,Surface Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6464/ESDA7P60-1U1M.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/ESDA7P120-1U1M/6709858,General Purpose,,,120A (8/20µs),,-55°C ~ 150°C (TJ),1400W (1.4kW),No,,ESDA,Zener,1,6.4V,11.5V,5.5V
ESDA7P60-1U1M,STMicroelectronics,TVS DIODE 5VWM 11.6VC 1610,tvs-diodes,73375,0.54,2-UDFN,Surface Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6464/ESDA7P60-1U1M.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/ESDA7P60-1U1M/5768408,General Purpose,,,60A (8/20µs),,-55°C ~ 150°C (TJ),700W,No,,ESDA,Zener,1,6.4V,11.6V,5V
ESDA8P30-1T2,STMicroelectronics,TVS DIODE 6.3VWM 12VC SOD882T,tvs-diodes,70452,0.4,SOD-882,Surface Mount,Active,https://www.st.com/resource/en/datasheet/dm00491018.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/ESDA8P30-1T2/8593721,General Purpose,,,30A (8/20µs),,-55°C ~ 150°C (TJ),300W,No,,ESDA,Zener,1,6.9V,12V,6.3V
ESDALC6V1P5,STMicroelectronics,TVS DIODE 3VWM SOT665,tvs-diodes,70402,0.67,SOT-665,Surface Mount,Active,https://www.st.com/resource/en/datasheet/cd00130231.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/ESDALC6V1P5/691883,General Purpose,,,,,-40°C ~ 150°C (TJ),30W,No,,"ESDA, TRANSIL™",Zener,4,6.1V,,3V
ESDALC6V1W5,STMicroelectronics,TVS DIODE 3VWM SOT3235,tvs-diodes,25723,0.55,"5-TSSOP, SC-70-5, SOT-353",Surface Mount,Active,https://www.st.com/resource/en/datasheet/cd00002946.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/ESDALC6V1W5/1037997,General Purpose,,,,,-40°C ~ 150°C (TJ),25W,No,,"ESDA, TRANSIL™",Zener,4,6.1V,,3V
ESDALD05UD4X,WeEn Semiconductors,TVS DIODE 5VWM 16VC SOT236L,tvs-diodes,109150,0.3,SOT-23-6,Surface Mount,Active,https://www.ween-semi.com/datasheet/ESDALD05UD4.pdf,https://www.digikey.com/en/products/detail/ween-semiconductors/ESDALD05UD4X/15775768,"DVI, USB",,0.6pF @ 1MHz,5.5A (8/20µs),,-55°C ~ 150°C (TJ),88W,Yes,,,Steering (Rail to Rail),4,6V,16V,5V (Max)
ESDAVLC6-2BLY,STMicroelectronics,TVS DIODE 5VWM 17VC SOT23-3,tvs-diodes,19201,0.47,"TO-236-3, SC-59, SOT-23-3",Surface Mount,Active,https://www.st.com/resource/en/datasheet/esdavlc6-2bly.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/ESDAVLC6-2BLY/9866824,,2,0.95pF @ 1MHz,5.5A (8/20µs),Automotive,-55°C ~ 150°C (TJ),140W,No,AEC-Q101,ESDA,Zener,,6V,17V,5V
ESDCAN01-2BLY,STMicroelectronics,TVS DIODE 24VWM 40VC SOT23-3,tvs-diodes,15134,0.41,"TO-236-3, SC-59, SOT-23-3",Surface Mount,Active,,https://www.digikey.com/en/products/detail/stmicroelectronics/ESDCAN01-2BLY/5170751,CAN,2,30pF @ 1MHz,5.5A (8/20µs),Automotive,-55°C ~ 150°C (TJ),230W,No,AEC-Q101,,Zener,,25V,40V,24V (Max)
ESDCAN02-2BWY,STMicroelectronics,TVS DIODE 26.5VWM 44VC SOT3233,tvs-diodes,30474,0.45,"SC-70, SOT-323",Surface Mount,Active,https://www.st.com/resource/en/datasheet/esdcan06-2bwy.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/ESDCAN02-2BWY/5305265,CAN,2,3pF @ 1MHz,3A (8/20µs),Automotive,-55°C ~ 175°C (TJ),250W,No,AEC-Q101,,Zener,,28.5V,44V,26.5V (Max)
ESDCAN03-2BWY,STMicroelectronics,TVS DIODE 24VWM 41VC SOT3233,tvs-diodes,31745,0.47,"SC-70, SOT-323",Surface Mount,Active,https://www.st.com/resource/en/datasheet/esdcan06-2bwy.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/ESDCAN03-2BWY/5305266,CAN,2,3pF @ 1MHz,3A (8/20µs),Automotive,-55°C ~ 175°C (TJ),250W,No,AEC-Q101,,Zener,,26.5V,41V,24V (Max)
ESDCAN04-2BWY,STMicroelectronics,TVS DIODE 25.5VWM 43VC SOT3233,tvs-diodes,18271,0.35,"SC-70, SOT-323",Surface Mount,Active,https://www.st.com/resource/en/datasheet/esdcan03-2bwy.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/ESDCAN04-2BWY/9866887,CAN,2,,3.7A (8/20µs),Automotive,-55°C ~ 175°C (TJ),170W,No,AEC-Q101,,Zener,,27.5V,43V,25.5V
ESDCAN05-2BWY,STMicroelectronics,TVS DIODE 36VWM 61VC SOT3233,tvs-diodes,27758,0.47,"SC-70, SOT-323",Surface Mount,Active,https://www.st.com/resource/en/datasheet/esdcan06-2bwy.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/ESDCAN05-2BWY/7327798,CAN,2,,3A (8/20µs),Automotive,-55°C ~ 175°C (TJ),170W,No,AEC-Q101,,Zener,,39V,61V,36V
ESDCAN06-2BLY,STMicroelectronics,TVS DIODE 35VWM 59VC SOT23-3,tvs-diodes,41260,0.46,"TO-236-3, SC-59, SOT-23-3",Surface Mount,Active,,https://www.digikey.com/en/products/detail/stmicroelectronics/ESDCAN06-2BLY/10057117,CAN,2,13pF @ 1MHz,3A (8/20µs),Automotive,-40°C ~ 150°C (TJ),230W,No,AEC-Q101,,Zener,,38V,59V,35V
ESDCAN06-2BWY,STMicroelectronics,TVS DIODE 35VWM 59VC SOT3233,tvs-diodes,29005,0.43,"SC-70, SOT-323",Surface Mount,Active,https://www.st.com/resource/en/datasheet/esdcan06-2bwy.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/ESDCAN06-2BWY/7327799,CAN,2,,3A (8/20µs),Automotive,-55°C ~ 175°C (TJ),170W,No,AEC-Q101,,Zener,,38V,59V,35V
ESDCAN24-2BLY,STMicroelectronics,TVS DIODE 24VWM 40VC SOT23-3,tvs-diodes,220790,0.47,"TO-236-3, SC-59, SOT-23-3",Surface Mount,Active,https://www.st.com/resource/en/datasheet/esdcan24-2bly.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/ESDCAN24-2BLY/3661709,CAN,2,30pF @ 1MHz,5.5A (8/20µs),Automotive,-40°C ~ 150°C (TJ),230W,No,AEC-Q101,,Zener,,26.2V,40V,24V (Max)
ESDHSB3V3LBHE3-TP,MCC (Micro Commercial Components),TVS DIODE 3.3VWM 10VC DFN1006-2L,tvs-diodes,29980,0.37,0402 (1006 Metric),Surface Mount,Active,https://www.mccsemi.com/pdf/Products/ESDHSB3V3LBHE3(DFN1006-2L).pdf,https://www.digikey.com/en/products/detail/mcc-micro-commercial-components/ESDHSB3V3LBHE3-TP/24393946,General Purpose,1,29pF @ 1MHz,14A (8/20µs),Automotive,-55°C ~ 150°C (TJ),140W,No,AEC-Q101,,Zener,,3.7V,10V,3.3V (Max)
ESDHSBSLC3V3AE2-TP,MCC (Micro Commercial Components),TVS DIODE 3.3VWM 5VC 0201-A,tvs-diodes,10000,0.29,0201 (0603 Metric),Surface Mount,Active,https://www.mccsemi.com/pdf/Products/ESDHSBSLC3V3AE2(0201-A).pdf,https://www.digikey.com/en/products/detail/mcc-micro-commercial-components/ESDHSBSLC3V3AE2-TP/24393895,General Purpose,1,0.6pF @ 1MHz,10A (8/20µs),,-55°C ~ 125°C (TJ),50W,No,,,Zener,,3.5V,5V (Typ),3.3V (Max)
ESDL031-1BF4,STMicroelectronics,TVS DIODE 3.3VWM 7VC ST0201,tvs-diodes,19138,0.17,0201 (0603 Metric),Surface Mount,Active,https://www.st.com/resource/en/datasheet/dm00648694.pdf,https://www.digikey.com/en/products/detail/stmicroelectronics/ESDL031-1BF4/11591247,,1,10pF @ 1MHz,7A (8/20µs),Automotive,-55°C ~ 150°C (TJ),45W,No,,ESDL,Zener,,5V,7V,3.3V (Max)
ESDL2012MX4T5G,onsemi,TVS DIODE 1VWM 5.2VC 2DFN,tvs-diodes,200639,0.27,0201 (0603 Metric),Surface Mount,Active,,https://www.digikey.com/en/products/detail/onsemi/ESDL2012MX4T5G/12528455,USB,1,0.18pF @ 1MHz,8A,,-55°C ~ 150°C (TJ),,No,,,Zener,,1.4V,5.2V,1V (Max)
ESDL2031MX4T5G,onsemi,TVS DIODE 4VWM 8VC 2DFN,tvs-diodes,46404,0.32,0201 (0603 Metric),Surface Mount,Active,,https://www.digikey.com/en/products/detail/onsemi/ESDL2031MX4T5G/9695418,"HDMI, USB",1,0.4pF @ 1MHz,9.75A (8/20µs),,-55°C ~ 125°C (TJ),72W,No,,,Zener,,5.1V,8V,4V (Max)
ESDLC12VLB-TP,MCC (Micro Commercial Components),TVS DIODE 12VWM 20VC 2DFN1006,tvs-diodes,6297,0.26,0402 (1006 Metric),Surface Mount,Active,https://www.mccsemi.com/pdf/Products/ESDLC12VLB(DFN1006-2).pdf,https://www.digikey.com/en/products/detail/mcc-micro-commercial-components/ESDLC12VLB-TP/12177183,General Purpose,1,7pF @ 1MHz (Max),5A (8/20µs),,-55°C ~ 125°C (TJ),100W,No,,,Zener,,13.3V,20V,12V (Max)
ESDLC15VLB-TP,MCC (Micro Commercial Components),TVS DIODE 15VWM 25VC 2DFN1006,tvs-diodes,6119,0.38,0402 (1006 Metric),Surface Mount,Active,https://www.mccsemi.com/pdf/Products/ESDLC15VLB(DFN1006-2).pdf,https://www.digikey.com/en/products/detail/mcc-micro-commercial-components/ESDLC15VLB-TP/16032672,General Purpose,1,5pF @ 1MHz,6A (8/20µs),,-55°C ~ 125°C (TJ),150W,No,,,Zener,,16.2V,25V,15V (Max)
ESDLC3V3D3B-TP,MCC (Micro Commercial Components),TVS DIODE 3.3VWM 36VC SOD323,tvs-diodes,30314,1.25,"SC-76, SOD-323",Surface Mount,Active,https://www.mccsemi.com/pdf/Products/ESDLC3V3D3B~ESDLC12VD3B(SOD-323).pdf,https://www.digikey.com/en/products/detail/mcc-micro-commercial-components/ESDLC3V3D3B-TP/2512798,General Purpose,1,4.5pF @ 1MHz,28A (8/20µs),,-55°C ~ 150°C (TJ),350W,No,,,Zener,,4V,36V,3.3V
ESDLC5V0D3-TP,MCC (Micro Commercial Components),TVS DIODE 5VWM 32VC SOD323,tvs-diodes,152783,1.25,"SC-76, SOD-323",Surface Mount,Active,https://www.mccsemi.com/pdf/Products/ESDLC5V0D3(SOD-323).pdf,https://www.digikey.com/en/products/detail/mcc-micro-commercial-components/ESDLC5V0D3-TP/2512799,General Purpose,,5pF @ 1MHz,21A (8/20µs),,-55°C ~ 150°C (TJ),350W,No,,,Zener,1,6V,32V,5V
ESDLC5V0D9-TP,MCC (Micro Commercial Components),TVS DIODE 5VWM 9.8VC SOD923,tvs-diodes,9654,0.56,SOD-923,Surface Mount,Active,https://www.mccsemi.com/pdf/Products/ESDLC5V0D9(SOD-923).pdf,https://www.digikey.com/en/products/detail/mcc-micro-commercial-components/ESDLC5V0D9-TP/2783857,General Purpose,,0.5pF @ 1MHz,1A (8/20µs),,-55°C ~ 150°C (TJ),100W,No,,,Zener,1,5.4V,9.8V,5V (Max)
ESDM2033MX4T5G,onsemi,TVS DIODE 3.3VWM 6.5VC 2DFN,tvs-diodes,26960,0.31,0201 (0603 Metric),Surface Mount,Active,,https://www.digikey.com/en/products/detail/onsemi/ESDM2033MX4T5G/12528459,General Purpose,1,5.5pF @ 1MHz (Max),16A,,-55°C ~ 125°C (TJ),,Yes,,,Zener,,3.68V,6.5V (Typ),3.3V (Max)
ESDONCAN1LT1G,onsemi,TVS DIODE 24VWM 50VC SOT233,tvs-diodes,72592,0.56,"TO-236-3, SC-59, SOT-23-3",Surface Mount,Active,,https://www.digikey.com/en/products/detail/onsemi/ESDONCAN1LT1G/4847673,CAN,2,10pF @ 1MHz,3A (8/20µs),,-55°C ~ 150°C (TJ),,No,,,Zener,,26.2V,50V,24V (Min)
ESDONCAN1LT3G,onsemi,TVS DIODE 24VWM 50VC SOT233,tvs-diodes,7120,0.55,"TO-236-3, SC-59, SOT-23-3",Surface Mount,Active,,https://www.digikey.com/en/products/detail/onsemi/ESDONCAN1LT3G/4847674,CAN,2,10pF @ 1MHz,3A (8/20µs),,-55°C ~ 150°C (TJ),,No,,,Zener,,26.2V,50V,24V (Min)
ESDR0502BT1G,onsemi,TVS DIODE 5VWM 15V SC75 SOT416,tvs-diodes,1348,0.47,"SC-75, SOT-416",Surface Mount,Active,,https://www.digikey.com/en/products/detail/onsemi/ESDR0502BT1G/2401300,General Purpose,,"0.5pF @ 1MHz, 0.25pF @ 1MHz",2A (8/20µs),,-55°C ~ 150°C (TJ),20W,No,,,Zener,2,5.8V,15V,5V (Max)
ESDR0502NMUTAG,onsemi,TVS DIODE 5.5VWM 6UDFN,tvs-diodes,2228,0.42,6-UFDFN,Surface Mount,Active,,https://www.digikey.com/en/products/detail/onsemi/ESDR0502NMUTAG/5404305,Ethernet,,0.3pF @ 1MHz,,,-40°C ~ 125°C (TJ),100W,Yes,,,Steering (Rail to Rail),3,6V,,5.5V (Max)
ESDR0502NMUTBG,onsemi,TVS DIODE 5.5VWM 6UDFN,tvs-diodes,49452,0.41,6-UFDFN,Surface Mount,Active,,https://www.digikey.com/en/products/detail/onsemi/ESDR0502NMUTBG/2271457,Ethernet,,0.3pF @ 1MHz,,,-40°C ~ 125°C (TJ),100W,Yes,,,Steering (Rail to Rail),3,6V,,5.5V (Max)
ESDS302DBVR,Texas Instruments,TVS DIODE 3.6VWM 6VC SOT23-5,tvs-diodes,14942,0.86,"SC-74A, SOT-753",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/ESDS302DBVR/9659606,General Purpose,,2.3pF @ 1MHz,12A (8/20µs),,-40°C ~ 125°C (TA),85W,No,,,Zener,2,4.5V,6V (Typ),3.6V (Max)
ESDS304DBVR,Texas Instruments,TVS DIODE 3.6VWM 6VC SOT23-5,tvs-diodes,39586,0.94,"SC-74A, SOT-753",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/ESDS304DBVR/9659607,General Purpose,,2.3pF @ 1MHz,12A (8/20µs),,-40°C ~ 125°C (TA),85W,No,,,Zener,4,4.5V,6V (Typ),3.6V (Max)
ESDS312DBVR,Texas Instruments,TVS DIODE 3.6VWM 6.5VC SOT23-5,tvs-diodes,16336,0.79,"SC-74A, SOT-753",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/ESDS312DBVR/9655797,General Purpose,,4.5pF @ 1MHz,25A (8/20µs),,-40°C ~ 125°C (TA),170W,No,,,Zener,2,4.5V,6.5V (Typ),3.6V (Max)
ESDS314DBVR,Texas Instruments,TVS DIODE 3.6VWM 6.5VC SOT23-5,tvs-diodes,193216,1.08,"SC-74A, SOT-753",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/ESDS314DBVR/9655798,General Purpose,,4.5pF @ 1MHz,25A (8/20µs),,-40°C ~ 125°C (TA),170W,No,,,Zener,4,4.5V,6.5V (Typ),3.6V (Max)
ESDSB5V0T2BHE3-TP,MCC (Micro Commercial Components),TVS DIODE 5VWM 17VC SOT23,tvs-diodes,1828,0.42,"TO-236-3, SC-59, SOT-23-3",Surface Mount,Active,https://www.mccsemi.com/pdf/Products/ESDSB5V0T2BHE3(SOT-23).pdf,https://www.digikey.com/en/products/detail/mcc-micro-commercial-components/ESDSB5V0T2BHE3-TP/21357476,General Purpose,2,50pF @ 1MHz,24A (8/20µs),Automotive,-55°C ~ 150°C (TJ),400W,No,AEC-Q101,,Zener,,6V,17V,5V (Max)
ESDSB5V5LB-TP,MCC (Micro Commercial Components),TVS DIODE 5.5VWM 12VC 2DFN1006,tvs-diodes,6851,0.18,0402 (1006 Metric),Surface Mount,Active,https://www.mccsemi.com/pdf/Products/ESDSB5V5LB(DFN1006-2).pdf,https://www.digikey.com/en/products/detail/mcc-micro-commercial-components/ESDSB5V5LB-TP/17951322,General Purpose,1,10pF @ 1MHz,6A (8/20µs),,-55°C ~ 125°C (TJ),72W,No,,,Zener,,6.1V,12V,5.5V (Max)
ESDSBLC15VLB-TP,MCC (Micro Commercial Components),TVS DIODE 15VWM 23VC 2-DFN1006,tvs-diodes,10341,0.27,0402 (1006 Metric),Surface Mount,Active,https://www.mccsemi.com/pdf/Products/ESDSBLC15VLB(DFN1006-2).pdf,https://www.digikey.com/en/products/detail/mcc-micro-commercial-components/ESDSBLC15VLB-TP/24393923,General Purpose,1,5pF @ 1MHz,6A (8/20µs),,-40°C ~ 125°C (TJ),140W,No,,,Zener,,15.5V,23V,15V (Max)
ESDSBLC24VD5B-TP,MCC (Micro Commercial Components),"ESD,24V,SOD-523",tvs-diodes,38575,0.28,"SC-79, SOD-523",Surface Mount,Active,https://www.mccsemi.com/pdf/Products/ESDSBLC24VD5B(SOD-523).pdf,https://www.digikey.com/en/products/detail/mcc-micro-commercial-components/ESDSBLC24VD5B-TP/25889055,General Purpose,1,5pF @ 1MHz,5A (8/20µs),,-55°C ~ 125°C (TJ),160W,No,,,Zener,,25V,32V,24V (Max)
ESDSBLC48VLB-TP,MCC (Micro Commercial Components),"ESD 48V,DFN1006-2",tvs-diodes,17984,0.47,0402 (1006 Metric),Surface Mount,Active,https://www.mccsemi.com/pdf/Products/ESDSBLC48VLB(DFN1006-2).pdf,https://www.digikey.com/en/products/detail/mcc-micro-commercial-components/ESDSBLC48VLB-TP/26858644,General Purpose,1,2.5pF @ 1MHz,4A (8/20µs),,-55°C ~ 125°C (TJ),240W,No,,,Zener,,50V,60V,48V (Max)
ESDSBSLC3V3LT-TP,MCC (Micro Commercial Components),TVS DIODE 3.3VWM 5VC DFN10063,tvs-diodes,5488,0.25,"SC-101, SOT-883",Surface Mount,Active,https://www.mccsemi.com/pdf/Products/ESDSBSLC3V3LT(DFN1006-3B).pdf,https://www.digikey.com/en/products/detail/mcc-micro-commercial-components/ESDSBSLC3V3LT-TP/25618851,General Purpose,,1pF @ 1MHz,13A (8/20µs),,-55°C ~ 125°C (TJ),65W,Yes,,,Steering (Rail to Rail),2,3.5V,5V,3.3V (Max)
