MPN,Manufacturer,Description,Subcategory,Stock,Unit Price,Package,Mounting Type,Status,Datasheet URL,Product URL,Features,Operating Temperature,Output Type,Power - Rated,Sensing Range,Sensitivity,Sensor Type,Series,Termination
PCC423AR-20-J9T2A,Amphenol Wilcoxon Sensing Technologies,ACCEL 4-20MA SENSORS 16,magnetic-sensors-hall-effect-digital-switch-linear,0,731.99,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PCC423AR-20-J9T2A/13148288,,-40°C ~ 105°C,Analog,,,,Acceleration,PCC423,Wire Leads
PCC423VP-05-J10,Amphenol Wilcoxon Sensing Technologies,ACCEL 4-20MA SENSORS 16,magnetic-sensors-hall-effect-digital-switch-linear,0,709.77,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PCC423VP-05-J10/13148515,,-40°C ~ 105°C,Analog,,,,Vibration,PCC423,Wire Leads
PCC423VP-05-J9T2A,Amphenol Wilcoxon Sensing Technologies,ACCEL 4-20MA SENSORS 16,magnetic-sensors-hall-effect-digital-switch-linear,0,731.99,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PCC423VP-05-J9T2A/13148733,,-40°C ~ 105°C,Analog,,,,Vibration,PCC423,Wire Leads
PCC423VP-10-J10,Amphenol Wilcoxon Sensing Technologies,ACCEL 4-20MA SENSORS 16,magnetic-sensors-hall-effect-digital-switch-linear,0,709.77,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PCC423VP-10-J10/13148309,,-40°C ~ 105°C,Analog,,,,Vibration,PCC423,Wire Leads
PCC423VP-10-J9T2A,Amphenol Wilcoxon Sensing Technologies,ACCEL 4-20MA SENSORS 16,magnetic-sensors-hall-effect-digital-switch-linear,0,731.99,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PCC423VP-10-J9T2A/13148251,,-40°C ~ 105°C,Analog,,,,Vibration,PCC423,Wire Leads
PCC423VP-20-J10,Amphenol Wilcoxon Sensing Technologies,ACCEL 4-20MA SENSORS 16,magnetic-sensors-hall-effect-digital-switch-linear,0,709.77,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PCC423VP-20-J10/13148393,,-40°C ~ 105°C,Analog,,,,Vibration,PCC423,Wire Leads
PCC423VP-20-J9T2A,Amphenol Wilcoxon Sensing Technologies,ACCEL 4-20MA SENSORS 16,magnetic-sensors-hall-effect-digital-switch-linear,0,731.99,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PCC423VP-20-J9T2A/13148705,,-40°C ~ 105°C,Analog,,,,Vibration,PCC423,Wire Leads
PCC423VP-50-J10,Amphenol Wilcoxon Sensing Technologies,ACCEL 4-20MA SENSORS 16,magnetic-sensors-hall-effect-digital-switch-linear,0,709.77,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PCC423VP-50-J10/13148646,,-40°C ~ 105°C,Analog,,,,Vibration,PCC423,Wire Leads
PCC423VP-50-J9T2A,Amphenol Wilcoxon Sensing Technologies,ACCEL 4-20MA SENSORS 16,magnetic-sensors-hall-effect-digital-switch-linear,0,731.99,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PCC423VP-50-J9T2A/13148651,,-40°C ~ 105°C,Analog,,,,Vibration,PCC423,Wire Leads
PCC423VR-05-J10,Amphenol Wilcoxon Sensing Technologies,ACCEL 4-20MA SENSORS 16,magnetic-sensors-hall-effect-digital-switch-linear,0,709.77,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PCC423VR-05-J10/13148332,,-40°C ~ 105°C,Analog,,,,Vibration,PCC423,Wire Leads
PCC423VR-05-J9T2A,Amphenol Wilcoxon Sensing Technologies,ACCEL 4-20MA SENSORS 16,magnetic-sensors-hall-effect-digital-switch-linear,0,731.99,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PCC423VR-05-J9T2A/13148375,,-40°C ~ 105°C,Analog,,,,Vibration,PCC423,Wire Leads
PCC423VR-10-J10,Amphenol Wilcoxon Sensing Technologies,ACCEL 4-20MA SENSORS 16,magnetic-sensors-hall-effect-digital-switch-linear,0,709.77,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PCC423VR-10-J10/13148388,,-40°C ~ 105°C,Analog,,,,Vibration,PCC423,Wire Leads
PCC423VR-10-J9T2A,Amphenol Wilcoxon Sensing Technologies,ACCEL 4-20MA SENSORS 16,magnetic-sensors-hall-effect-digital-switch-linear,0,731.99,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PCC423VR-10-J9T2A/13148408,,-40°C ~ 105°C,Analog,,,,Vibration,PCC423,Wire Leads
PCC423VR-20-J10,Amphenol Wilcoxon Sensing Technologies,ACCEL 4-20MA SENSORS 16,magnetic-sensors-hall-effect-digital-switch-linear,0,709.77,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PCC423VR-20-J10/13148436,,-40°C ~ 105°C,Analog,,,,Vibration,PCC423,Wire Leads
PCC423VR-20-J9T2A,Amphenol Wilcoxon Sensing Technologies,ACCEL 4-20MA SENSORS 16,magnetic-sensors-hall-effect-digital-switch-linear,0,731.99,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PCC423VR-20-J9T2A/13148694,,-40°C ~ 105°C,Analog,,,,Vibration,PCC423,Wire Leads
PCC423VR-50-J10,Amphenol Wilcoxon Sensing Technologies,ACCEL 4-20MA SENSORS 16,magnetic-sensors-hall-effect-digital-switch-linear,0,709.77,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PCC423VR-50-J10/13148247,,-40°C ~ 105°C,Analog,,,,Vibration,PCC423,Wire Leads
PCC423VR-50-J9T2A,Amphenol Wilcoxon Sensing Technologies,ACCEL 4-20MA SENSORS 16,magnetic-sensors-hall-effect-digital-switch-linear,0,731.99,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PCC423VR-50-J9T2A/13148319,,-40°C ~ 105°C,Analog,,,,Vibration,PCC423,Wire Leads
PCH420V-M12,Amphenol Wilcoxon Sensing Technologies,VIBRATION SENSOR HART-ENABLED,magnetic-sensors-hall-effect-digital-switch-linear,1,952.69,Module,Connector,Active,,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PCH420V-M12/9947290,,-40°C ~ 105°C,Analog,,,,Vibration,PCH420V,
PCH420V-M12-HZ,Amphenol Wilcoxon Sensing Technologies,VIBRATION SENSOR HART-ENABLED,magnetic-sensors-hall-effect-digital-switch-linear,1,1.0,Module,Connector,Active,,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PCH420V-M12-HZ/10107182,,-40°C ~ 105°C,Analog,,,,Vibration,PCH420V,
PCH420V-R6,Amphenol Wilcoxon Sensing Technologies,VIBRATION SENSOR HART-ENABLED,magnetic-sensors-hall-effect-digital-switch-linear,0,963.26,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PCH420V-R6/13148383,,-40°C ~ 105°C,Analog,,,,Vibration,PCH420V,Connector
PCH420V-R6-HZ,Amphenol Wilcoxon Sensing Technologies,VIBRATION SENSOR HART-ENABLED,magnetic-sensors-hall-effect-digital-switch-linear,0,1.0,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/PCH420V-R6-HZ/13148212,,-40°C ~ 105°C,Analog,,,,Vibration,PCH420V,Connector
PPA-1012,Mide Technology Corporation,PIEZO ENERGY HARVESTER 120NF,magnetic-sensors-hall-effect-digital-switch-linear,0,0.0,Cantilever Magneto Film (Wafer),Chassis Mount,Discontinued at DigiKey,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/892/PPA_Prod_DS_Man.pdf,https://www.digikey.com/en/products/detail/mide-technology-corporation/PPA-1012/6190297,"Piezoelectric Vibration Energy Harvesting, Hermetically Sealed",,Voltage,,,,"Vibration, Piezo Film",PPA,Solder Pads
PPA-1014,Mide Technology Corporation,PIEZO ENERGY HARVESTER 40NF,magnetic-sensors-hall-effect-digital-switch-linear,0,0.0,Cantilever Magneto Film (Wafer),Chassis Mount,Discontinued at DigiKey,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/892/PPA_Prod_DS_Man.pdf,https://www.digikey.com/en/products/detail/mide-technology-corporation/PPA-1014/6190298,"Piezoelectric Vibration Energy Harvesting, Hermetically Sealed",,Voltage,,,,"Vibration, Piezo Film",PPA,Solder Pads
PPA-1021,Mide Technology Corporation,PIEZO ENERGY HARVESTER 22NF,magnetic-sensors-hall-effect-digital-switch-linear,0,0.0,Cantilever Magneto Film (Wafer),Chassis Mount,Discontinued at DigiKey,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/892/PPA_Prod_DS_Man.pdf,https://www.digikey.com/en/products/detail/mide-technology-corporation/PPA-1021/6190299,"Piezoelectric Vibration Energy Harvesting, Hermetically Sealed",,Voltage,,,,"Vibration, Piezo Film",PPA,Solder Pads
PPA-1022,Mide Technology Corporation,PIEZO ENERGY HARVESTER 7NF,magnetic-sensors-hall-effect-digital-switch-linear,0,0.0,Cantilever Magneto Film (Wafer),Chassis Mount,Discontinued at DigiKey,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/892/PPA_Prod_DS_Man.pdf,https://www.digikey.com/en/products/detail/mide-technology-corporation/PPA-1022/6190300,"Piezoelectric Vibration Energy Harvesting, Hermetically Sealed",,Voltage,,,,"Vibration, Piezo Film",PPA,Solder Pads
PR49-24E,National Control Devices,WIRELESS VIBRATION SENSOR,magnetic-sensors-hall-effect-digital-switch-linear,5,237.95,IoT Finished Device,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/national-control-devices/PR49-24E/11306183,,,,,±16g,,Vibration,PR49,
PR52-33N,National Control Devices,WIRELESS VIBRATION SENSOR,magnetic-sensors-hall-effect-digital-switch-linear,5,329.95,IoT Finished Device,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/national-control-devices/PR52-33N/11306138,,-40°C ~ 85°C,,,±32g,,Vibration,PR52,
PR55-67A,National Control Devices,IoT Wireless Vibration Sensor,magnetic-sensors-hall-effect-digital-switch-linear,49,369.95,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/national-control-devices/PR55-67A/16653208,,-40°C ~ 105°C,,,±16g,,"Vibration, Acceleration",PR55,
PR63-3,National Control Devices,3 Axis Wireless Vibration Temper,magnetic-sensors-hall-effect-digital-switch-linear,25,379.95,-,-,Active,,https://www.digikey.com/en/products/detail/national-control-devices/PR63-3/28223023,,,,,,,,*,
QA-SCOPS-SK-VIBR,Scops.ai,Vibration Kit + 1yr subscription,magnetic-sensors-hall-effect-digital-switch-linear,5,1.0,Box,Surface Mount,Active,,https://www.digikey.com/en/products/detail/scops-ai/QA-SCOPS-SK-VIBR/26865433,Waterproof,-20°C ~ 60°C,LoRaWAN,3.6V,"±2g, ±4g, ±8g",10mV/g,"Accelerometer, 3 Axis",VS23,
S26NS5C1,PRIMO COMPANY LIMITED,1-AXIS ANLG ACCELERATION -34DB,magnetic-sensors-hall-effect-digital-switch-linear,495,44.17,Box,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/primo-company-limited/S26NS5C1/25870559,,-10°C ~ 60°C,Analog,3.3V / 550µA,100Hz ~ 1kHz,-34db ±4dB/100Hz,Acceleration,,Wire Leads
S27NS5C1,PRIMO COMPANY LIMITED,1-AXIS ANLG ACCELERATION -50DB,magnetic-sensors-hall-effect-digital-switch-linear,495,44.17,Box,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/primo-company-limited/S27NS5C1/25870805,,-10°C ~ 60°C,Analog,3.3V / 550µA,100Hz ~ 4kHz,-50dB ±3dB/100Hz,Acceleration,,Wire Leads
S28NS5C1,PRIMO COMPANY LIMITED,1-AXIS ANLG ACCELERATION -25DB,magnetic-sensors-hall-effect-digital-switch-linear,484,34.16,Box,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/primo-company-limited/S28NS5C1/25870406,,-10°C ~ 60°C,Analog,3.3V / 400µA,100Hz ~ 1kHz,-25dB ±3dB/100Hz,Acceleration,,Wire Leads
S29NS5C1,PRIMO COMPANY LIMITED,1-AXIS ANLG ACCELERATION -45dB,magnetic-sensors-hall-effect-digital-switch-linear,497,38.89,Box,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/primo-company-limited/S29NS5C1/25870266,,-10°C ~ 60°C,Analog,3.3V / 400µA,100Hz ~ 4kHz,-45dB ±3dB/100Hz,Acceleration,,Wire Leads
SDV01-003,Goertek Microelectronics Inc.,SENSOR VIBRATION DGTL 6LGA,magnetic-sensors-hall-effect-digital-switch-linear,2986,3.58,6-LFLGA Module,Surface Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6255/SDV01_003.pdf,https://www.digikey.com/en/products/detail/goertek-microelectronics-inc/SDV01-003/15929617,,-30°C ~ 70°C,Digital,1.6V ~ 3.6V / 125µA,,-15dBV/g,Vibration,,
SEN0433,DFRobot,VIBRATION SENSOR MODULE FOR ARDU,magnetic-sensors-hall-effect-digital-switch-linear,11,4.5,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/dfrobot/SEN0433/14322613,,,Digital,5V ~ 15V / 6mA,,,Vibration,,Connector
SK-VIB-AX-3D-10G-XR-SCM-OUT,Beanair Sensors,StarterKit  Wireless Vibration S,magnetic-sensors-hall-effect-digital-switch-linear,4,690.0,Box,Chassis Mount,Active,https://www.wireless-iot-sensors.beanair.com/files/Datasheet-Starter-Kit-Vibration-Sensor-AX-3D-10G-Xrange-Outdoor.pdf,https://www.digikey.com/en/products/detail/beanair-sensors/SK-VIB-AX-3D-10G-XR-SCM-OUT/24372725,Waterproof,-40°C ~ 60°C,Wireless,12V ~ 30V,±10g,,Vibration,,Connector
SK-VIB-AX-3D-2G-XR-SCM-OUT,Beanair Sensors,StarterKit  Wireless Vibration S,magnetic-sensors-hall-effect-digital-switch-linear,4,670.0,Box,Chassis Mount,Active,https://www.wireless-iot-sensors.beanair.com/files/Datasheet-Starter-Kit-Vibration-Sensor-AX-3D-2G-Xrange-Outdoor.pdf,https://www.digikey.com/en/products/detail/beanair-sensors/SK-VIB-AX-3D-2G-XR-SCM-OUT/24372730,Waterproof,-40°C ~ 60°C,Wireless,12V ~ 30V,±2g,,Vibration,,Connector
SK-VIB-AX-3D-SR-SCM-OUT,Beanair Sensors,StarterKit  Wireless Vibration S,magnetic-sensors-hall-effect-digital-switch-linear,2,690.0,Box,Chassis Mount,Active,https://www.wireless-iot-sensors.beanair.com/files/Datasheet-Starter-Kit-wireless-and-ultra-noise-vibration-Sensor-AX-3D-SR-Outdoor.pdf,https://www.digikey.com/en/products/detail/beanair-sensors/SK-VIB-AX-3D-SR-SCM-OUT/24372731,Waterproof,-40°C ~ 60°C,Wireless,12V ~ 30V,±2g,,Vibration,,Connector
SK-VIBRATION-AX-3D-SR,Beanair Sensors,SK WIRELESS VIBRATION SENSOR 1.,magnetic-sensors-hall-effect-digital-switch-linear,13,515.0,Module,Chassis Mount,Active,https://www.wireless-iot-sensors.beanair.com/files/Datasheet-StarterKit-wireless-and-ultra-noise-vibration-Sensor-AX-3D-SR.pdf,https://www.digikey.com/en/products/detail/beanair-sensors/SK-VIBRATION-AX-3D-SR/17101665,High Frequency,,,,"±1.2g, ±2.4g",,Vibration,,Connector
SK-VIBRATION-AX-3D-XR-10G,Beanair Sensors,SK WIRELESS VIBRATION 10G,magnetic-sensors-hall-effect-digital-switch-linear,10,585.0,Module,Chassis Mount,Active,https://www.wireless-iot-sensors.beanair.com/files/Datasheet-StarterKit-Vibration-Sensor-AX-3D-10G-Xrange.pdf,https://www.digikey.com/en/products/detail/beanair-sensors/SK-VIBRATION-AX-3D-XR-10G/17101663,High Frequency,,"LAN, Wireless",,±10g,,Vibration,,Connector
SK-VIBRATION-AX-3D-XR-2G,Beanair Sensors,SK WIRELESS VIBRATION 2G,magnetic-sensors-hall-effect-digital-switch-linear,9,565.0,Module,Chassis Mount,Active,https://www.wireless-iot-sensors.beanair.com/files/Datasheet-StarterKit-Vibration-Sensor-AX-3D-2G-Xrange.pdf,https://www.digikey.com/en/products/detail/beanair-sensors/SK-VIBRATION-AX-3D-XR-2G/17101680,High Frequency,,"LAN, Wireless",,±2g,,Vibration,,Connector
SV01-003,Goertek Microelectronics Inc.,SENSOR VIBRATION ANALOG 6LGA,magnetic-sensors-hall-effect-digital-switch-linear,2469,3.46,Module,Surface Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/5340/SV01-003.pdf,https://www.digikey.com/en/products/detail/goertek-microelectronics-inc/SV01-003/15929616,,-30°C ~ 70°C,Analog,1.52V ~ 1.89V / 50μA,50Hz ~ 4kHz,-25dBV/g,Vibration,,
SVT200-A,Broadsens Corporation,wireless accelerometer vibration,magnetic-sensors-hall-effect-digital-switch-linear,218,229.0,Module,"Screw Mount, Magnet, Mounting Hole",Active,https://www.broadsens.com/products/datasheet/SVT200-A%20data%20sheet.pdf,https://www.digikey.com/en/products/detail/broadsens-corporation/SVT200-A/15288286,"Intrinsically Safe, Low Power, Waterproof, Wireless",-55°C ~ 85°C,Digital,3.0 V ~ 5.5 V / 350µA,±2g ~ ±8g,0.3052mg/LSB,Accelerometer,SVT,
SVT200-V,Broadsens Corporation,wireless vibration sensor,magnetic-sensors-hall-effect-digital-switch-linear,435,229.0,Module,Chassis Mount,Active,https://www.broadsens.com/products/datasheet/SVT200-V%20data%20sheet.pdf?05978e&05978e,https://www.digikey.com/en/products/detail/broadsens-corporation/SVT200-V/15771628,,-40°C ~ 85°C,"I2C, SPI",,"±2g, ±4g, ±8g",,"Vibration, Acceleration",,
SVT300-A-A,Broadsens Corporation,Wireless vibration sensor,magnetic-sensors-hall-effect-digital-switch-linear,281,259.0,Module,Chassis Mount,Active,https://www.broadsens.com/products/datasheet/SVT300-A%20data%20sheet.pdf?05978e&05978e,https://www.digikey.com/en/products/detail/broadsens-corporation/SVT300-A-A/15908617,,-40°C ~ 85°C,,,±2g ~ ±16g,,"Vibration, Acceleration",,
SVT300-V,Broadsens Corporation,Wireless vibration sensor,magnetic-sensors-hall-effect-digital-switch-linear,145,259.0,Module,"Screw Mount, Magnet, Mounting Hole",Active,https://www.broadsens.com/products/datasheet/SVT-V%20series%20sensor%20datasheet.pdf,https://www.digikey.com/en/products/detail/broadsens-corporation/SVT300-V/25586205,"Intrinsically Safe, Low Power, Waterproof, Wireless",-55°C ~ 85°C,Wireless,3.6V,±2g ~ ±16g,0.3052mg/LSB,Accelerometer,,
SVT400-A-A,Broadsens Corporation,Wireless vibration sensor,magnetic-sensors-hall-effect-digital-switch-linear,118,299.0,Module,Chassis Mount,Active,,https://www.digikey.com/en/products/detail/broadsens-corporation/SVT400-A-A/15908620,,-40°C ~ 85°C,,,±8g ~ ±64g,,"Vibration, Acceleration",,
TK-09-CPD01-NRA/DP,Micro-Measurements (Division of Vishay Precision Group),TK-09-CPD01-NRA/DP CRACK PROP GA,magnetic-sensors-hall-effect-digital-switch-linear,0,459.7,-,-,Active,,https://www.digikey.com/en/products/detail/micro-measurements-division-of-vishay-precision-group/TK-09-CPD01-NRA-DP/5903333,,,,,,,,*,
USEVJV10AK0100,KEMET,VS-JV10A CABLE MAGNET STUD KIT,magnetic-sensors-hall-effect-digital-switch-linear,2,945.24,-,-,Active,https://www.waldomemea.com/productfiles/mf-kem/kem-usevjv10ak0100-52389834.pdf,https://www.digikey.com/en/products/detail/wec/USEVJV10AK0100/29337678,,,,,,,,*,
V20W,Mide Technology Corporation,PIEZOELECTRIC ENERGY HARVESTER,magnetic-sensors-hall-effect-digital-switch-linear,0,0.0,Cantilever Piezo Film (Wafer),Through Hole,Discontinued at DigiKey,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/416/Volture.pdf,https://www.digikey.com/en/products/detail/mide-technology-corporation/V20W/2402861,"Piezoelectric Vibration Energy Harvesting, Hermetically Sealed",-40°C ~ 90°C,Analog,,75Hz ~ 175Hz,,Acceleration,Volture™,PC Pins
V21B,Mide Technology Corporation,PIEZOELECTRIC ENERGY HARVESTER,magnetic-sensors-hall-effect-digital-switch-linear,0,0.0,Cantilever Piezo Film (Wafer),Through Hole,Discontinued at DigiKey,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/416/Volture.pdf,https://www.digikey.com/en/products/detail/mide-technology-corporation/V21B/2402859,"Piezoelectric Vibration Energy Harvesting, Hermetically Sealed",-40°C ~ 90°C,Analog,,80Hz ~ 205Hz,,Acceleration,Volture™,PC Pins
V21BL,Mide Technology Corporation,PIEZOELECTRIC ENERGY HARVESTER,magnetic-sensors-hall-effect-digital-switch-linear,0,0.0,Cantilever Piezo Film (Wafer),Through Hole,Discontinued at DigiKey,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/416/Volture.pdf,https://www.digikey.com/en/products/detail/mide-technology-corporation/V21BL/2402860,"Piezoelectric Vibration Energy Harvesting, Hermetically Sealed",-40°C ~ 90°C,Analog,,45Hz ~ 155Hz,,Acceleration,Volture™,PC Pins
V22B,Mide Technology Corporation,PIEZOELECTRIC ENERGY HARVESTER,magnetic-sensors-hall-effect-digital-switch-linear,0,0.0,Cantilever Piezo Film (Wafer),Through Hole,Discontinued at DigiKey,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/416/Volture.pdf,https://www.digikey.com/en/products/detail/mide-technology-corporation/V22B/2402857,"Piezoelectric Vibration Energy Harvesting, Hermetically Sealed",-40°C ~ 90°C,Analog,,120Hz ~ 360Hz,,Acceleration,Volture™,PC Pins
V22BL,Mide Technology Corporation,PIEZOELECTRIC ENERGY HARVESTER,magnetic-sensors-hall-effect-digital-switch-linear,0,0.0,Cantilever Piezo Film (Wafer),Through Hole,Discontinued at DigiKey,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/416/Volture.pdf,https://www.digikey.com/en/products/detail/mide-technology-corporation/V22BL/2402858,"Piezoelectric Vibration Energy Harvesting, Hermetically Sealed",-40°C ~ 90°C,Analog,,26Hz ~ 110Hz,,Acceleration,Volture™,PC Pins
V25W,Mide Technology Corporation,PIEZOELECTRIC ENERGY HARVESTER,magnetic-sensors-hall-effect-digital-switch-linear,0,0.0,Cantilever Piezo Film (Wafer),Through Hole,Discontinued at DigiKey,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/416/Volture.pdf,https://www.digikey.com/en/products/detail/mide-technology-corporation/V25W/2402862,"Piezoelectric Vibration Energy Harvesting, Hermetically Sealed",-40°C ~ 90°C,Analog,,60Hz ~ 140Hz,,Acceleration,Volture™,PC Pins
V2S200D,Syntiant,V2S200D,magnetic-sensors-hall-effect-digital-switch-linear,9274,4.09,6-TLGA,Surface Mount,Active,https://static1.squarespace.com/static/6488b0b8150a045d2d112999/t/697230321a986a77fb11c224/1769091122500/Syntiant+V2S200D+Datasheet+Rev+C.pdf,https://www.digikey.com/en/products/detail/syntiant/V2S200D/18670159,,-40°C ~ 85°C,Voltage,1.65V ~ 3.3V / 700µA,,,,,
VDS130,Amphenol Wilcoxon Sensing Technologies,VIBRATION DATA SOURCE CONVERTS 4,magnetic-sensors-hall-effect-digital-switch-linear,2,2.0,Module,Chassis Mount,Active,https://wilcoxon.com/wp-content/uploads/2026/01/VDS130-spec-99494A1.pdf,https://www.digikey.com/en/products/detail/amphenol-wilcoxon-sensing-technologies/VDS130/29273096,,-10°C ~ 80°C,Digital,,0.5Hz ~ 5kHz,1000mV/g,Vibration,,Connector
VIM32PL-E1AC8-0RE-IO-1V1401,"Pepperl+Fuchs, Inc.",VIBRATION SENSOR,magnetic-sensors-hall-effect-digital-switch-linear,1,372.38,"Cylinder, Threaded",Panel Mount,Active,https://files.pepperl-fuchs.com/webcat/navi/productInfo/pds/70140695-100001_eng.pdf,https://www.digikey.com/en/products/detail/pepperl-fuchs-inc/VIM32PL-E1AC8-0RE-IO-1V1401/22975001,,-40°C ~ 85°C,Analog,18V ~ 30V / 700mA,10Hz ~ 1kHz,,Vibration,,Connector
VIM32PL-E1V16-0RE-I420V14,"Pepperl+Fuchs, Inc.",VIBRATION SENSOR,magnetic-sensors-hall-effect-digital-switch-linear,0,291.15,"Cylinder, Threaded",Panel Mount,Active,https://files.pepperl-fuchs.com/webcat/navi/productInfo/pds/70146714-100001_eng.pdf?v=20240609030427,https://www.digikey.com/en/products/detail/pepperl-fuchs-inc/VIM32PL-E1V16-0RE-I420V14/22973693,,-40°C ~ 85°C,Analog,18V ~ 30V / 120mA,10Hz ~ 1kHz,,Vibration,,Connector
VIM32PL-E1V16-0RE-I421V14,"Pepperl+Fuchs, Inc.",VIBRATION SENSOR,magnetic-sensors-hall-effect-digital-switch-linear,0,291.15,"Cylinder, Threaded",Panel Mount,Active,https://files.pepperl-fuchs.com/webcat/navi/productInfo/pds/70146714-100000_eng.pdf?v=20240611030814,https://www.digikey.com/en/products/detail/pepperl-fuchs-inc/VIM32PL-E1V16-0RE-I421V14/22975880,,-40°C ~ 85°C,Analog,18V ~ 30V / 220mA,10Hz ~ 1kHz,,Vibration,,Connector
VIM32PL-E1V64-0RE-I421V14,"Pepperl+Fuchs, Inc.",VIBRATION SENSOR,magnetic-sensors-hall-effect-digital-switch-linear,1,280.04,"Cylinder, Threaded",Panel Mount,Active,https://files.pepperl-fuchs.com/webcat/navi/productInfo/pds/70146714-100003_eng.pdf?v=20240530142853,https://www.digikey.com/en/products/detail/pepperl-fuchs-inc/VIM32PL-E1V64-0RE-I421V14/25573209,,-40°C ~ 85°C,"Analog, Digital",18V ~ 30V / 25mA,10Hz ~ 1kHz,,Vibration,Performance Line,Connector
VIM62PL-E0G10-0ME-I420K24,"Pepperl+Fuchs, Inc.",VIBRATION SENSOR,magnetic-sensors-hall-effect-digital-switch-linear,0,735.32,"Cylinder, Threaded",Panel Mount,Active,https://files.pepperl-fuchs.com/webcat/navi/productInfo/pds/70141166-100004_eng.pdf,https://www.digikey.com/en/products/detail/pepperl-fuchs-inc/VIM62PL-E0G10-0ME-I420K24/22972597,,-40°C ~ 60°C,Analog,10V ~ 30V / 25mA,1Hz ~ 1kHz,,Vibration,,Cable
VIM62PL-E0G10-0ME-I420V14,"Pepperl+Fuchs, Inc.",VIBRATION SENSOR,magnetic-sensors-hall-effect-digital-switch-linear,0,625.87,"Cylinder, Threaded",Panel Mount,Active,https://files.pepperl-fuchs.com/webcat/navi/productInfo/pds/70141166-100003_eng.pdf?v=20240609030427,https://www.digikey.com/en/products/detail/pepperl-fuchs-inc/VIM62PL-E0G10-0ME-I420V14/22974429,,-40°C ~ 60°C,Analog,10V ~ 30V / 25mA,1Hz ~ 1kHz,,Vibration,,Connector
