MPN,Manufacturer,Description,Subcategory,Stock,Unit Price,Package,Mounting Type,Status,Datasheet URL,Product URL,Count Rate,Direction,Grade,Logic Type,Number of Bits per Element,Number of Elements,Operating Temperature,Qualification,Reset,Series,Timing,Trigger Type,Voltage - Supply
SN74HC4040N,Texas Instruments,IC BINARY COUNTER 12-BIT 16DIP,pmic-gate-drivers,1860,0.93,"16-DIP (0.300"", 7.62mm)",Through Hole,Active,https://www.ti.com/lit/ds/scls160e/scls160e.pdf,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC4040N/376736,33 MHz,Up,,Binary Counter,12,1,-40°C ~ 85°C,,Asynchronous,74HC,Asynchronous,Negative Edge,2 V ~ 6 V
SN74HC4040NE4,Texas Instruments,IC BINARY COUNTER 12-BIT 16DIP,pmic-gate-drivers,988,0.93,"16-DIP (0.300"", 7.62mm)",Through Hole,Active,https://www.ti.com/lit/ds/symlink/sn54hc4040.pdf,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC4040NE4/18159142,33 MHz,Up,,Binary Counter,12,1,-40°C ~ 85°C (TA),,Asynchronous,74HC,Asynchronous,Negative Edge,2 V ~ 6 V
SN74HC4040NG4,Texas Instruments,IC BINARY COUNTER 12-BIT 16DIP,pmic-gate-drivers,0,0.22767,"16-DIP (0.300"", 7.62mm)",Through Hole,Discontinued at DigiKey,https://www.ti.com/lit/ds/scls160e/scls160e.pdf,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC4040NG4/1571124,33 MHz,Up,,Binary Counter,12,1,-40°C ~ 85°C,,Asynchronous,74HC,Asynchronous,Negative Edge,2 V ~ 6 V
SN74HC4040NS,Texas Instruments,IC BINARY COUNTER 12-BIT 16SO,pmic-gate-drivers,1233,1.37,"16-SOIC (0.209"", 5.30mm Width)",Surface Mount,Obsolete,https://www.ti.com/lit/ds/scls160e/scls160e.pdf,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC4040NS/9860840,33 MHz,Up,,Binary Counter,12,1,-40°C ~ 85°C (TA),,Asynchronous,74HC,Asynchronous,Negative Edge,2 V ~ 6 V
SN74HC4040NSR,Texas Instruments,IC BINARY COUNTER 12-BIT 16SO,pmic-gate-drivers,991,1.15,"16-SOIC (0.209"", 5.30mm Width)",Surface Mount,Active,https://www.ti.com/lit/ds/scls160e/scls160e.pdf,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC4040NSR/1571125,33 MHz,Up,,Binary Counter,12,1,-40°C ~ 85°C,,Asynchronous,74HC,Asynchronous,Negative Edge,2 V ~ 6 V
SN74HC4040NSRE4,Texas Instruments,IC BINARY COUNTER 12-BIT 16SO,pmic-gate-drivers,0,0.29867,"16-SOIC (0.209"", 5.30mm Width)",Surface Mount,Discontinued at DigiKey,https://www.ti.com/lit/ds/scls160e/scls160e.pdf,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC4040NSRE4/1571126,33 MHz,Up,,Binary Counter,12,1,-40°C ~ 85°C,,Asynchronous,74HC,Asynchronous,Negative Edge,2 V ~ 6 V
SN74HC4040PWG4,Texas Instruments,IC BINARY COUNTER 12BIT 16TSSOP,pmic-gate-drivers,0,0.5765,"16-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Obsolete,https://www.ti.com/lit/ds/scls160e/scls160e.pdf,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC4040PWG4/1903043,33 MHz,Up,,Binary Counter,12,1,-40°C ~ 85°C,,Asynchronous,74HC,Asynchronous,Negative Edge,2 V ~ 6 V
SN74HC4040PWR,Texas Instruments,IC BINARY COUNTER 12BIT 16TSSOP,pmic-gate-drivers,33428,0.55,"16-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,https://www.ti.com/lit/ds/scls160e/scls160e.pdf,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC4040PWR/377024,33 MHz,Up,,Binary Counter,12,1,-40°C ~ 85°C,,Asynchronous,74HC,Asynchronous,Negative Edge,2 V ~ 6 V
SN74HC4040PWT,Texas Instruments,IC BINARY COUNTER 12BIT 16TSSOP,pmic-gate-drivers,0,0.57532,"16-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Obsolete,https://www.ti.com/lit/ds/scls160e/scls160e.pdf,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC4040PWT/1571130,33 MHz,Up,,Binary Counter,12,1,-40°C ~ 85°C,,Asynchronous,74HC,Asynchronous,Negative Edge,2 V ~ 6 V
SN74HC4060D,Texas Instruments,IC BINARY COUNTER 14-BIT 16SOIC,pmic-gate-drivers,11772,1.25,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC4060D/376733,33 MHz,Up,,Binary Counter,14,1,-40°C ~ 85°C (TA),,Asynchronous,74HC,Asynchronous,Negative Edge,2 V ~ 6 V
SN74HC4060DBR,Texas Instruments,IC BINARY COUNTER 14-BIT 16SSOP,pmic-gate-drivers,1722,0.72,"16-SSOP (0.209"", 5.30mm Width)",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC4060DBR/1571132,33 MHz,Up,,Binary Counter,14,1,-40°C ~ 85°C (TA),,Asynchronous,74HC,Asynchronous,Negative Edge,2 V ~ 6 V
SN74HC4060DBRG4,Texas Instruments,IC BINARY COUNTER 14-BIT 16SSOP,pmic-gate-drivers,0,0.24378,"16-SSOP (0.209"", 5.30mm Width)",Surface Mount,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC4060DBRG4/1903046,33 MHz,Up,,Binary Counter,14,1,-40°C ~ 85°C (TA),,Asynchronous,74HC,Asynchronous,Negative Edge,2 V ~ 6 V
SN74HC4060DR,Texas Instruments,IC BINARY COUNTER 14-BIT 16SOIC,pmic-gate-drivers,3574,0.94,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC4060DR/562795,33 MHz,Up,,Binary Counter,14,1,-40°C ~ 85°C (TA),,Asynchronous,74HC,Asynchronous,Negative Edge,2 V ~ 6 V
SN74HC4060DT,Texas Instruments,IC BINARY COUNTER 14-BIT 16SOIC,pmic-gate-drivers,5329,1.25,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC4060DT/1571136,33 MHz,Up,,Binary Counter,14,1,-40°C ~ 85°C (TA),,Asynchronous,74HC,Asynchronous,Negative Edge,2 V ~ 6 V
SN74HC4060N,Texas Instruments,IC BINARY COUNTER 14-BIT 16DIP,pmic-gate-drivers,747,1.15,"16-DIP (0.300"", 7.62mm)",Through Hole,Active,,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC4060N/386620,33 MHz,Up,,Binary Counter,14,1,-40°C ~ 85°C (TA),,Asynchronous,74HC,Asynchronous,Negative Edge,2 V ~ 6 V
SN74HC4060NS,Texas Instruments,IC BINARY COUNTER 14-BIT 16SO,pmic-gate-drivers,2400,0.43,"16-SOIC (0.209"", 5.30mm Width)",Surface Mount,Active,https://rocelec.widen.net/view/pdf/rmepjfi5iw/PHGL-S-A0001477848-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/SN74HC4060NS/12124167,33 MHz,Up,,Binary Counter,14,1,-40°C ~ 85°C (TA),,Asynchronous,74HC,Asynchronous,Negative Edge,2 V ~ 6 V
SN74HC4060NSR,Texas Instruments,IC BINARY COUNTER 14-BIT 16SO,pmic-gate-drivers,4157,1.12,"16-SOIC (0.209"", 5.30mm Width)",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC4060NSR/1571139,33 MHz,Up,,Binary Counter,14,1,-40°C ~ 85°C (TA),,Asynchronous,74HC,Asynchronous,Negative Edge,2 V ~ 6 V
SN74HC4060NSRE4,Texas Instruments,IC BINARY COUNTER 14-BIT 16SO,pmic-gate-drivers,0,0.29867,"16-SOIC (0.209"", 5.30mm Width)",Surface Mount,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC4060NSRE4/1571140,33 MHz,Up,,Binary Counter,14,1,-40°C ~ 85°C (TA),,Asynchronous,74HC,Asynchronous,Negative Edge,2 V ~ 6 V
SN74HC4060PW,Texas Instruments,IC BINARY COUNTER 14BIT 16TSSOP,pmic-gate-drivers,12835,1.47,"16-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC4060PW/1571141,33 MHz,Up,,Binary Counter,14,1,-40°C ~ 85°C (TA),,Asynchronous,74HC,Asynchronous,Negative Edge,2 V ~ 6 V
SN74HC4060PWG4,Texas Instruments,IC BINARY COUNTER 14BIT 16TSSOP,pmic-gate-drivers,0,0.5765,"16-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC4060PWG4/1571143,33 MHz,Up,,Binary Counter,14,1,-40°C ~ 85°C (TA),,Asynchronous,74HC,Asynchronous,Negative Edge,2 V ~ 6 V
SN74HC4060PWR,Texas Instruments,IC BINARY COUNTER 14BIT 16TSSOP,pmic-gate-drivers,8130,0.94,"16-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC4060PWR/1571144,33 MHz,Up,,Binary Counter,14,1,-40°C ~ 85°C (TA),,Asynchronous,74HC,Asynchronous,Negative Edge,2 V ~ 6 V
SN74HC4060PWRE4,Texas Instruments,IC BINARY COUNTER 14BIT 16TSSOP,pmic-gate-drivers,0,0.31129,"16-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC4060PWRE4/1571145,33 MHz,Up,,Binary Counter,14,1,-40°C ~ 85°C (TA),,Asynchronous,74HC,Asynchronous,Negative Edge,2 V ~ 6 V
SN74HC4060PWT,Texas Instruments,IC BINARY COUNTER 14BIT 16TSSOP,pmic-gate-drivers,359,0.0,"16-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC4060PWT/1571147,33 MHz,Up,,Binary Counter,14,1,-40°C ~ 85°C (TA),,Asynchronous,74HC,Asynchronous,Negative Edge,2 V ~ 6 V
SN74HC4060QDRQ1,Texas Instruments,IC BINARY COUNTER 14-BIT 16SOIC,pmic-gate-drivers,0,0.55748,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC4060QDRQ1/2811133,33 MHz,Up,Automotive,Binary Counter,14,1,-40°C ~ 125°C (TA),AEC-Q100,Asynchronous,74HC,Asynchronous,Negative Edge,2 V ~ 6 V
SN74HC590AD,Texas Instruments,IC BINARY COUNTER 8-BIT 16SOIC,pmic-gate-drivers,0,0.41662,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC590AD/376756,24 MHz,Up,,Binary Counter,8,1,-40°C ~ 85°C,,Asynchronous,74HC,,Positive Edge,2 V ~ 6 V
SN74HC590ADE4,Texas Instruments,IC BINARY COUNTER 8-BIT 16SOIC,pmic-gate-drivers,0,0.52773,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC590ADE4/1571244,24 MHz,Up,,Binary Counter,8,1,-40°C ~ 85°C,,Asynchronous,74HC,,Positive Edge,2 V ~ 6 V
SN74HC590ADG4,Texas Instruments,IC BINARY COUNTER 8-BIT 16SOIC,pmic-gate-drivers,0,0.52773,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC590ADG4/1903096,24 MHz,Up,,Binary Counter,8,1,-40°C ~ 85°C,,Asynchronous,74HC,,Positive Edge,2 V ~ 6 V
SN74HC590ADR,Texas Instruments,IC BINARY COUNTER 8-BIT 16SOIC,pmic-gate-drivers,3112,0.89,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC590ADR/664653,24 MHz,Up,,Binary Counter,8,1,-40°C ~ 85°C,,Asynchronous,74HC,,Positive Edge,2 V ~ 6 V
SN74HC590ADT,Texas Instruments,IC BINARY COUNTER 8-BIT 16SOIC,pmic-gate-drivers,1225,0.84,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC590ADT/1571246,24 MHz,Up,,Binary Counter,8,1,-40°C ~ 85°C,,Asynchronous,74HC,,Positive Edge,2 V ~ 6 V
SN74HC590ADW,Texas Instruments,IC BINARY COUNTER 8-BIT 16SOIC,pmic-gate-drivers,1198,0.84,"16-SOIC (0.295"", 7.50mm Width)",Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC590ADW/376755,24 MHz,Up,,Binary Counter,8,1,-40°C ~ 85°C,,Asynchronous,74HC,,Positive Edge,2 V ~ 6 V
SN74HC590ADWR,Texas Instruments,IC BINARY COUNTER 8-BIT 16SOIC,pmic-gate-drivers,2906,0.98,"16-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC590ADWR/562921,24 MHz,Up,,Binary Counter,8,1,-40°C ~ 85°C,,Asynchronous,74HC,,Positive Edge,2 V ~ 6 V
SN74HC590AN,Texas Instruments,IC BINARY COUNTER 8-BIT 16DIP,pmic-gate-drivers,972,1.23,"16-DIP (0.300"", 7.62mm)",Through Hole,Active,,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC590AN/277245,24 MHz,Up,,Binary Counter,8,1,-40°C ~ 85°C,,Asynchronous,74HC,,Positive Edge,2 V ~ 6 V
SN74HC590ANE4,Texas Instruments,IC BINARY COUNTER 8-BIT 16DIP,pmic-gate-drivers,0,0.65604,"16-DIP (0.300"", 7.62mm)",Through Hole,Active,https://www.ti.com/lit/ds/symlink/sn54hc590a.pdf,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC590ANE4/18159350,40 MHz,Up,,Binary Counter,8,1,-40°C ~ 85°C (TA),,Asynchronous,74HC,,Positive Edge,2 V ~ 6 V
SN74HC590ANG4,Texas Instruments,IC BINARY COUNTER 8-BIT 16DIP,pmic-gate-drivers,0,0.34932,"16-DIP (0.300"", 7.62mm)",Through Hole,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/texas-instruments/SN74HC590ANG4/1571250,24 MHz,Up,,Binary Counter,8,1,-40°C ~ 85°C,,Asynchronous,74HC,,Positive Edge,2 V ~ 6 V
SN74HCS393DYYR,Texas Instruments,DUAL 4-BIT BINARY COUNTERS,pmic-gate-drivers,2383,0.25,"SOT-23-14 Thin, SOT-23 Variant",Surface Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6488/296_PdfFile_229552.pdf,https://www.digikey.com/en/products/detail/texas-instruments/SN74HCS393DYYR/25649520,60 MHz,Up,,Binary Counter,4,2,-40°C ~ 125°C,,Asynchronous,74HCS,,Negative Edge,2 V ~ 6 V
SN74LS161AD,onsemi,IC BINARY COUNTER 4-BIT 16SOIC,pmic-gate-drivers,32122,0.82,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://www.ti.com/lit/ds/symlink/sn74ls161a.pdf?ts=1633830890782&ref_url=https%253A%252F%252Fgoogle.com,https://www.digikey.com/en/products/detail/rochester-electronics-llc/SN74LS161AD/11536617,25 MHz,Up,,Binary Counter,4,1,0°C ~ 70°C,,Asynchronous,74LS,Synchronous,Positive Edge,4.75 V ~ 5.25 V
SN74LS161ADR,Texas Instruments,IC BINARY COUNTER 4-BIT 16SOIC,pmic-gate-drivers,511,0.95,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/SN74LS161ADR/1590354,25 MHz,Up,,Binary Counter,4,1,0°C ~ 70°C,,Asynchronous,74LS,Synchronous,Positive Edge,4.75 V ~ 5.25 V
SN74LS161ADRG4,Texas Instruments,IC BINARY COUNTER 4-BIT 16SOIC,pmic-gate-drivers,0,0.3236,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/texas-instruments/SN74LS161ADRG4/1903395,25 MHz,Up,,Binary Counter,4,1,0°C ~ 70°C,,Asynchronous,74LS,Synchronous,Positive Edge,4.75 V ~ 5.25 V
SN74LS161AML,onsemi,LOG TTL BIN CTRS 4BIT,pmic-gate-drivers,3000,0.26,-,-,Active,https://rocelec.widen.net/view/pdf/c1byj5rskr/TXIIS218938-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/SN74LS161AML/12126829,,,,,,,,,,*,,,
SN74LS161AMR1,onsemi,"BINARY COUNTER, LS SERIES",pmic-gate-drivers,4000,0.15,-,-,Active,https://rocelec.widen.net/view/pdf/aag7aigbyr/ONSMS12255-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/SN74LS161AMR1/12126239,,,,,,,,,,*,,,
SN74LS161AN,Texas Instruments,IC BINARY COUNTER 4-BIT 16DIP,pmic-gate-drivers,284,1.23,"16-DIP (0.300"", 7.62mm)",Through Hole,Active,,https://www.digikey.com/en/products/detail/texas-instruments/SN74LS161AN/277292,25 MHz,Up,,Binary Counter,4,1,0°C ~ 70°C,,Asynchronous,74LS,Synchronous,Positive Edge,4.75 V ~ 5.25 V
SN74LS161ANG4,Texas Instruments,IC BINARY COUNTER 4-BIT 16DIP,pmic-gate-drivers,0,0.38697,"16-DIP (0.300"", 7.62mm)",Through Hole,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/texas-instruments/SN74LS161ANG4/1594761,25 MHz,Up,,Binary Counter,4,1,0°C ~ 70°C,,Asynchronous,74LS,Synchronous,Positive Edge,4.75 V ~ 5.25 V
SN74LS161ANS,Texas Instruments,IC SYNC 4-BIT BIN CNTR 16SO,pmic-gate-drivers,2000,0.58,-,-,Active,https://rocelec.widen.net/view/pdf/plb4x91bjx/MOTOS12612-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/SN74LS161ANS/13502797,,,,,,,,,,*,,,
SN74LS161ANSR,Texas Instruments,IC BINARY COUNTER 4-BIT 16SO,pmic-gate-drivers,932,1.15,"16-SOIC (0.209"", 5.30mm Width)",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/SN74LS161ANSR/377802,25 MHz,Up,,Binary Counter,4,1,0°C ~ 70°C,,Asynchronous,74LS,Synchronous,Positive Edge,4.75 V ~ 5.25 V
SN74LS162AN,onsemi,"DECADE COUNTER, LS SERIES",pmic-gate-drivers,61208,35.19,-,-,Active,https://rocelec.widen.net/view/pdf/c1byj5rskr/TXIIS218938-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/SN74LS162AN/12129032,,,,,,,,,,*,,,
SN74LS163AD,Texas Instruments,IC BINARY COUNTER 4-BIT 16SOIC,pmic-gate-drivers,759,0.0,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/texas-instruments/SN74LS163AD/1590357,25 MHz,Up,,Binary Counter,4,1,0°C ~ 70°C,,Synchronous,74LS,Synchronous,Positive Edge,4.75 V ~ 5.25 V
SN74LS163ADR,Texas Instruments,IC BINARY COUNTER 4-BIT 16SOIC,pmic-gate-drivers,0,0.51898,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/SN74LS163ADR/1590359,25 MHz,Up,,Binary Counter,4,1,0°C ~ 70°C,,Synchronous,74LS,Synchronous,Positive Edge,4.75 V ~ 5.25 V
SN74LS163AML1,onsemi,COUNTER SINGLE 4-BIT,pmic-gate-drivers,3000,0.26,-,-,Active,https://rocelec.widen.net/view/pdf/aqmsabga61/RSELS27358-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/SN74LS163AML1/12127319,,,,,,,,,,*,,,
SN74LS163AMR1,Motorola,IC BCD COUNTER 4-BIT 16SOEIAJ,pmic-gate-drivers,8000,0.26,"16-SOIC (0.209"", 5.30mm Width)",Surface Mount,Obsolete,https://rocelec.widen.net/view/pdf/aag7aigbyr/ONSMS12255-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/SN74LS163AMR1/12126616,35 MHz,Up,,"BCD Counter, Binary Counter, Decade",4,1,0°C ~ 70°C (TA),,Synchronous,74LS,Synchronous,Positive Edge,4.75 V ~ 5.25 V
SN74LS163AN,Texas Instruments,IC BINARY COUNTER 4-BIT 16DIP,pmic-gate-drivers,1733,1.22,"16-DIP (0.300"", 7.62mm)",Through Hole,Active,,https://www.digikey.com/en/products/detail/texas-instruments/SN74LS163AN/377784,25 MHz,Up,,Binary Counter,4,1,0°C ~ 70°C,,Synchronous,74LS,Synchronous,Positive Edge,4.75 V ~ 5.25 V
SN74LS163ANE4,Texas Instruments,IC BINARY COUNTER 4-BIT 16DIP,pmic-gate-drivers,0,0.64988,"16-DIP (0.300"", 7.62mm)",Through Hole,Active,https://www.ti.com/lit/ds/symlink/sn54ls161a-sp.pdf,https://www.digikey.com/en/products/detail/texas-instruments/SN74LS163ANE4/18159713,32 MHz,Up,,Binary Counter,4,1,0°C ~ 70°C (TA),,Synchronous,74LS,Synchronous,Positive Edge,4.75 V ~ 5.25 V
SN74LS163ANG4,Texas Instruments,IC BINARY COUNTER 4-BIT 16DIP,pmic-gate-drivers,0,0.34462,"16-DIP (0.300"", 7.62mm)",Through Hole,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/texas-instruments/SN74LS163ANG4/1594762,25 MHz,Up,,Binary Counter,4,1,0°C ~ 70°C,,Synchronous,74LS,Synchronous,Positive Edge,4.75 V ~ 5.25 V
SN74LS163ANS,Texas Instruments,COUNTR BIN SYNC 4BIT 16SO,pmic-gate-drivers,2880,0.55,-,-,Active,https://rocelec.widen.net/view/pdf/slns5flual/MOTOS12614-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/SN74LS163ANS/13449007,,,,,,,,,,*,,,
SN74LS163ANSR,Texas Instruments,IC BINARY COUNTER 4-BIT 16SO,pmic-gate-drivers,1961,1.18,"16-SOIC (0.209"", 5.30mm Width)",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/SN74LS163ANSR/1590361,25 MHz,Up,,Binary Counter,4,1,0°C ~ 70°C,,Synchronous,74LS,Synchronous,Positive Edge,4.75 V ~ 5.25 V
SN74LS169BD,Texas Instruments,IC BINARY COUNTER 4-BIT 16SOIC,pmic-gate-drivers,12,2.73,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/SN74LS169BD/1590381,25 MHz,"Up, Down",,Binary Counter,4,1,0°C ~ 70°C,,,74LS,Synchronous,Positive Edge,4.75 V ~ 5.25 V
SN74LS169BN,Texas Instruments,IC BINARY COUNTER 4-BIT 16DIP,pmic-gate-drivers,347,3.45,"16-DIP (0.300"", 7.62mm)",Through Hole,Active,,https://www.digikey.com/en/products/detail/texas-instruments/SN74LS169BN/377794,25 MHz,"Up, Down",,Binary Counter,4,1,0°C ~ 70°C,,,74LS,Synchronous,Positive Edge,4.75 V ~ 5.25 V
SN74LS169BNSR,Texas Instruments,IC BINARY COUNTER 4-BIT 16SO,pmic-gate-drivers,0,0.66898,"16-SOIC (0.209"", 5.30mm Width)",Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/texas-instruments/SN74LS169BNSR/1590383,25 MHz,"Up, Down",,Binary Counter,4,1,0°C ~ 70°C,,,74LS,Synchronous,Positive Edge,4.75 V ~ 5.25 V
SN74LS169N,onsemi,COUNTER SINGLE 4-BIT,pmic-gate-drivers,4169,0.31,-,-,Active,https://rocelec.widen.net/view/pdf/i81mmgbdbu/RSELS23511-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/SN74LS169N/12133382,,,,,,,,,,*,,,
SN74LS191DR,Texas Instruments,IC BINARY COUNTER 4-BIT 16SOIC,pmic-gate-drivers,4428,1.47,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/SN74LS191DR/1590405,25 MHz,"Up, Down",,Binary Counter,4,1,0°C ~ 70°C,,,74LS,Synchronous,Positive Edge,4.75 V ~ 5.25 V
SN74LS191N,Texas Instruments,IC BINARY COUNTER 4-BIT 16DIP,pmic-gate-drivers,1002,1.86,"16-DIP (0.300"", 7.62mm)",Through Hole,Active,,https://www.digikey.com/en/products/detail/texas-instruments/SN74LS191N/563041,25 MHz,"Up, Down",,Binary Counter,4,1,0°C ~ 70°C,,,74LS,Synchronous,Positive Edge,4.75 V ~ 5.25 V
SN74LS191NSR,Texas Instruments,IC BINARY COUNTER 4-BIT 16SO,pmic-gate-drivers,0,0.98098,"16-SOIC (0.209"", 5.30mm Width)",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/SN74LS191NSR/1590407,25 MHz,"Up, Down",,Binary Counter,4,1,0°C ~ 70°C,,,74LS,Synchronous,Positive Edge,4.75 V ~ 5.25 V
SN74LS193D,onsemi,IC BINARY COUNTER 4-BIT 16SOIC,pmic-gate-drivers,15589,1.16,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/rochester-electronics-llc/SN74LS193D/11557870,32 MHz,"Up, Down",,Binary Counter,4,1,0°C ~ 70°C,,Asynchronous,74LS,Synchronous,Positive Edge,4.75 V ~ 5.25 V
SN74LS193DR,Texas Instruments,IC BINARY COUNTER 4-BIT 16SOIC,pmic-gate-drivers,4069,1.34,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/SN74LS193DR/1590410,32 MHz,"Up, Down",,Binary Counter,4,1,0°C ~ 70°C,,Asynchronous,74LS,Synchronous,Positive Edge,4.75 V ~ 5.25 V
SN74LS193MEL,onsemi,COUNTER SINGLE 4 BIT ASYNC BINAR,pmic-gate-drivers,2000,0.48,-,-,Active,,https://www.digikey.com/en/products/detail/rochester-electronics-llc/SN74LS193MEL/12610218,,,,,,,,,,*,,,
SN74LS193N,Texas Instruments,IC BINARY COUNTER 4-BIT 16DIP,pmic-gate-drivers,760,1.67,"16-DIP (0.300"", 7.62mm)",Through Hole,Active,,https://www.digikey.com/en/products/detail/texas-instruments/SN74LS193N/277295,32 MHz,"Up, Down",,Binary Counter,4,1,0°C ~ 70°C,,Asynchronous,74LS,Synchronous,Positive Edge,4.75 V ~ 5.25 V
SN74LS193NE4,Texas Instruments,SN74LS193 SYNCHRONOUS 4-BIT UP/D,pmic-gate-drivers,787,1.16,"16-DIP (0.300"", 7.62mm)",Through Hole,Active,,https://www.digikey.com/en/products/detail/rochester-electronics-llc/SN74LS193NE4/13474009,32 MHz,"Up, Down",,Binary Counter,4,1,0°C ~ 70°C,,Asynchronous,74LS,Synchronous,Positive Edge,4.75 V ~ 5.25 V
