MPN,Manufacturer,Description,Subcategory,Stock,Unit Price,Package,Mounting Type,Status,Datasheet URL,Product URL,Applications,Current - Output (Max),Current - Supply,Features,Grade,Internal Switch(s),Number of Channels,Operating Temperature,Programmable Features,Qualification,Series,Type,Voltage - Supply
LTC4253CGN,Analog Devices Inc.,IC HOT SWAP CONTRLR -48V 16-SSOP,linear-audio-amplifiers,0,0.0,"16-SSOP (0.154"", 3.90mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/425353aff.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC4253CGN/480754,-48V,,800 µA,Latched Fault,,No,1,0°C ~ 70°C,"Circuit Breaker, Current Limit, Fault Timeout, OVP, UVLO",,,"Hot Swap Controller, Sequencer",-48V
LTC4253CGN#PBF,Analog Devices Inc.,IC HOT SWAP CTRLR -48V 16SSOP,linear-audio-amplifiers,0,6.339,"16-SSOP (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/425353aff.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC4253CGN-PBF/889220,-48V,,800 µA,Latched Fault,,No,1,0°C ~ 70°C,"Circuit Breaker, Current Limit, Fault Timeout, OVP, UVLO",,,"Hot Swap Controller, Sequencer",-48V
LTC4253CGN#TR,Analog Devices Inc.,IC HOT SWAP CONTRLR -48V 16-SSOP,linear-audio-amplifiers,0,0.0,"16-SSOP (0.154"", 3.90mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/425353aff.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC4253CGN-TR/480050,-48V,,800 µA,Latched Fault,,No,1,0°C ~ 70°C,"Circuit Breaker, Current Limit, Fault Timeout, OVP, UVLO",,,"Hot Swap Controller, Sequencer",-48V
LTC4253CGN#TRPBF,Analog Devices Inc.,IC HOT SWAP CTRLR -48V 16SSOP,linear-audio-amplifiers,0,5.60972,"16-SSOP (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/425353aff.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC4253CGN-TRPBF/959033,-48V,,800 µA,Latched Fault,,No,1,0°C ~ 70°C,"Circuit Breaker, Current Limit, Fault Timeout, OVP, UVLO",,,"Hot Swap Controller, Sequencer",-48V
LTC4253IGN,Analog Devices Inc.,IC HOT SWAP CONTRLR -48V 16-SSOP,linear-audio-amplifiers,0,0.0,"16-SSOP (0.154"", 3.90mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/425353aff.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC4253IGN/480051,-48V,,800 µA,Latched Fault,,No,1,-40°C ~ 85°C,"Circuit Breaker, Current Limit, Fault Timeout, OVP, UVLO",,,"Hot Swap Controller, Sequencer",-48V
LTC4253IGN#PBF,Analog Devices Inc.,IC HOT SWAP CTRLR -48V 16SSOP,linear-audio-amplifiers,0,7.25,"16-SSOP (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/425353aff.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC4253IGN-PBF/960980,-48V,,800 µA,Latched Fault,,No,1,-40°C ~ 85°C,"Circuit Breaker, Current Limit, Fault Timeout, OVP, UVLO",,,"Hot Swap Controller, Sequencer",-48V
LTC4253IGN#TR,Analog Devices Inc.,IC HOT SWAP CONTRLR -48V 16-SSOP,linear-audio-amplifiers,0,0.0,"16-SSOP (0.154"", 3.90mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/425353aff.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC4253IGN-TR/480052,-48V,,800 µA,Latched Fault,,No,1,-40°C ~ 85°C,"Circuit Breaker, Current Limit, Fault Timeout, OVP, UVLO",,,"Hot Swap Controller, Sequencer",-48V
LTC4253IGN#TRPBF,Analog Devices Inc.,IC HOT SWAP CTRLR -48V 16SSOP,linear-audio-amplifiers,0,6.43467,"16-SSOP (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/425353aff.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC4253IGN-TRPBF/959668,-48V,,800 µA,Latched Fault,,No,1,-40°C ~ 85°C,"Circuit Breaker, Current Limit, Fault Timeout, OVP, UVLO",,,"Hot Swap Controller, Sequencer",-48V
LTC4260CGN#PBF,Analog Devices Inc.,IC HOT SWAP CTRLR GP 24SSOP,linear-audio-amplifiers,72,19.76,"24-SSOP (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/4260fc.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC4260CGN-PBF/963741,General Purpose,,2 mA,I2C,,No,1,0°C ~ 70°C,"Auto Retry, Current Limit, Fault Timeout, Latched Fault, OVP, Slew Rate, UVLO",,,"Hot Swap Controller, Monitor",8.5V ~ 80V
LTC4260CGN#TRPBF,Analog Devices Inc.,IC HOT SWAP CTRLR GP 24SSOP,linear-audio-amplifiers,0,12.26936,"24-SSOP (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/4260fc.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC4260CGN-TRPBF/960570,General Purpose,,2 mA,I2C,,No,1,0°C ~ 70°C,"Auto Retry, Current Limit, Fault Timeout, Latched Fault, OVP, Slew Rate, UVLO",,,"Hot Swap Controller, Monitor",8.5V ~ 80V
LTC4260CSW#PBF,Analog Devices Inc.,IC HOT SWAP CTRLR GP 24SOIC,linear-audio-amplifiers,0,14.51844,"24-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/4260fc.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC4260CSW-PBF/963693,General Purpose,,2 mA,I2C,,No,1,0°C ~ 70°C,"Auto Retry, Current Limit, Fault Timeout, Latched Fault, OVP, Slew Rate, UVLO",,,"Hot Swap Controller, Monitor",8.5V ~ 80V
LTC4260CSW#TRPBF,Analog Devices Inc.,IC HOT SWAP CTRLR GP 24SOIC,linear-audio-amplifiers,0,12.5442,"24-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/4260fc.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC4260CSW-TRPBF/962196,General Purpose,,2 mA,I2C,,No,1,0°C ~ 70°C,"Auto Retry, Current Limit, Fault Timeout, Latched Fault, OVP, Slew Rate, UVLO",,,"Hot Swap Controller, Monitor",8.5V ~ 80V
LTC4260CUH#PBF,Analog Devices Inc.,IC HOT SWAP CTRLR GP 32QFN,linear-audio-amplifiers,116,19.76,32-WFQFN Exposed Pad,Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/4260fc.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC4260CUH-PBF/963564,General Purpose,,2 mA,I2C,,No,1,0°C ~ 70°C,"Auto Retry, Current Limit, Fault Timeout, Latched Fault, OVP, Slew Rate, UVLO",,,"Hot Swap Controller, Monitor",8.5V ~ 80V
