MPN,Manufacturer,Description,Subcategory,Stock,Unit Price,Package,Mounting Type,Status,Datasheet URL,Product URL,Applications,Current - Output (Max),Current - Supply,Features,Grade,Internal Switch(s),Number of Channels,Operating Temperature,Programmable Features,Qualification,Series,Type,Voltage - Supply
LT4256-3IGN#TRPBF,Analog Devices Inc.,IC HOT SWAP CTRLR GP 16SSOP,linear-audio-amplifiers,3306,8.87,"16-SSOP (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/42563fa.pm6.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LT4256-3IGN-TRPBF/959455,General Purpose,,1.8 mA,,,No,1,-40°C ~ 85°C,"Auto Retry, Current Limit, Fault Timeout, Latched Fault, OVP, Slew Rate, UVLO",,,Hot Swap Controller,10.8V ~ 80V
LTC1421CG,Analog Devices Inc.,IC CONTROLLER HOT SWAP 24-SSOP,linear-audio-amplifiers,0,0.0,"24-SSOP (0.209"", 5.30mm Width)",Surface Mount,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/1421fc.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1421CG/297216,General Purpose,,1.5 mA,"Latched Fault, UVLO",,No,2,0°C ~ 70°C,"Circuit Breaker, Fault Timeout, Slew Rate",,,Hot Swap Controller,3V ~ 12V
LTC1421CG#PBF,Analog Devices Inc.,IC HOT SWAP CTRLR GP 24SSOP,linear-audio-amplifiers,57,16.72,"24-SSOP (0.209"", 5.30mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1421fc.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1421CG-PBF/890515,General Purpose,,1.5 mA,"Latched Fault, UVLO",,No,2,0°C ~ 70°C,"Circuit Breaker, Fault Timeout, Slew Rate",,,Hot Swap Controller,3V ~ 12V
LTC1421CG#TR,Analog Devices Inc.,IC CONTROLLER HOTSWAP ADJ 24SSOP,linear-audio-amplifiers,0,0.0,"24-SSOP (0.209"", 5.30mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/1421fc.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1421CG-TR/693293,General Purpose,,1.5 mA,"Latched Fault, UVLO",,No,2,0°C ~ 70°C,"Circuit Breaker, Fault Timeout, Slew Rate",,,Hot Swap Controller,3V ~ 12V
LTC1421CG#TRPBF,Analog Devices Inc.,IC HOT SWAP CTRLR GP 24SSOP,linear-audio-amplifiers,0,10.32294,"24-SSOP (0.209"", 5.30mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1421fc.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1421CG-TRPBF/961559,General Purpose,,1.5 mA,"Latched Fault, UVLO",,No,2,0°C ~ 70°C,"Circuit Breaker, Fault Timeout, Slew Rate",,,Hot Swap Controller,3V ~ 12V
LTC1421CG-2.5,Analog Devices Inc.,IC CONTROLLER HOT SWAP 24-SSOP,linear-audio-amplifiers,0,0.0,"24-SSOP (0.209"", 5.30mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/1421fc.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1421CG-2-5/274705,General Purpose,,1.5 mA,"Latched Fault, UVLO",,No,2,0°C ~ 70°C,"Circuit Breaker, Fault Timeout, Slew Rate",,,Hot Swap Controller,3V ~ 12V
LTC1421CG-2.5#PBF,Analog Devices Inc.,IC HOT SWAP CTRLR GP 24SSOP,linear-audio-amplifiers,0,11.75322,"24-SSOP (0.209"", 5.30mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1421fc.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1421CG-2-5-PBF/890885,General Purpose,,1.5 mA,"Latched Fault, UVLO",,No,2,0°C ~ 70°C,"Circuit Breaker, Fault Timeout, Slew Rate",,,Hot Swap Controller,3V ~ 12V
LTC1421CG-2.5#TR,Analog Devices Inc.,IC CONTROLLER HOTSWP 2.5V 24SSOP,linear-audio-amplifiers,0,0.0,"24-SSOP (0.209"", 5.30mm Width)",Surface Mount,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/1421fc.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1421CG-2-5-TR/693294,General Purpose,,1.5 mA,"Latched Fault, UVLO",,No,2,0°C ~ 70°C,"Circuit Breaker, Fault Timeout, Slew Rate",,,Hot Swap Controller,3V ~ 12V
LTC1421CG-2.5#TRPBF,Analog Devices Inc.,IC HOT SWAP CTRLR GP 24SSOP,linear-audio-amplifiers,0,10.32294,"24-SSOP (0.209"", 5.30mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1421fc.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1421CG-2-5-TRPBF/961972,General Purpose,,1.5 mA,"Latched Fault, UVLO",,No,2,0°C ~ 70°C,"Circuit Breaker, Fault Timeout, Slew Rate",,,Hot Swap Controller,3V ~ 12V
LTC1421CSW,Analog Devices Inc.,IC CONTROLLER HOT SWAP 24-SOIC,linear-audio-amplifiers,0,0.0,"24-SOIC (0.295"", 7.50mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/1421fc.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1421CSW/297217,General Purpose,,,,,No,,0°C ~ 70°C,,,,Hot-Swap Controller,3V ~ 12V
LTC1421CSW#PBF,Analog Devices Inc.,IC HOT SWAP CTRLR GP 24SOIC,linear-audio-amplifiers,0,11.04156,"24-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1421fc.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1421CSW-PBF/891588,General Purpose,,1.5 mA,"Latched Fault, UVLO",,No,2,0°C ~ 70°C,"Circuit Breaker, Fault Timeout, Slew Rate",,,Hot Swap Controller,3V ~ 12V
LTC1421CSW#TR,Analog Devices Inc.,IC CONTROLLER HOTSWAP ADJ 24SOIC,linear-audio-amplifiers,0,0.0,"24-SOIC (0.295"", 7.50mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/1421fc.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1421CSW-TR/693477,General Purpose,,1.5 mA,"Latched Fault, UVLO",,No,2,0°C ~ 70°C,"Circuit Breaker, Fault Timeout, Slew Rate",,,Hot Swap Controller,3V ~ 12V
LTC1421CSW#TRPBF,Analog Devices Inc.,IC HOT SWAP CTRLR GP 24SOIC,linear-audio-amplifiers,0,9.88011,"24-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1421fc.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1421CSW-TRPBF/962215,General Purpose,,1.5 mA,"Latched Fault, UVLO",,No,2,0°C ~ 70°C,"Circuit Breaker, Fault Timeout, Slew Rate",,,Hot Swap Controller,3V ~ 12V
LTC1421CSW-2.5,Analog Devices Inc.,IC CONTROLLER HOT SWAP 24-SOIC,linear-audio-amplifiers,0,0.0,"24-SOIC (0.295"", 7.50mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/1421fc.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1421CSW-2-5/274704,General Purpose,,1.5 mA,"Latched Fault, UVLO",,No,2,0°C ~ 70°C,"Circuit Breaker, Fault Timeout, Slew Rate",,,Hot Swap Controller,3V ~ 12V
LTC1421CSW-2.5#PBF,Analog Devices Inc.,IC HOT SWAP CTRLR GP 24SOIC,linear-audio-amplifiers,0,11.04156,"24-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1421fc.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1421CSW-2-5-PBF/889076,General Purpose,,1.5 mA,"Latched Fault, UVLO",,No,2,0°C ~ 70°C,"Circuit Breaker, Fault Timeout, Slew Rate",,,Hot Swap Controller,3V ~ 12V
LTC1421CSW-2.5#TR,Analog Devices Inc.,IC CONTROLLER HOTSWP 2.5V 24SOIC,linear-audio-amplifiers,0,0.0,"24-SOIC (0.295"", 7.50mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/1421fc.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1421CSW-2-5-TR/693478,General Purpose,,1.5 mA,"Latched Fault, UVLO",,No,2,0°C ~ 70°C,"Circuit Breaker, Fault Timeout, Slew Rate",,,Hot Swap Controller,3V ~ 12V
LTC1421CSW-2.5#TRPBF,Analog Devices Inc.,IC HOT SWAP CTRLR GP 24SOIC,linear-audio-amplifiers,0,9.88011,"24-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1421fc.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1421CSW-2-5-TRPBF/962088,General Purpose,,1.5 mA,"Latched Fault, UVLO",,No,2,0°C ~ 70°C,"Circuit Breaker, Fault Timeout, Slew Rate",,,Hot Swap Controller,3V ~ 12V
LTC1421IG,Analog Devices Inc.,IC CONTROLLER HOT SWAP 24-SSOP,linear-audio-amplifiers,0,0.0,"24-SSOP (0.209"", 5.30mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/1421fc.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1421IG/297218,General Purpose,,1.5 mA,"Latched Fault, UVLO",,No,2,-40°C ~ 85°C,"Circuit Breaker, Fault Timeout, Slew Rate",,,Hot Swap Controller,3V ~ 12V
LTC1421IG#PBF,Analog Devices Inc.,IC HOT SWAP CTRLR GP 24SSOP,linear-audio-amplifiers,0,13.34271,"24-SSOP (0.209"", 5.30mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1421fc.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1421IG-PBF/963814,General Purpose,,1.5 mA,"Latched Fault, UVLO",,No,2,-40°C ~ 85°C,"Circuit Breaker, Fault Timeout, Slew Rate",,,Hot Swap Controller,3V ~ 12V
LTC1421IG#TR,Analog Devices Inc.,IC CONTROLLER HOTSWAP ADJ 24SSOP,linear-audio-amplifiers,0,0.0,"24-SSOP (0.209"", 5.30mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/1421fc.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1421IG-TR/692565,General Purpose,,1.5 mA,"Latched Fault, UVLO",,No,2,-40°C ~ 85°C,"Circuit Breaker, Fault Timeout, Slew Rate",,,Hot Swap Controller,3V ~ 12V
LTC1421IG#TRPBF,Analog Devices Inc.,IC HOT SWAP CTRLR GP 24SSOP,linear-audio-amplifiers,0,11.75341,"24-SSOP (0.209"", 5.30mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1421fc.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1421IG-TRPBF/961543,General Purpose,,1.5 mA,"Latched Fault, UVLO",,No,2,-40°C ~ 85°C,"Circuit Breaker, Fault Timeout, Slew Rate",,,Hot Swap Controller,3V ~ 12V
LTC1421IG-2.5,Analog Devices Inc.,IC CONTROLLER HOT SWAP 24-SSOP,linear-audio-amplifiers,0,0.0,"24-SSOP (0.209"", 5.30mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/1421fc.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1421IG-2-5/297219,General Purpose,,1.5 mA,"Latched Fault, UVLO",,No,2,-40°C ~ 85°C,"Circuit Breaker, Fault Timeout, Slew Rate",,,Hot Swap Controller,3V ~ 12V
LTC1421IG-2.5#PBF,Analog Devices Inc.,IC HOT SWAP CTRLR GP 24SSOP,linear-audio-amplifiers,0,13.34271,"24-SSOP (0.209"", 5.30mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1421fc.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1421IG-2-5-PBF/963808,General Purpose,,1.5 mA,"Latched Fault, UVLO",,No,2,-40°C ~ 85°C,"Circuit Breaker, Fault Timeout, Slew Rate",,,Hot Swap Controller,3V ~ 12V
LTC1421IG-2.5#TR,Analog Devices Inc.,IC CONTROLLER HOTSWP 2.5V 24SSOP,linear-audio-amplifiers,0,0.0,"24-SSOP (0.209"", 5.30mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/1421fc.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1421IG-2-5-TR/692564,General Purpose,,1.5 mA,"Latched Fault, UVLO",,No,2,-40°C ~ 85°C,"Circuit Breaker, Fault Timeout, Slew Rate",,,Hot Swap Controller,3V ~ 12V
LTC1421IG-2.5#TRPBF,Analog Devices Inc.,IC HOT SWAP CTRLR GP 24SSOP,linear-audio-amplifiers,0,11.75341,"24-SSOP (0.209"", 5.30mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1421fc.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1421IG-2-5-TRPBF/961542,General Purpose,,1.5 mA,"Latched Fault, UVLO",,No,2,-40°C ~ 85°C,"Circuit Breaker, Fault Timeout, Slew Rate",,,Hot Swap Controller,3V ~ 12V
LTC1421ISW,Analog Devices Inc.,IC CONTROLLER HOT SWAP 24-SOIC,linear-audio-amplifiers,0,0.0,"24-SOIC (0.295"", 7.50mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/1421fc.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1421ISW/297220,General Purpose,,1.5 mA,"Latched Fault, UVLO",,No,2,-40°C ~ 85°C,"Circuit Breaker, Fault Timeout, Slew Rate",,,Hot Swap Controller,3V ~ 12V
LTC1421ISW#PBF,Analog Devices Inc.,IC HOT SWAP CTRLR GP 24SOIC,linear-audio-amplifiers,0,17.97,"24-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1421fc.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1421ISW-PBF/963692,General Purpose,,1.5 mA,"Latched Fault, UVLO",,No,2,-40°C ~ 85°C,"Circuit Breaker, Fault Timeout, Slew Rate",,,Hot Swap Controller,3V ~ 12V
LTC1421ISW#TR,Analog Devices Inc.,IC CONTROLLER HOTSWAP ADJ 24SOIC,linear-audio-amplifiers,0,0.0,"24-SOIC (0.295"", 7.50mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/1421fc.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1421ISW-TR/692912,General Purpose,,1.5 mA,"Latched Fault, UVLO",,No,2,-40°C ~ 85°C,"Circuit Breaker, Fault Timeout, Slew Rate",,,Hot Swap Controller,3V ~ 12V
LTC1421ISW#TRPBF,Analog Devices Inc.,IC HOT SWAP CTRLR GP 24SOIC,linear-audio-amplifiers,0,11.32956,"24-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1421fc.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1421ISW-TRPBF/962173,General Purpose,,1.5 mA,"Latched Fault, UVLO",,No,2,-40°C ~ 85°C,"Circuit Breaker, Fault Timeout, Slew Rate",,,Hot Swap Controller,3V ~ 12V
LTC1421ISW-2.5,Analog Devices Inc.,IC CONTROLLER HOT SWAP 24-SOIC,linear-audio-amplifiers,0,0.0,"24-SOIC (0.295"", 7.50mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/1421fc.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1421ISW-2-5/297221,General Purpose,,1.5 mA,"Latched Fault, UVLO",,No,2,-40°C ~ 85°C,"Circuit Breaker, Fault Timeout, Slew Rate",,,Hot Swap Controller,3V ~ 12V
LTC1421ISW-2.5#PBF,Analog Devices Inc.,IC HOT SWAP CTRLR GP 24SOIC,linear-audio-amplifiers,0,13.14688,"24-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1421fc.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1421ISW-2-5-PBF/963696,General Purpose,,1.5 mA,"Latched Fault, UVLO",,No,2,-40°C ~ 85°C,"Circuit Breaker, Fault Timeout, Slew Rate",,,Hot Swap Controller,3V ~ 12V
LTC1421ISW-2.5#TR,Analog Devices Inc.,IC CONTROLLER HOTSWP 2.5V 24SOIC,linear-audio-amplifiers,0,0.0,"24-SOIC (0.295"", 7.50mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/1421fc.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1421ISW-2-5-TR/692911,General Purpose,,1.5 mA,"Latched Fault, UVLO",,No,2,-40°C ~ 85°C,"Circuit Breaker, Fault Timeout, Slew Rate",,,Hot Swap Controller,3V ~ 12V
LTC1421ISW-2.5#TRPBF,Analog Devices Inc.,IC HOT SWAP CTRLR GP 24SOIC,linear-audio-amplifiers,0,11.32956,"24-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1421fc.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1421ISW-2-5-TRPBF/962081,General Purpose,,1.5 mA,"Latched Fault, UVLO",,No,2,-40°C ~ 85°C,"Circuit Breaker, Fault Timeout, Slew Rate",,,Hot Swap Controller,3V ~ 12V
LTC1422CN8,Analog Devices Inc.,IC CONTROLLER HOT SWAP 8-DIP,linear-audio-amplifiers,0,0.0,"8-DIP (0.300"", 7.62mm)",Through Hole,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/1422fb.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1422CN8/271097,General Purpose,,650 µA,"Auto Retry, UVLO",,No,1,0°C ~ 70°C,"Circuit Breaker, Fault Timeout, Slew Rate",,,Hot Swap Controller,2.7V ~ 12V
LTC1422CN8#PBF,Analog Devices Inc.,IC HOT SWAP CTRLR GP 8DIP,linear-audio-amplifiers,0,6.339,"8-DIP (0.300"", 7.62mm)",Through Hole,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1422fb.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1422CN8-PBF/889698,General Purpose,,650 µA,"Auto Retry, UVLO",,No,1,0°C ~ 70°C,"Circuit Breaker, Fault Timeout, Slew Rate",,,Hot Swap Controller,2.7V ~ 12V
LTC1422CS8,Analog Devices Inc.,IC CONTROLLER HOT SWAP 8-SOIC,linear-audio-amplifiers,0,0.0,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/1422fb.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1422CS8/262394,General Purpose,,650 µA,"Auto Retry, UVLO",,No,1,0°C ~ 70°C,"Circuit Breaker, Fault Timeout, Slew Rate",,,Hot Swap Controller,2.7V ~ 12V
LTC1422CS8#PBF,Analog Devices Inc.,IC HOT SWAP CTRLR GP 8SOIC,linear-audio-amplifiers,96,10.66,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1422fb.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1422CS8-PBF/890048,General Purpose,,650 µA,"Auto Retry, UVLO",,No,1,0°C ~ 70°C,"Circuit Breaker, Fault Timeout, Slew Rate",,,Hot Swap Controller,2.7V ~ 12V
LTC1422CS8#TR,Analog Devices Inc.,IC CONTROLLER HOTSWAP 8SOIC,linear-audio-amplifiers,0,0.0,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/1422fb.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1422CS8-TR/693667,General Purpose,,650 µA,"Auto Retry, UVLO",,No,1,0°C ~ 70°C,"Circuit Breaker, Fault Timeout, Slew Rate",,,Hot Swap Controller,2.7V ~ 12V
LTC1422CS8#TRPBF,Analog Devices Inc.,IC HOT SWAP CTRLR GP 8SOIC,linear-audio-amplifiers,2047,10.66,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1422fb.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1422CS8-TRPBF/959566,General Purpose,,650 µA,"Auto Retry, UVLO",,No,1,0°C ~ 70°C,"Circuit Breaker, Fault Timeout, Slew Rate",,,Hot Swap Controller,2.7V ~ 12V
LTC1422IN8,Analog Devices Inc.,IC CONTROLLER HOT SWAP 8-DIP,linear-audio-amplifiers,0,0.0,"8-DIP (0.300"", 7.62mm)",Through Hole,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/1422fb.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1422IN8/271098,General Purpose,,650 µA,"Auto Retry, UVLO",,No,1,-40°C ~ 85°C,"Circuit Breaker, Fault Timeout, Slew Rate",,,Hot Swap Controller,2.7V ~ 12V
LTC1422IN8#PBF,Analog Devices Inc.,IC HOT SWAP CTRLR GP 8DIP,linear-audio-amplifiers,0,7.2053,"8-DIP (0.300"", 7.62mm)",Through Hole,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1422fb.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1422IN8-PBF/889242,General Purpose,,650 µA,"Auto Retry, UVLO",,No,1,-40°C ~ 85°C,"Circuit Breaker, Fault Timeout, Slew Rate",,,Hot Swap Controller,2.7V ~ 12V
LTC1422IS8,Analog Devices Inc.,IC CONTROLLER HOT SWAP 8-SOIC,linear-audio-amplifiers,0,0.0,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/1422fb.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1422IS8/262395,General Purpose,,650 µA,"Auto Retry, UVLO",,No,1,-40°C ~ 85°C,"Circuit Breaker, Fault Timeout, Slew Rate",,,Hot Swap Controller,2.7V ~ 12V
LTC1422IS8#PBF,Analog Devices Inc.,IC HOT SWAP CTRLR GP 8SOIC,linear-audio-amplifiers,119,12.0,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1422fb.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1422IS8-PBF/890094,General Purpose,,650 µA,"Auto Retry, UVLO",,No,1,-40°C ~ 85°C,"Circuit Breaker, Fault Timeout, Slew Rate",,,Hot Swap Controller,2.7V ~ 12V
LTC1422IS8#TR,Analog Devices Inc.,IC CONTROLLER HOTSWAP 8SOIC,linear-audio-amplifiers,0,0.0,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://www.analog.com/media/en/technical-documentation/data-sheets/1422fb.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1422IS8-TR/693688,General Purpose,,650 µA,"Auto Retry, UVLO",,No,1,-40°C ~ 85°C,"Circuit Breaker, Fault Timeout, Slew Rate",,,Hot Swap Controller,2.7V ~ 12V
LTC1422IS8#TRPBF,Analog Devices Inc.,IC HOT SWAP CTRLR GP 8SOIC,linear-audio-amplifiers,700,12.0,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1422fb.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1422IS8-TRPBF/958423,General Purpose,,650 µA,"Auto Retry, UVLO",,No,1,-40°C ~ 85°C,"Circuit Breaker, Fault Timeout, Slew Rate",,,Hot Swap Controller,2.7V ~ 12V
LTC1642ACGN#PBF,Analog Devices Inc.,IC HOTSWAP CTR INFINIBAND 16SSOP,linear-audio-amplifiers,0,6.8025,"16-SSOP (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1642af.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1642ACGN-PBF/1619990,InfiniBand™,,1.25 mA,,,No,1,0°C ~ 70°C,"Auto Retry, Current Limit, Fault Timeout, Latched Fault, UVLO",,,Hot Swap Controller,2.97V ~ 16.5V
LTC1642ACGN#TRPBF,Analog Devices Inc.,IC HOTSWAP CTR INFINIBAND 16SSOP,linear-audio-amplifiers,0,6.02916,"16-SSOP (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1642af.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1642ACGN-TRPBF/1621366,InfiniBand™,,1.25 mA,,,No,1,0°C ~ 70°C,"Auto Retry, Current Limit, Fault Timeout, Latched Fault, UVLO",,,Hot Swap Controller,2.97V ~ 16.5V
LTC1642AIGN#PBF,Analog Devices Inc.,IC HOTSWAP CTR INFINIBAND 16SSOP,linear-audio-amplifiers,0,8.0829,"16-SSOP (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1642af.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1642AIGN-PBF/1619993,InfiniBand™,,1.25 mA,,,No,1,-40°C ~ 85°C,"Auto Retry, Current Limit, Fault Timeout, Latched Fault, UVLO",,,Hot Swap Controller,2.97V ~ 16.5V
LTC1642AIGN#TRPBF,Analog Devices Inc.,IC HOTSWAP CTR INFINIBAND 16SSOP,linear-audio-amplifiers,0,7.19064,"16-SSOP (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1642af.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1642AIGN-TRPBF/1621362,InfiniBand™,,1.25 mA,,,No,1,-40°C ~ 85°C,"Auto Retry, Current Limit, Fault Timeout, Latched Fault, UVLO",,,Hot Swap Controller,2.97V ~ 16.5V
LTC1642CGN,Analog Devices Inc.,IC CONTROLLER HOTSWAP ADJ 16SSOP,linear-audio-amplifiers,0,0.0,"16-SSOP (0.154"", 3.90mm Width)",Surface Mount,Discontinued at DigiKey,https://www.analog.com/media/en/technical-documentation/data-sheets/1642fb.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1642CGN/287359,InfiniBand™,,1.25 mA,,,No,1,0°C ~ 70°C,"Auto Retry, Current Limit, Fault Timeout, Latched Fault, UVLO",,,Hot Swap Controller,2.97V ~ 16.5V
LTC1642CGN#PBF,Analog Devices Inc.,IC HOTSWAP CTR INFINIBAND 16SSOP,linear-audio-amplifiers,100,13.21,"16-SSOP (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/1642fb.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc/LTC1642CGN-PBF/891111,InfiniBand™,,1.25 mA,,,No,1,0°C ~ 70°C,"Auto Retry, Current Limit, Fault Timeout, Latched Fault, UVLO",,,Hot Swap Controller,2.97V ~ 16.5V
